Player,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,PassOff,BlockedPass,MP,Min,Starts,Compl,Subs,unSub,PPM,onG,onGA,On-Off,onxG,onxGA,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Sh,SoT,ShotDist,FKS,G-xG,PenToDef,ToDef3rd,ToMid3rd,ToAtt3rd,PenToAtt,ToLive,Att.2,Succ,Tkld,Carries,TotDist,PrgDist,Pfin,CPA,Mis,Dis,Rec,TotCmp,TotAtt,TotDistPass,PrgDistPass,ShrCmp,ShrAtt,MedCmp,MedAtt,LongCmp,LongAtt,xA,KP,Cfin,PPA,CrsPA,2CrdY,Fls,Fld,Off,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,SCA,SCAPassLive,SCAPassDead,SCATO,SCASh,SCAFld,SCADef,GCA,GCAPassLive,GCAPassDead,GCATO,GCASh,GCAFld,GCADef,TklDef3rd,TklMid3rd,TklAtt3rd,ChalTkl,ChalAtt,ChalLost,Blocks,BlSh,Pass,Clr,Err,GA,SoTA,Saves,W,D,L,CS,PKattA,PKA,PKsv,PKm,FKGA,CKGA,PSxG,PSxG/SoT,PSxG+/-,LPCmp,LPAtt,GKPAtt,Thr,PAvgLen,GKAtt,GKAvgLen,Opp,Stp,#OPA,AvgDist,Value
Łukasz Fabiański,GK,36,37,1013,665,348,71,0,1,0,0,0,0,0,0,666,0,1,37,"3,330",37,37,0,0,1.51,60,50,1.27,51.1,51.6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,978,1081,3,0,0,1084,0,0,0,593,3722,2293,0,0,0,1,414,666,1013,20643,15735,110,111,270,274,281,622,0,0,10,0,0,0,1,7,0,0,0,0,1,0,21,11,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,50,162,111,16,8,13,8,6,2,3,1,2,8,46.8,0.26,-1.2,193,525,736,164,38.2,277,44.4,595,28,12,10.4,1
Declan Rice,MF,22,35.3,2197,2169,21,14,1,31,30,7,0,0,0,0,1986,7,25,36,"3,179",35,35,1,0,1.47,56,49,-0.55,46.3,48.8,1,4,5,1,0,0,8,0,1.1,1.1,1.7,104,256,44,26,8,22.8,1,-0.1,127,638,1548,400,51,2548,72,50,22,1640,11377,5857,99,16,26,20,1777,1986,2197,35788,9260,848,903,887,938,203,258,1.5,24,256,26,4,0,28,11,0,63,42,0,0,0,286,42,27,78,67,0,5,3,0,3,9,9,0,0,0,0,0,45,32,3,38,71,33,45,21,24,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
Tomáš Souček,MF,26,34,1361,1337,24,20,0,21,13,4,0,0,0,0,1036,0,34,35,"3,062",34,33,1,1,1.43,51,46,-0.86,42.8,49.1,5,1,6,5,0,0,3,0,5.5,4.8,2.2,36,141,54,45,11,12.8,0,-0.5,151,468,963,340,86,1759,16,10,6,802,3715,1522,24,3,40,16,1026,1036,1361,17344,4438,510,638,403,495,91,134,1.8,21,105,12,2,0,39,18,4,52,32,0,0,0,176,133,141,42,36,0,0,3,2,1,4,4,0,0,0,0,0,27,33,6,28,65,37,34,13,21,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
Jarrod Bowen,FW,24,33.1,863,748,110,18,3,11,141,3,85,75,1,1,574,5,30,36,"2,983",34,22,2,0,1.47,57,46,0.74,47.1,44.1,12,10,22,12,0,0,6,0,11.9,11.9,6.1,74,66,204,79,34,15.7,0,0.1,27,171,460,625,139,1225,88,50,38,710,4968,1928,43,43,65,52,769,574,863,9502,2529,302,372,167,225,74,171,4.3,41,30,24,3,0,25,43,14,21,20,2,0,0,151,38,65,98,56,16,11,9,5,1,19,9,3,3,1,3,0,20,11,5,17,44,27,29,2,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
Michail Antonio,FW,31,33,702,675,20,2,4,9,63,16,0,0,0,0,438,7,39,36,"2,971",34,23,2,1,1.56,55,43,0.96,45.8,43.7,10,8,18,10,0,1,8,1,10.8,10.2,6,77,46,246,82,27,14.9,0,-0.8,17,59,398,663,159,1094,93,50,43,681,4270,1921,46,35,136,72,885,438,702,6545,1294,252,324,121,192,37,63,5,45,24,27,12,1,50,52,13,3,17,0,0,0,90,79,112,97,65,1,11,11,9,0,17,10,0,1,4,2,0,5,9,9,7,18,11,19,1,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Pablo Fornals,FW,25,31.1,1417,1339,73,5,11,19,87,9,41,32,2,0,1052,5,36,36,"2,795",32,19,4,0,1.39,45,38,-0.06,37.8,41.5,6,3,9,6,0,0,4,0,4.6,4.6,6.3,49,191,200,43,11,18.7,0,1.4,33,262,819,665,65,1731,54,23,31,981,4917,2219,37,11,47,28,1184,1052,1417,17266,5582,529,613,363,484,111,205,4.5,48,111,51,8,0,24,28,6,27,28,1,0,0,182,23,30,109,86,9,5,5,3,1,11,9,1,0,1,0,0,21,21,12,22,84,62,49,2,47,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Aaron Cresswell,DF,31,30.3,2096,1736,350,67,0,6,145,232,51,11,40,0,1656,10,44,31,"2,726",31,29,0,0,1.45,44,38,-0.19,38.6,41,2,3,5,2,0,0,3,0,1.1,1.1,3.2,54,186,99,18,3,20.5,8,0.9,126,674,1078,576,22,2312,17,8,9,1305,5741,2727,45,2,14,4,1497,1656,2096,27331,11135,837,912,650,755,134,318,3,31,131,19,12,0,14,10,2,35,18,0,1,0,163,32,24,53,31,20,0,2,0,0,6,2,4,0,0,0,0,18,6,4,13,25,12,31,18,13,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Craig Dawson,DF,31,30.6,1285,1254,26,21,0,13,1,3,0,0,0,0,1035,5,8,34,"2,754",30,28,4,3,1.56,48,42,-0.21,40.8,44.1,2,2,4,2,0,0,5,1,3,3,1,4,54,3,25,5,8.5,0,-1,273,844,691,73,45,1606,4,4,0,892,3899,2085,4,0,10,5,970,1035,1285,21842,7575,328,360,539,603,161,292,1,4,85,0,0,0,39,12,1,29,17,0,3,0,113,93,55,18,12,0,1,5,0,0,5,3,0,0,2,0,0,20,8,1,14,25,11,59,52,7,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Saïd Benrahma,FW,25,24.1,841,813,27,4,5,5,74,4,1,0,0,0,632,1,27,32,"2,168",26,4,6,1,1.53,44,27,1.28,33.6,28.7,8,6,14,8,0,0,0,0,4.8,4.8,3.7,73,73,222,63,20,19.6,3,3.2,12,136,422,577,87,1121,80,37,43,725,4411,2034,42,26,62,30,807,632,841,8891,2023,367,432,191,250,32,68,3.3,32,37,29,10,0,9,15,9,9,17,0,0,0,128,10,19,75,58,0,7,7,3,0,8,7,0,0,1,0,0,16,9,3,15,38,23,17,1,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Vladimír Coufal,DF,28,24.5,1439,1135,294,17,0,1,107,276,1,1,0,0,990,10,44,28,"2,209",25,21,3,3,1.39,42,35,0.14,35.4,33.6,0,4,4,0,0,0,5,1,0.8,0.8,2.1,51,113,119,11,4,17.7,0,-0.8,110,454,700,539,30,1681,23,15,8,778,4242,1992,38,5,30,15,888,990,1439,15293,6881,538,630,362,524,63,186,2.6,21,63,30,16,1,29,15,2,22,25,0,1,1,131,33,34,51,39,10,0,1,1,0,7,7,0,0,0,0,0,24,14,7,18,36,18,31,9,22,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
