Player,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,PassOff,BlockedPass,MP,Min,Starts,Compl,Subs,unSub,PPM,onG,onGA,On-Off,onxG,onxGA,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Sh,SoT,ShotDist,FKS,G-xG,PenToDef,ToDef3rd,ToMid3rd,ToAtt3rd,PenToAtt,ToLive,Att.2,Succ,Tkld,Carries,TotDist,PrgDist,Pfin,CPA,Mis,Dis,Rec,TotCmp,TotAtt,TotDistPass,PrgDistPass,ShrCmp,ShrAtt,MedCmp,MedAtt,LongCmp,LongAtt,xA,KP,Cfin,PPA,CrsPA,2CrdY,Fls,Fld,Off,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,SCA,SCAPassLive,SCAPassDead,SCATO,SCASh,SCAFld,SCADef,GCA,GCAPassLive,GCAPassDead,GCATO,GCASh,GCAFld,GCADef,TklDef3rd,TklMid3rd,TklAtt3rd,ChalTkl,ChalAtt,ChalLost,Blocks,BlSh,Pass,Clr,Err,GA,SoTA,Saves,W,D,L,CS,PKattA,PKA,PKsv,PKm,FKGA,CKGA,PSxG,PSxG/SoT,PSxG+/-,LPCmp,LPAtt,GKPAtt,Thr,PAvgLen,GKAtt,GKAvgLen,Opp,Stp,#OPA,AvgDist,Value
Sam Johnstone,GK,27,37,1297,799,491,195,0,8,0,0,0,0,0,0,655,7,1,37,"3,330",37,37,0,0,0.62,32,74,-2.14,33.5,66.4,0,1,1,0,0,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,1106,1388,29,0,0,1416,0,0,0,659,4839,2994,0,0,0,0,465,655,1297,24681,19644,52,53,217,225,386,1011,0.1,1,22,0,0,0,1,5,0,2,0,0,1,0,37,5,1,5,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,2,74,234,162,4,11,22,6,11,7,1,3,2,7,67.2,0.26,-3.8,293,889,994,182,45,296,56.8,645,20,38,14,8
Semi Ajayi,DF,26,30.9,999,931,61,13,0,10,7,48,0,0,0,0,719,7,7,33,"2,780",31,30,2,4,0.64,31,71,-1.15,26.1,58.7,2,0,2,2,0,0,3,1,1.9,1.9,0.5,13,73,7,13,4,9.8,0,0.1,223,691,559,86,43,1325,18,10,8,536,3098,1537,10,2,24,5,652,719,999,13941,6401,264,316,374,460,76,188,0.3,7,68,4,0,0,28,4,1,42,14,0,2,0,161,74,54,14,13,0,1,0,0,0,2,2,0,0,0,0,0,34,6,0,23,41,18,51,32,19,122,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Matheus Pereira,MF,24,28.6,1097,907,184,75,9,15,145,6,85,43,8,14,790,6,26,33,"2,577",30,21,3,0,0.76,32,54,1.26,30.1,51.9,11,6,17,7,4,4,2,1,7.3,4.2,6.3,79,115,133,61,23,23.1,10,3.7,27,177,589,659,69,1406,74,40,34,732,4513,2178,44,20,74,45,880,790,1097,12365,4136,443,510,213,301,90,193,5.3,59,63,42,8,0,34,52,13,29,15,1,0,0,172,13,33,118,77,26,5,2,8,0,10,8,0,0,0,2,0,14,10,2,12,54,42,18,0,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Kyle Bartley,DF,29,28.7,842,805,34,23,0,7,1,11,0,0,0,0,647,3,5,30,"2,584",28,27,2,3,0.73,31,53,1.28,31.1,52.4,3,1,4,3,0,0,4,0,2.5,2.5,1.4,2,44,3,14,5,9,0,0.5,266,712,393,73,40,1172,4,4,0,440,2113,859,3,0,9,2,507,647,842,12274,4688,223,266,345,412,64,131,0.9,7,47,4,0,0,30,8,5,38,16,0,1,0,137,105,56,14,11,0,0,2,0,1,2,2,0,0,0,0,0,14,10,3,11,23,12,50,35,15,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Conor Gallagher,MF,20,28.1,960,897,60,15,1,6,66,1,27,18,3,1,737,3,20,30,"2,531",28,25,2,2,0.63,18,48,0.05,24.6,48.5,2,2,4,2,0,0,11,0,1.5,1.5,1.8,32,97,59,29,7,22,0,0.5,56,285,665,383,35,1313,55,30,25,673,3774,1408,27,11,62,36,757,737,960,12114,2989,361,421,252,303,81,146,1.8,20,75,12,1,0,43,63,0,27,41,0,0,0,185,22,36,46,29,7,3,1,4,2,2,1,1,0,0,0,0,30,39,12,29,97,68,47,8,39,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Conor Townsend,DF,27,24.8,1196,964,227,15,0,4,62,211,1,0,0,0,883,5,22,25,"2,234",25,24,0,2,0.8,23,36,1.6,26.8,39.4,0,2,2,0,0,0,0,0,1.1,1.1,2.7,37,113,74,11,4,17.4,2,-1.1,98,470,667,325,29,1448,27,11,16,623,2996,1758,22,4,33,7,776,883,1196,15009,7163,389,451,390,503,78,181,2,23,82,26,12,0,15,25,2,36,28,0,2,0,135,42,34,46,36,4,0,3,2,1,4,4,0,0,0,0,0,32,9,3,30,49,19,38,15,23,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Dara O'Shea,DF,21,23.4,924,798,120,23,0,17,11,97,0,0,0,0,583,6,19,28,"2,102",25,21,3,8,0.71,17,51,-0.98,20.9,43.2,0,0,0,0,0,0,3,0,0.1,0.1,0.2,7,62,12,3,0,13.5,0,-0.1,143,572,508,106,12,1182,9,5,4,448,2022,921,9,0,10,4,542,583,924,12060,6392,217,282,244,336,105,250,0.2,5,76,4,0,0,13,17,0,45,25,0,1,0,101,70,42,16,11,2,0,0,1,2,2,1,1,0,0,0,0,30,13,2,21,45,24,32,17,15,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Matt Phillips,MF,29,20.3,563,524,36,9,0,4,72,10,17,7,7,0,384,3,18,33,"1,828",20,9,13,1,0.7,18,42,-0.22,20.8,37,2,1,3,2,0,0,1,0,2.8,2.8,3.4,47,51,99,22,10,20.6,1,-0.8,45,176,291,353,43,809,56,24,32,433,2613,1328,33,11,52,25,477,384,563,6033,1999,202,253,128,177,31,68,2.5,26,26,21,11,0,29,7,8,10,8,0,0,0,107,16,36,46,33,7,4,2,0,0,2,2,0,0,0,0,0,4,11,0,7,23,16,32,4,28,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Callum Robinson,FW,25,17.3,433,415,17,2,0,2,40,2,0,0,0,0,299,1,23,28,"1,560",20,5,8,10,0.68,23,42,-0.03,18.6,32.7,5,0,5,5,0,0,0,0,3.1,3.1,1,36,27,119,31,11,19.8,0,1.9,16,78,202,318,46,592,29,15,14,323,1789,866,11,11,39,24,423,299,433,4262,971,170,204,84,121,23,45,0.8,16,23,11,5,0,3,19,8,7,5,2,0,0,77,18,45,46,33,0,7,2,4,0,4,1,0,1,0,2,0,5,1,1,3,19,16,9,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Romaine Sawyers,MF,28,16.5,729,680,44,22,1,6,3,1,0,0,0,0,616,5,12,19,"1,487",17,12,2,11,0.53,14,42,-1.09,10.9,34,0,0,0,0,0,0,2,0,0.1,0.1,0.6,11,67,9,4,0,25.4,0,-0.1,29,243,545,91,1,867,21,8,13,406,1967,846,9,0,14,10,516,616,729,10470,3057,279,310,261,293,53,78,0.4,6,58,4,1,0,18,14,0,18,18,0,0,1,127,13,5,19,19,0,0,0,0,0,2,2,0,0,0,0,0,16,12,2,14,43,29,20,4,16,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
