Player,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,PassOff,BlockedPass,MP,Min,Starts,Compl,Subs,unSub,PPM,onG,onGA,On-Off,onxG,onxGA,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Sh,SoT,ShotDist,FKS,G-xG,PenToDef,ToDef3rd,ToMid3rd,ToAtt3rd,PenToAtt,ToLive,Att.2,Succ,Tkld,Carries,TotDist,PrgDist,Pfin,CPA,Mis,Dis,Rec,TotCmp,TotAtt,TotDistPass,PrgDistPass,ShrCmp,ShrAtt,MedCmp,MedAtt,LongCmp,LongAtt,xA,KP,Cfin,PPA,CrsPA,2CrdY,Fls,Fld,Off,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,SCA,SCAPassLive,SCAPassDead,SCATO,SCASh,SCAFld,SCADef,GCA,GCAPassLive,GCAPassDead,GCATO,GCASh,GCAFld,GCADef,TklDef3rd,TklMid3rd,TklAtt3rd,ChalTkl,ChalAtt,ChalLost,Blocks,BlSh,Pass,Clr,Err,GA,SoTA,Saves,W,D,L,CS,PKattA,PKA,PKsv,PKm,FKGA,CKGA,PSxG,PSxG/SoT,PSxG+/-,LPCmp,LPAtt,GKPAtt,Thr,PAvgLen,GKAtt,GKAvgLen,Opp,Stp,#OPA,AvgDist,Value
Alisson,GK,25,38,1290,984,304,88,0,3,0,0,0,0,0,0,1075,2,2,38,"3,420",38,38,0,0,2.55,89,22,0,73.7,28.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1118,1338,10,0,0,1347,2,2,0,838,3680,2466,1,0,0,1,675,1075,1290,28332,18517,143,148,625,628,307,510,0,0,5,1,0,0,0,1,0,1,1,0,0,0,70,11,1,4,1,3,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2,2,0,0,0,0,14,6,22,96,74,30,7,1,21,1,0,0,1,0,5,27.2,0.29,5.2,129,311,1072,212,28.8,216,41.3,385,16,59,16.6,80
Mohamed Salah,FW,26,36.1,1152,1064,85,12,19,4,57,13,35,14,15,0,846,3,40,38,"3,250",37,24,1,0,2.55,83,20,-0.37,69,27.1,22,8,30,19,3,3,1,0,20.2,17.9,9.4,131,127,429,134,60,16.9,3,1.8,5,55,465,1087,272,1587,151,80,71,1216,7481,3747,91,96,109,119,1272,846,1152,10807,3092,534,647,199,273,39,78,8.4,68,55,71,3,0,25,32,27,5,9,5,0,0,121,10,60,160,104,4,26,12,14,0,21,8,1,4,3,5,0,3,11,7,5,16,11,9,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
Andrew Robertson,DF,24,35.7,2840,2488,347,40,2,19,135,303,4,0,3,0,2285,5,51,36,"3,216",36,33,0,1,2.53,81,20,-0.94,68.2,27,0,11,11,0,0,0,4,0,0.7,0.7,7.2,124,244,263,16,5,18.5,0,-0.7,64,649,1560,945,87,3126,48,28,20,1928,9048,5551,117,12,31,23,2163,2285,2840,35590,12053,1265,1381,844,1053,121,266,6.3,50,155,68,15,0,18,16,1,29,49,0,0,0,223,24,28,94,87,1,3,1,2,0,18,17,0,1,0,0,0,41,31,8,39,70,31,33,6,27,57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
Sadio Mané,FW,26,34.2,1243,1217,21,3,14,11,39,16,2,0,0,0,946,5,44,36,"3,077",35,25,1,0,2.53,79,21,-0.67,65.9,25.3,22,1,23,22,0,0,2,0,15.1,15.1,4.5,121,129,285,87,42,13,0,6.9,17,130,664,869,190,1641,101,51,50,1231,7425,3515,87,48,104,48,1295,946,1243,13701,2984,546,644,276,358,60,94,4.6,45,79,49,6,0,34,64,25,15,29,1,0,0,152,35,74,119,86,0,13,8,11,1,16,9,0,5,1,1,0,12,17,6,14,43,29,28,4,24,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
Georginio Wijnaldum,MF,27,30.3,1791,1751,37,21,5,11,13,6,7,0,6,0,1620,3,15,35,"2,725",32,19,3,0,2.57,69,16,-0.06,58,23.5,3,0,3,3,0,0,3,0,3,3,1.8,47,168,67,30,8,15.3,0,0,38,284,1397,384,40,2038,49,29,20,1409,6749,3204,46,4,52,39,1554,1620,1791,24920,5460,870,931,592,635,97,125,2,25,152,17,0,0,18,30,2,21,28,0,0,0,182,32,34,57,44,3,3,3,2,2,6,5,0,0,1,0,0,14,20,7,14,27,13,21,7,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
Roberto Firmino,FW,26,29,1314,1280,26,1,16,3,9,18,2,0,0,0,1053,8,22,34,"2,607",31,15,3,0,2.5,65,15,-0.16,55.6,20.2,12,6,18,11,1,1,0,0,13.6,12.8,5.5,62,148,244,74,32,15.3,0,-1.6,19,89,788,764,149,1628,71,49,22,1079,5225,2391,54,13,78,62,1313,1053,1314,13453,3698,625,742,292,352,29,46,5.5,43,92,51,1,0,38,10,7,6,20,0,0,0,112,30,75,116,90,0,9,10,3,4,17,12,0,3,1,1,0,5,16,9,7,34,27,35,1,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
Trent Alexander-Arnold,DF,19,27.4,2236,1774,449,51,3,40,201,324,74,28,31,3,1644,13,51,29,"2,462",27,20,2,4,2.69,67,14,0.62,58.8,21.2,1,12,13,1,0,0,3,0,1.6,1.6,6.3,70,157,174,29,9,25.1,9,-0.6,70,528,1210,798,39,2514,27,14,13,1416,5548,3296,64,7,41,14,1538,1644,2236,30562,10915,692,794,712,902,208,422,6.6,48,123,55,25,0,14,7,4,35,39,0,0,0,169,9,23,96,62,24,6,2,1,1,18,13,5,0,0,0,0,31,22,8,36,68,32,19,3,16,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
Fabinho,MF,24,22.4,1627,1589,35,30,2,11,10,4,0,0,0,0,1381,3,17,28,"2,017",21,19,7,6,2.54,56,14,0.27,45.8,17.4,1,2,3,1,0,0,6,0,1,1,1.8,28,130,19,17,4,24.2,0,0,49,279,1306,276,19,1847,16,10,6,1141,5444,2839,41,0,10,16,1334,1381,1627,23150,6053,639,716,592,663,106,169,1.6,16,128,21,3,0,29,30,0,28,31,0,0,0,120,54,40,42,33,0,2,2,3,2,5,4,0,0,0,1,0,17,38,4,24,59,35,34,6,28,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
Jordan Henderson,MF,28,22.1,1815,1741,69,32,7,15,38,32,0,0,0,0,1553,5,24,32,"1,987",21,14,11,1,2.59,47,14,-0.64,38.6,16.9,1,3,4,1,0,0,2,1,1.5,1.5,1.8,36,160,59,16,1,18.8,0,-0.5,35,279,1364,370,32,2002,14,7,7,1358,5566,2505,28,2,21,8,1486,1553,1815,27538,6348,681,741,620,695,196,277,2.2,15,158,23,5,1,26,12,1,30,36,0,0,0,168,24,20,39,36,1,0,1,0,1,6,6,0,0,0,0,0,20,22,4,16,39,23,27,3,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
James Milner,MF,32,19.9,1636,1388,241,43,6,15,134,94,92,27,36,1,1313,7,46,31,"1,789",19,11,12,2,2.52,45,12,-0.22,38.1,15.1,5,4,9,2,3,3,6,1,3.4,1.1,5.3,38,164,139,21,4,22.7,1,1.6,33,314,973,575,47,1847,20,15,5,1153,4421,2370,43,5,30,10,1252,1313,1636,22432,7644,662,727,463,539,151,260,6,44,131,37,9,1,28,27,0,18,23,0,0,0,143,19,28,85,44,29,5,4,2,1,7,6,1,0,0,0,0,14,24,5,15,41,26,40,5,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
