Player,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,PassOff,BlockedPass,MP,Min,Starts,Compl,Subs,unSub,PPM,onG,onGA,On-Off,onxG,onxGA,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Sh,SoT,ShotDist,FKS,G-xG,PenToDef,ToDef3rd,ToMid3rd,ToAtt3rd,PenToAtt,ToLive,Att.2,Succ,Tkld,Carries,TotDist,PrgDist,Pfin,CPA,Mis,Dis,Rec,TotCmp,TotAtt,TotDistPass,PrgDistPass,ShrCmp,ShrAtt,MedCmp,MedAtt,LongCmp,LongAtt,xA,KP,Cfin,PPA,CrsPA,2CrdY,Fls,Fld,Off,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,SCA,SCAPassLive,SCAPassDead,SCATO,SCASh,SCAFld,SCADef,GCA,GCAPassLive,GCAPassDead,GCATO,GCASh,GCAFld,GCADef,TklDef3rd,TklMid3rd,TklAtt3rd,ChalTkl,ChalAtt,ChalLost,Blocks,BlSh,Pass,Clr,Err,GA,SoTA,Saves,W,D,L,CS,PKattA,PKA,PKsv,PKm,FKGA,CKGA,PSxG,PSxG/SoT,PSxG+/-,LPCmp,LPAtt,GKPAtt,Thr,PAvgLen,GKAtt,GKAvgLen,Opp,Stp,#OPA,AvgDist,Value
Stuart Dallas,MF,29,37.9,2235,2005,223,22,3,17,82,185,16,14,0,0,1830,7,39,38,"3,409",38,36,0,0,1.55,62,53,8.42,55,56.7,8,2,10,8,0,0,7,0,4.2,4.2,1.8,95,233,126,48,18,20.5,0,3.8,86,691,1299,636,58,2600,33,22,11,1475,8193,4303,68,10,53,34,1747,1830,2235,27976,8737,1011,1113,654,783,109,206,2.2,26,154,38,8,0,40,51,0,44,45,0,0,0,256,32,40,89,75,3,4,4,1,2,7,7,0,0,0,0,0,46,22,6,30,88,58,41,3,38,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Luke Ayling,DF,28,37.8,2770,2407,355,56,4,50,82,299,0,0,0,0,2161,8,46,38,"3,399",38,37,0,0,1.55,62,54,0.21,54.9,57.4,0,0,0,0,0,0,7,0,1.7,1.7,3.2,110,224,110,24,6,18.7,0,-1.7,236,1348,1400,498,68,3219,59,41,18,1818,11724,7382,39,6,55,21,2030,2161,2770,39595,16160,910,1029,956,1148,248,451,3.2,27,179,32,12,0,29,54,2,36,61,0,1,0,279,65,65,52,43,2,3,1,3,0,4,4,0,0,0,0,0,69,30,9,49,87,38,53,36,17,96,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Patrick Bamford,FW,26,33.9,516,422,90,1,2,0,3,0,2,0,0,0,394,4,14,38,"3,050",37,24,1,0,1.55,51,50,-1.67,50.4,50.7,17,7,24,15,2,2,3,0,18.2,16.6,3.5,32,31,167,105,46,13.2,0,-1.2,47,82,384,394,163,848,40,19,21,388,1801,700,16,20,81,21,556,394,516,4378,832,238,290,85,111,6,10,1.7,30,18,11,1,0,36,23,18,10,9,3,0,0,59,47,73,65,46,0,5,10,4,0,16,9,0,2,2,3,0,2,11,8,8,27,19,14,4,10,37,0,52,188,137,16,5,14,11,9,8,1,0,1,11,46.6,0.21,-3.4,100,305,1099,286,27.4,267,29.4,447,24,19,11.9,22
Illan Meslier,GK,20,35,1369,1016,350,83,0,3,0,0,0,0,0,0,1109,3,0,35,"3,150",35,35,0,2,1.51,57,52,-0.86,51.4,53.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289,1465,0,0,0,1465,0,0,0,898,4573,2769,0,0,2,1,728,1109,1369,25470,14384,262,266,579,590,264,506,0,1,2,0,0,0,1,9,0,0,0,0,1,1,22,15,1,7,4,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Jack Harrison,MF,23,31.6,1182,1109,63,9,2,7,167,16,38,23,10,0,778,10,47,36,"2,847",34,22,2,0,1.53,54,45,0.44,48,46.7,8,8,16,8,0,0,2,0,5.8,5.8,6.5,108,98,307,45,19,15.6,1,2.2,37,281,517,758,114,1544,78,42,36,933,5959,3194,54,30,95,63,1088,778,1182,11941,3703,424,517,262,377,57,148,5,59,48,52,12,0,28,23,12,15,38,0,0,0,153,26,40,117,96,8,5,7,1,0,15,12,1,2,0,0,0,20,30,13,26,59,33,30,2,28,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Ezgjan Alioski,DF,28,27.3,1670,1410,255,29,1,7,62,226,0,0,0,0,1321,5,44,36,"2,461",29,19,7,2,1.64,47,35,0.81,45,41.3,2,3,5,2,0,0,7,0,1.6,1.6,3.3,77,132,122,25,8,19,0,0.4,75,560,902,503,41,1951,26,11,15,1007,5508,3290,43,5,37,15,1197,1321,1670,20073,7163,703,788,521,619,58,147,2.3,28,87,29,12,0,39,44,6,23,31,0,2,0,146,39,44,71,57,5,0,5,3,1,5,3,1,0,1,0,0,38,28,8,32,74,42,17,2,15,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Kalvin Phillips,MF,24,27,1490,1362,123,62,2,32,77,4,57,28,21,0,1222,5,18,29,"2,428",28,25,1,0,1.83,46,34,0.81,39.3,40.4,1,2,3,1,0,0,10,0,0.5,0.5,3.4,13,137,14,15,5,27.5,3,0.5,108,581,955,274,7,1789,32,20,12,902,4521,1947,12,2,41,16,1055,1222,1490,25451,6915,394,444,583,661,220,321,3,35,114,18,3,0,46,31,0,45,38,0,0,0,214,30,34,70,41,21,2,2,1,3,2,2,0,0,0,0,0,38,29,7,26,62,36,49,14,35,53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mateusz Klich,MF,30,26.6,1545,1469,70,42,1,7,63,9,19,4,10,0,1228,6,33,35,"2,393",28,15,7,1,1.43,41,44,-1.08,38.2,41.5,4,5,9,2,2,2,6,0,3,1.4,3.4,70,184,152,34,9,22.9,0,1,27,240,880,655,56,1751,27,13,14,1011,5531,2617,69,4,40,22,1255,1228,1545,18574,4943,621,720,424,508,94,163,3.1,44,105,40,4,0,46,20,6,11,20,0,1,0,163,13,18,107,92,6,1,6,2,0,15,13,1,1,0,0,0,14,20,4,14,61,47,13,4,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Raphinha,FW,23,26.2,1064,904,154,43,0,9,165,17,93,45,35,1,687,6,33,30,"2,360",26,19,4,0,1.67,44,34,0.55,37.9,40.1,6,9,15,6,0,0,3,0,5.7,5.7,7.9,102,97,222,67,24,17.2,4,0.3,39,195,603,664,122,1445,110,56,54,829,5308,2909,58,38,86,34,957,687,1064,11676,4332,347,413,218,336,88,204,6.8,64,79,40,7,0,13,31,14,29,17,0,0,0,117,9,36,120,68,26,14,7,4,1,15,8,3,2,2,0,0,13,16,5,12,58,46,31,1,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Liam Cooper,DF,28,24.3,1662,1604,49,46,0,21,0,3,0,0,0,0,1415,9,6,25,"2,185",25,23,0,1,1.52,38,40,-0.81,37.8,36.6,1,0,1,1,0,0,4,1,1.8,1.8,0,12,88,1,15,8,8.9,0,-0.8,207,1087,806,51,23,1934,4,3,1,1122,5979,3577,8,0,7,1,1242,1415,1662,28083,9127,404,441,862,921,133,248,0.7,0,63,3,0,0,23,27,1,61,45,0,0,0,156,94,61,17,13,0,0,3,0,1,2,2,0,0,0,0,0,39,27,2,37,59,22,39,32,7,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Pascal Struijk,DF,20,23.1,1301,1271,29,26,0,13,1,3,0,0,0,0,1118,1,7,27,"2,075",22,18,5,10,1.56,38,32,0.13,29.5,33.5,1,0,1,1,0,0,3,0,1.7,1.7,0.1,4,71,5,14,4,9.8,0,-0.7,200,892,615,78,20,1580,5,4,1,871,4704,2834,8,0,10,9,1012,1118,1301,21896,7066,343,390,653,700,106,176,0.3,4,53,2,1,0,26,7,0,47,30,0,1,0,129,46,48,15,14,0,0,1,0,0,2,2,0,0,0,0,0,28,19,2,17,28,11,35,21,14,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Tyler Roberts,MF,21,14.9,478,472,3,1,3,2,12,0,0,0,0,0,334,3,15,27,"1,340",14,3,13,10,1.48,20,19,-0.24,20.4,22.8,1,2,3,1,0,0,3,0,1.8,1.8,2.3,33,53,89,26,12,19.4,0,-0.8,16,74,310,249,36,625,25,17,8,368,2360,1061,34,6,32,15,476,334,478,4621,1109,191,233,92,123,20,46,1.1,16,29,17,1,0,23,32,8,9,13,0,0,0,57,19,23,39,29,0,3,1,6,0,2,2,0,0,0,0,0,1,11,3,5,22,17,17,2,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Rodrigo,FW,29,14.3,586,579,6,0,6,8,22,4,0,0,0,0,437,1,18,26,"1,288",14,4,12,0,1.73,29,21,0.56,22.5,23.4,7,2,9,7,0,0,3,0,5.1,5.1,3.5,30,80,118,46,18,16.4,1,1.9,18,115,313,317,68,738,25,16,9,470,2212,970,19,11,39,21,587,437,586,6744,1713,232,276,136,180,42,64,2.7,31,42,21,3,0,19,9,3,5,7,0,1,0,64,23,33,68,52,0,4,8,2,2,8,4,0,1,3,0,0,8,3,3,4,22,18,7,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Diego Llorente,DF,26,13.4,721,705,15,15,1,11,2,0,0,0,0,0,598,1,6,15,"1,204",14,11,1,3,1.8,17,12,0.25,15.6,20.9,1,0,1,1,0,0,1,0,0.8,0.8,0.5,7,26,1,8,3,17.4,0,0.2,122,547,311,22,9,873,8,6,2,508,3145,2045,4,0,11,7,530,598,721,11725,3380,170,196,368,412,52,90,0.3,4,21,2,0,0,15,9,0,20,21,0,0,0,103,33,24,7,6,0,0,1,0,0,1,1,0,0,0,0,0,21,13,0,19,32,13,18,13,5,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Hélder Costa,MF,26,12.8,331,324,7,0,1,0,21,7,0,0,0,0,242,0,17,22,"1,156",13,5,9,10,1.27,21,23,-0.55,16.4,19.6,3,3,6,3,0,0,0,0,2.2,2.2,0.6,47,28,84,16,6,14.8,0,0.8,9,92,182,230,44,497,48,19,29,303,2135,1162,17,13,43,20,337,242,331,3063,741,152,178,68,88,5,21,0.6,8,4,10,2,0,20,18,3,3,11,0,0,1,66,4,23,19,14,0,2,1,2,0,6,5,0,0,0,1,0,12,5,8,11,32,21,11,0,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Robin Koch,DF,24,12.6,773,755,16,15,0,8,1,1,0,0,0,0,664,2,2,17,"1,132",13,12,4,2,1.59,20,21,-0.43,20.3,18.9,0,0,0,0,0,0,1,0,0.7,0.7,0.1,8,49,3,9,1,12.3,0,-0.7,119,470,399,46,11,910,6,4,2,549,2928,1958,8,0,5,0,606,664,773,13042,4385,191,218,398,428,64,104,0.1,4,35,3,0,0,17,8,0,27,16,0,2,0,76,37,29,11,11,0,0,0,0,0,2,2,0,0,0,0,0,17,10,0,10,19,9,18,12,6,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Jamie Shackleton,MF,20,5.1,214,193,20,1,0,0,2,19,0,0,0,0,191,1,5,13,461,3,1,10,18,1.38,7,11,-1.15,7.8,10.1,0,0,0,0,0,0,0,0,0,0,0.1,7,11,21,0,0,0,0,0,11,65,122,69,9,254,3,3,0,121,614,265,3,2,7,1,160,191,214,2655,586,115,124,66,69,5,8,0.3,2,10,0,0,0,3,2,1,9,6,0,0,0,25,0,6,8,8,0,0,0,0,0,1,1,0,0,0,0,0,6,4,0,4,11,7,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Pablo Hernández,MF,35,4.7,403,378,22,9,1,9,13,9,4,1,2,0,299,3,11,16,427,3,0,13,10,1.19,11,6,0.96,7,5.2,0,2,2,0,0,0,1,0,1.1,1.1,0.7,33,70,34,15,3,19,0,-1.1,3,67,236,146,16,445,11,10,1,257,1708,996,19,3,9,1,348,299,403,5225,1877,142,165,106,134,35,57,0.5,6,55,19,0,0,1,6,0,0,3,0,0,0,35,0,2,29,21,0,1,5,1,1,4,3,0,0,0,1,0,2,1,2,5,16,11,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
Kiko Casilla,GK,33,3,98,60,38,7,0,0,0,0,0,0,0,0,87,0,0,3,270,3,3,0,31,2,5,2,0.86,4.3,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,103,0,0,0,103,0,0,0,47,211,126,0,0,0,0,37,87,98,1824,1175,27,27,43,45,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,8,2,0,1,1,0,0,0,0,0,0,3.2,0.32,1.2,5,14,67,20,23.2,31,24.7,30,4,1,10.8,0.8
Gaetano Berardi,DF,31,1.3,63,56,6,0,0,0,1,6,0,0,0,0,50,1,0,2,113,1,0,1,9,3,4,0,3.08,2.7,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0,2,1,1,0,8.3,0,-0.1,6,37,32,3,1,72,0,0,0,36,138,79,0,0,0,0,45,50,63,785,388,24,27,23,28,2,5,0,0,2,1,0,0,1,0,0,1,2,0,0,0,7,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
