Player,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,PassOff,BlockedPass,MP,Min,Starts,Compl,Subs,unSub,PPM,onG,onGA,On-Off,onxG,onxGA,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Sh,SoT,ShotDist,FKS,G-xG,PenToDef,ToDef3rd,ToMid3rd,ToAtt3rd,PenToAtt,ToLive,Att.2,Succ,Tkld,Carries,TotDist,PrgDist,Pfin,CPA,Mis,Dis,Rec,TotCmp,TotAtt,TotDistPass,PrgDistPass,ShrCmp,ShrAtt,MedCmp,MedAtt,LongCmp,LongAtt,xA,KP,Cfin,PPA,CrsPA,2CrdY,Fls,Fld,Off,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,SCA,SCAPassLive,SCAPassDead,SCATO,SCASh,SCAFld,SCADef,GCA,GCAPassLive,GCAPassDead,GCATO,GCASh,GCAFld,GCADef,TklDef3rd,TklMid3rd,TklAtt3rd,ChalTkl,ChalAtt,ChalLost,Blocks,BlSh,Pass,Clr,Err,GA,SoTA,Saves,W,D,L,CS,PKattA,PKA,PKsv,PKm,FKGA,CKGA,PSxG,PSxG/SoT,PSxG+/-,LPCmp,LPAtt,GKPAtt,Thr,PAvgLen,GKAtt,GKAvgLen,Opp,Stp,#OPA,AvgDist,Value
Andrew Robertson,DF,26,37.6,3303,2774,521,81,2,22,294,321,119,22,78,0,2624,8,51,38,"3,383",38,35,0,0,1.82,65,42,-6.69,65.5,42.9,1,7,8,1,0,0,2,0,1.5,1.5,6.6,119,228,289,19,5,17.4,0,-0.5,103,756,1647,1226,97,3588,53,28,25,2146,10868,6389,101,10,42,11,2425,2624,3303,41070,12970,1461,1619,953,1156,156,376,5.9,66,194,62,27,0,23,10,8,21,34,0,1,0,229,29,26,123,94,23,4,1,0,1,15,11,2,1,1,0,0,23,18,5,28,57,29,39,9,30,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
Mohamed Salah,FW,28,34.2,1302,1266,32,3,10,4,29,6,0,0,0,0,1067,4,40,37,"3,078",34,27,3,0,1.78,59,41,-1.58,60.5,38.2,22,5,27,16,6,6,0,0,19.3,14.6,6.2,111,136,396,120,46,16.4,1,2.7,11,65,569,1073,275,1689,84,36,48,1185,6086,3034,71,72,116,82,1420,1067,1302,13390,3013,718,796,246,316,36,54,7,55,59,72,5,0,22,22,13,1,9,2,0,0,93,18,42,134,104,1,7,13,7,2,16,12,0,0,2,2,0,4,4,10,7,16,9,10,0,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Trent Alexander-Arnold,DF,21,33.7,3015,2516,488,56,6,55,297,326,106,16,61,2,2245,11,52,36,"3,031",34,30,2,0,1.81,60,40,-0.79,61.2,37.5,2,7,9,2,0,0,2,0,2.6,2.6,8.6,98,251,249,55,12,24.9,18,-0.6,73,699,1494,1151,81,3318,61,32,29,1992,9462,5442,95,24,31,22,2202,2245,3015,40719,15754,1064,1184,897,1145,256,545,7.5,77,193,101,29,0,21,9,5,49,33,0,1,0,258,8,23,131,84,34,6,7,0,0,13,8,2,1,2,0,0,31,18,7,36,56,20,24,3,21,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
Georginio Wijnaldum,MF,29,32.7,1778,1740,37,23,1,3,6,14,0,0,0,0,1644,1,13,38,"2,941",34,24,4,0,1.82,58,39,-0.73,57.9,38.6,2,0,2,2,0,0,1,0,2.6,2.6,1.4,62,133,59,31,9,17.8,1,-0.6,30,279,1261,488,44,2005,51,34,17,1350,7637,3608,60,3,38,27,1526,1644,1778,23655,5104,964,1021,537,572,74,86,1.9,21,125,16,1,0,15,24,0,26,7,0,0,0,198,39,37,68,56,0,3,4,4,1,7,5,0,0,1,0,1,6,14,3,7,31,24,18,3,15,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Alisson,GK,27,33,1157,919,234,61,0,2,0,0,0,0,0,0,1000,4,0,33,"2,970",33,33,0,0,1.88,58,32,0.79,58.3,36.7,1,0,1,1,0,0,1,0,0.1,0.1,0,0,1,0,1,1,8.4,0,0.9,931,1224,16,1,1,1239,2,2,0,709,2807,1763,0,0,0,0,669,1000,1157,22600,14023,223,225,578,590,191,330,0,0,4,1,0,0,1,6,0,2,2,0,1,0,74,12,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,1,0,0,0,26,7,32,115,82,18,8,7,10,8,4,1,3,1,4,35,0.27,3,74,194,980,165,25.7,173,30.4,341,20,87,18.6,60
Roberto Firmino,FW,28,31.5,1333,1287,44,4,5,1,14,16,2,0,0,0,1065,2,29,36,"2,838",33,16,3,0,1.83,57,39,-0.67,57.5,36.8,9,7,16,9,0,0,2,0,11.3,11.3,5.6,66,140,222,83,32,14.3,0,-2.3,18,104,789,788,176,1663,83,59,24,989,4862,2379,44,22,80,47,1279,1065,1333,13277,3355,679,780,252,323,42,59,4.6,44,84,40,0,0,22,16,4,11,15,0,0,0,109,22,74,111,84,1,13,11,2,0,11,10,0,0,1,0,0,3,17,13,6,32,26,42,5,37,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
Sadio Mané,FW,28,31.2,1082,1063,15,3,2,3,60,10,2,0,0,0,812,4,39,35,"2,810",31,25,4,0,1.89,54,28,0.83,56.6,32.7,11,7,18,11,0,0,3,0,14.1,14.1,7,142,112,366,94,34,13.7,0,-3.1,16,86,535,912,244,1512,144,82,61,1061,7394,3501,88,62,101,61,1266,812,1082,11380,2510,499,589,218,289,48,70,5.3,61,41,66,7,0,53,78,31,15,30,1,0,0,117,35,63,141,95,1,15,9,18,3,16,9,0,0,3,2,2,6,22,20,12,33,21,30,0,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
Fabinho,MF,26,28.5,2117,2080,36,29,0,6,1,7,0,0,0,0,1910,1,5,30,"2,567",28,27,2,0,1.87,53,29,0.63,51.3,33.5,0,0,0,0,0,0,6,0,0.3,0.3,0.3,27,124,13,10,1,23.1,0,-0.3,164,810,1430,155,12,2386,11,7,4,1469,6982,3870,20,3,17,7,1721,1910,2117,33032,10523,782,841,949,1016,138,203,0.9,4,102,13,0,0,29,27,0,44,31,1,2,0,208,54,52,30,26,0,1,0,2,1,6,5,0,0,0,1,0,21,29,8,27,54,27,28,10,18,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
Thiago Alcántara,MF,29,20.6,1735,1686,44,30,3,19,7,3,0,0,0,0,1545,5,12,24,"1,854",20,13,4,1,1.71,34,18,0.2,38.5,22.2,1,0,1,1,0,0,4,0,1.2,1.2,2.3,27,203,25,22,5,23.3,1,-0.2,31,296,1226,438,16,1946,48,33,15,1252,5861,2930,58,4,23,18,1475,1545,1735,26781,7745,704,746,597,658,177,221,2.2,30,205,24,0,0,48,25,0,30,36,0,1,0,153,31,31,81,69,2,2,3,3,2,3,2,0,0,1,0,0,20,30,11,17,49,32,26,0,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Jordan Henderson,MF,30,18.9,1855,1814,39,25,4,6,29,9,2,0,1,0,1597,2,16,21,"1,704",20,16,1,2,1.62,34,23,-0.21,30.4,19.4,1,1,2,1,0,0,0,0,1.3,1.3,1.5,46,169,21,14,4,19.1,0,-0.3,64,443,1306,264,15,1996,15,9,6,1389,7518,4392,40,1,6,5,1544,1597,1855,28225,8368,687,742,731,795,146,258,2.3,14,179,30,3,0,8,11,0,34,15,0,0,0,168,11,6,36,31,3,0,0,1,1,4,3,1,0,0,0,0,12,9,3,10,26,16,12,1,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
