Player,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,PassOff,BlockedPass,MP,Min,Starts,Compl,Subs,unSub,PPM,onG,onGA,On-Off,onxG,onxGA,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Sh,SoT,ShotDist,FKS,G-xG,PenToDef,ToDef3rd,ToMid3rd,ToAtt3rd,PenToAtt,ToLive,Att.2,Succ,Tkld,Carries,TotDist,PrgDist,Pfin,CPA,Mis,Dis,Rec,TotCmp,TotAtt,TotDistPass,PrgDistPass,ShrCmp,ShrAtt,MedCmp,MedAtt,LongCmp,LongAtt,xA,KP,Cfin,PPA,CrsPA,2CrdY,Fls,Fld,Off,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,SCA,SCAPassLive,SCAPassDead,SCATO,SCASh,SCAFld,SCADef,GCA,GCAPassLive,GCAPassDead,GCATO,GCASh,GCAFld,GCADef,TklDef3rd,TklMid3rd,TklAtt3rd,ChalTkl,ChalAtt,ChalLost,Blocks,BlSh,Pass,Clr,Err,GA,SoTA,Saves,W,D,L,CS,PKattA,PKA,PKsv,PKm,FKGA,CKGA,PSxG,PSxG/SoT,PSxG+/-,LPCmp,LPAtt,GKPAtt,Thr,PAvgLen,GKAtt,GKAvgLen,Opp,Stp,#OPA,AvgDist,Value
Ben Mee,DF,28,38,1522,1477,37,29,1,12,4,8,0,0,0,0,1134,8,16,38,"3,420",38,38,0,0,1.05,45,68,0,44.4,62.1,0,2,2,0,0,0,9,0,1.6,1.6,1.1,9,99,9,21,4,9.8,0,-1.6,313,989,932,81,55,1986,9,8,1,810,3705,2153,6,2,16,5,953,1134,1522,24902,10516,349,427,510,603,263,445,1,8,109,5,1,0,27,18,0,48,24,0,1,2,246,148,102,27,19,0,1,4,2,1,4,3,0,0,1,0,0,38,17,0,35,44,9,59,50,9,235,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Jack Cork,MF,29,36.8,1348,1335,9,4,3,20,14,1,1,1,0,0,1083,4,20,37,"3,312",37,36,0,0,1.08,43,63,1.96,43.2,58.9,1,2,3,1,0,0,6,0,1.4,1.4,2.2,21,99,56,17,2,16.6,0,-0.4,96,321,1110,276,35,1686,38,28,10,778,3551,1282,25,1,45,36,981,1083,1348,17655,3998,537,619,378,458,104,169,1.6,18,105,18,3,0,30,38,4,29,27,0,0,0,219,51,78,50,40,1,1,3,4,1,3,2,0,0,1,0,0,12,34,5,18,46,28,39,16,23,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Charlie Taylor,DF,24,36,1722,1272,441,17,0,5,119,420,4,4,0,0,1233,9,62,38,"3,243",35,35,3,0,1.05,43,64,0.43,42,60.3,0,1,1,0,0,0,2,0,0.2,0.2,1.5,93,97,94,6,0,28,0,-0.2,199,727,960,507,8,2169,76,41,35,830,6004,2715,64,4,37,17,1003,1233,1722,19582,8242,701,786,385,545,110,266,1.6,11,73,22,15,0,15,48,1,40,26,0,0,0,205,70,60,43,27,8,2,0,6,0,7,2,3,0,0,2,0,37,15,3,24,50,26,74,35,39,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
James Tarkowski,DF,25,34.3,1150,1125,17,14,0,23,5,3,0,0,0,0,792,8,6,35,"3,086",35,34,0,1,1.11,42,63,-0.07,41.3,55.5,3,1,4,3,0,0,8,0,3.3,3.3,0.3,4,105,6,22,9,7.2,0,-0.3,306,826,780,76,46,1672,9,7,2,565,3029,1706,4,1,26,10,723,792,1150,17800,7579,225,280,408,513,151,321,0.4,6,87,14,1,0,35,31,4,42,36,0,0,0,134,164,76,27,20,0,0,6,1,0,3,2,0,0,1,0,0,52,18,1,29,50,21,72,56,16,240,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Ashley Westwood,MF,28,31.4,1525,1375,134,39,5,17,87,4,42,35,0,5,1118,16,23,34,"2,824",31,30,3,3,1.15,44,55,1.46,39,48.7,2,7,9,2,0,0,5,0,1.9,1.9,4.8,16,175,40,22,7,22.2,1,0.1,74,302,1074,435,22,1797,14,8,6,718,2809,1246,18,5,29,17,1006,1118,1525,20683,6536,441,517,474,586,157,314,4,42,127,41,11,0,30,22,1,47,30,0,0,0,234,19,18,83,58,17,1,3,4,0,12,10,1,0,1,0,0,24,27,7,14,39,25,38,9,29,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Chris Wood,FW,26,28.8,613,601,10,1,4,2,12,0,0,0,0,0,390,2,16,38,"2,588",29,13,9,0,1.05,35,49,0.49,34.1,42.7,10,2,12,10,0,0,2,0,8.8,8.8,3.8,13,25,199,59,23,12.4,0,1.2,32,84,379,443,118,900,13,8,5,426,1283,400,8,10,92,47,705,390,613,4203,799,265,379,75,122,6,19,2.7,20,15,7,1,0,26,24,53,3,8,0,0,0,89,129,168,48,33,1,1,9,4,0,7,5,0,0,2,0,0,0,7,5,5,17,12,17,4,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Ashley Barnes,FW,28,26.5,534,513,12,1,5,1,6,1,1,1,0,0,308,9,18,37,"2,388",26,16,11,1,1,35,41,1.26,34.9,39.2,12,2,14,10,2,2,8,0,13.8,12.2,3.3,23,41,142,63,28,14.7,0,-1.8,34,86,394,401,106,872,13,7,6,432,1603,602,15,13,84,39,638,308,534,3993,942,197,284,73,135,17,43,2.5,22,23,12,1,0,54,65,22,2,17,1,0,1,77,119,223,51,30,0,0,9,11,1,6,2,0,0,3,1,0,4,17,7,6,29,23,29,8,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Jeff Hendrick,MF,26,22.9,690,652,35,2,4,2,24,4,2,1,0,0,503,3,30,32,"2,063",25,12,7,6,0.97,24,44,-0.67,23.5,37.5,3,0,3,3,0,0,4,0,1.8,1.8,0.8,18,63,78,19,6,16.8,1,1.2,40,169,437,292,43,891,28,12,16,417,2013,930,20,3,31,28,536,503,690,7475,1984,279,337,172,218,31,67,1.4,12,33,16,3,0,17,13,9,12,12,0,1,0,121,17,29,39,30,0,1,5,2,1,1,0,0,0,1,0,0,13,7,4,9,32,23,20,5,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Matthew Lowton,DF,29,19.4,914,690,219,6,3,4,58,213,0,0,0,0,626,5,20,21,"1,750",19,19,2,14,0.9,23,41,-0.66,20.6,34.1,0,0,0,0,0,0,7,0,0.6,0.6,0.7,18,74,38,4,0,23.5,0,-0.6,103,349,545,267,6,1148,21,12,9,371,1641,987,26,1,6,11,459,626,914,11693,5445,292,337,228,335,95,198,0.7,8,66,20,7,0,22,12,0,30,35,0,0,0,127,25,13,22,18,2,1,1,0,0,1,1,0,0,0,0,0,21,31,4,32,60,28,29,7,22,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Joe Hart,GK,31,19,622,331,284,103,0,1,0,0,0,0,0,0,302,7,0,19,"1,710",19,19,0,19,0.63,17,41,-1.32,17.9,34.8,0,0,0,0,0,0,0,0,0,0,0.1,1,2,0,0,0,0,0,0,549,648,38,0,0,685,0,0,0,218,2005,1597,0,0,1,0,185,302,622,14383,13308,14,14,64,67,224,533,0.2,1,24,1,0,0,0,0,0,0,0,0,0,0,13,4,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,3,41,116,75,3,3,13,4,2,1,1,0,1,6,36,0.3,-4,202,500,434,50,49.2,181,65.2,310,6,14,13.3,6
