Player,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,PassOff,BlockedPass,MP,Min,Starts,Compl,Subs,unSub,PPM,onG,onGA,On-Off,onxG,onxGA,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Sh,SoT,ShotDist,FKS,G-xG,PenToDef,ToDef3rd,ToMid3rd,ToAtt3rd,PenToAtt,ToLive,Att.2,Succ,Tkld,Carries,TotDist,PrgDist,Pfin,CPA,Mis,Dis,Rec,TotCmp,TotAtt,TotDistPass,PrgDistPass,ShrCmp,ShrAtt,MedCmp,MedAtt,LongCmp,LongAtt,xA,KP,Cfin,PPA,CrsPA,2CrdY,Fls,Fld,Off,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,SCA,SCAPassLive,SCAPassDead,SCATO,SCASh,SCAFld,SCADef,GCA,GCAPassLive,GCAPassDead,GCATO,GCASh,GCAFld,GCADef,TklDef3rd,TklMid3rd,TklAtt3rd,ChalTkl,ChalAtt,ChalLost,Blocks,BlSh,Pass,Clr,Err,GA,SoTA,Saves,W,D,L,CS,PKattA,PKA,PKsv,PKm,FKGA,CKGA,PSxG,PSxG/SoT,PSxG+/-,LPCmp,LPAtt,GKPAtt,Thr,PAvgLen,GKAtt,GKAvgLen,Opp,Stp,#OPA,AvgDist,Value
James Tarkowski,DF,29,38,1633,1578,48,41,3,18,0,6,0,0,0,0,1322,7,4,38,"3,420",38,38,0,0,0.95,34,57,0,45.2,65.7,1,1,2,1,0,0,6,0,3.1,3.1,2.9,13,106,11,32,9,9,0,-2.1,369,1090,926,113,81,2119,10,9,1,982,4413,2295,3,1,22,5,1209,1322,1633,26359,10115,448,512,693,794,167,297,1.9,15,98,3,0,0,40,23,2,51,26,0,1,0,173,120,48,23,17,0,0,5,0,1,2,1,0,0,1,0,0,36,13,2,20,38,18,99,78,21,201,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Alex Iwobi,MF,26,37.5,1536,1469,58,3,14,13,104,31,17,14,1,0,1154,9,46,38,"3,378",38,34,0,0,0.95,34,56,1.56,44.8,64.7,2,7,9,2,0,0,2,0,2.5,2.5,6.1,90,194,145,42,15,21,0,-0.5,52,359,892,709,59,1912,110,55,50,1169,6913,3434,79,15,68,42,1285,1154,1536,20102,6570,547,648,435,555,132,220,4.3,64,134,63,17,0,19,15,4,25,37,1,0,0,259,10,28,120,91,9,8,7,3,2,9,8,0,0,0,1,0,37,28,4,33,65,32,41,2,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
Jordan Pickford,GK,28,37,1312,823,484,169,1,7,0,0,0,0,0,0,749,5,1,37,"3,330",37,37,0,0,0.89,33,57,-1.65,44.8,64.7,0,1,1,0,0,0,6,0,0,0,0.1,0,2,0,0,0,0,0,0,1030,1359,57,0,0,1413,0,0,0,732,4810,3221,0,0,1,1,548,749,1312,25114,19603,158,159,242,247,342,892,0.4,2,57,1,0,0,1,5,0,4,0,0,1,0,36,8,3,10,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,3,57,181,123,7,12,18,8,6,5,1,0,2,4,60,0.31,3,270,801,992,151,43,315,52.7,566,22,52,16.2,25
Vitaliy Mykolenko,DF,23,29.5,1292,1045,239,10,1,3,57,227,2,1,1,0,966,8,30,34,"2,655",30,27,4,0,0.91,28,46,-0.02,34.6,52.2,0,0,0,0,0,0,4,0,0.5,0.5,1.2,31,100,72,10,3,20.3,0,-0.5,124,576,693,370,26,1625,25,11,14,701,3103,1491,33,7,32,8,798,966,1292,15199,5874,509,585,365,477,63,147,0.9,19,84,21,11,0,29,21,0,46,34,0,0,0,150,25,34,46,41,1,0,2,2,0,3,2,0,0,1,0,0,36,19,3,28,51,23,50,16,34,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Dwight McNeil,FW,22,27.8,987,838,142,50,3,6,194,31,61,53,4,0,656,7,49,36,"2,498",28,19,8,2,0.97,26,46,-0.43,35.1,50.2,7,3,10,7,0,0,5,0,3.5,3.5,6.1,76,69,128,46,15,20.5,1,3.5,52,266,505,614,61,1357,108,54,51,738,5432,2144,44,16,53,45,762,656,987,11288,3797,335,391,208,278,87,212,5.4,49,45,27,14,0,22,21,1,31,41,1,0,0,175,14,18,108,53,36,9,6,2,2,12,4,3,3,0,1,1,35,14,15,27,62,35,46,7,39,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Demarai Gray,FW,26,27.9,838,666,172,57,2,8,173,7,74,53,20,0,579,0,38,33,"2,507",27,16,6,5,0.79,20,39,-0.29,28.7,44.9,4,1,5,2,2,2,3,0,6.2,4.7,3.8,94,46,199,57,22,19.5,8,-2.2,22,110,441,652,104,1179,92,33,42,720,5100,2465,62,48,86,66,781,579,838,9843,2215,289,328,191,252,72,179,3.8,37,30,18,7,0,24,51,13,13,24,0,0,0,98,13,45,94,41,25,4,11,10,3,5,3,2,0,0,0,0,9,14,10,17,31,14,23,3,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Conor Coady,DF,29,23.3,1209,1169,35,31,1,10,1,3,0,0,0,0,1025,5,1,24,"2,096",23,22,1,11,1,16,28,0.23,24.2,36,1,1,2,1,0,0,2,0,0.8,0.8,0.3,4,43,1,4,2,8.5,0,0.2,238,795,547,29,10,1363,3,0,2,882,4154,2414,4,0,6,2,984,1025,1209,21731,8337,284,302,578,622,155,267,0.5,4,73,3,1,0,11,13,2,14,9,0,0,0,92,25,24,17,15,0,0,1,1,0,1,1,0,0,0,0,0,8,6,0,7,15,8,21,17,4,88,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Séamus Coleman,DF,33,18.4,789,615,174,10,0,3,22,164,0,0,0,0,597,0,20,23,"1,656",20,9,3,7,0.91,15,25,0.12,22.6,32.6,1,0,1,1,0,0,1,0,0.4,0.4,0.9,13,61,37,7,2,21.9,0,0.6,81,334,416,246,21,990,36,16,15,457,2049,925,10,3,30,6,481,597,789,9624,3826,306,350,237,299,42,99,0.9,4,35,18,7,0,10,21,2,22,26,0,0,0,100,18,16,21,15,1,1,1,3,0,2,2,0,0,0,0,0,21,10,4,19,29,10,14,7,7,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Abdoulaye Doucouré,MF,29,17,548,530,16,0,1,0,8,0,0,0,0,0,430,2,14,25,"1,533",17,14,8,4,1.2,18,26,0.25,24,29.5,5,2,7,5,0,0,6,1,2.4,2.4,2.2,23,38,66,20,8,13.2,0,2.6,18,156,327,242,45,713,33,20,11,371,1689,896,16,7,27,13,440,430,548,5637,1333,262,317,140,170,7,13,1.4,22,29,10,0,0,21,4,8,13,20,0,1,0,100,13,30,45,38,0,3,2,0,2,3,3,0,0,0,0,0,9,15,7,12,37,25,26,3,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Dominic Calvert-Lewin,FW,25,12.9,221,220,1,0,0,1,6,0,0,0,0,0,131,0,9,17,"1,165",15,4,2,0,0.82,12,22,-0.25,16.2,22.7,2,1,3,1,1,1,3,0,5.8,5,0.8,18,15,56,30,9,11.8,0,-3.8,20,39,143,200,59,375,28,15,10,186,972,405,11,10,40,12,286,131,221,1575,318,83,125,29,54,5,8,0.8,9,13,4,0,0,22,14,19,3,2,1,0,0,28,66,72,24,16,0,5,1,2,0,4,2,0,1,0,1,0,1,0,3,1,5,4,5,1,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
