Player,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,PassOff,BlockedPass,MP,Min,Starts,Compl,Subs,unSub,PPM,onG,onGA,On-Off,onxG,onxGA,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Sh,SoT,ShotDist,FKS,G-xG,PenToDef,ToDef3rd,ToMid3rd,ToAtt3rd,PenToAtt,ToLive,Att.2,Succ,Tkld,Carries,TotDist,PrgDist,Pfin,CPA,Mis,Dis,Rec,TotCmp,TotAtt,TotDistPass,PrgDistPass,ShrCmp,ShrAtt,MedCmp,MedAtt,LongCmp,LongAtt,xA,KP,Cfin,PPA,CrsPA,2CrdY,Fls,Fld,Off,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,SCA,SCAPassLive,SCAPassDead,SCATO,SCASh,SCAFld,SCADef,GCA,GCAPassLive,GCAPassDead,GCATO,GCASh,GCAFld,GCADef,TklDef3rd,TklMid3rd,TklAtt3rd,ChalTkl,ChalAtt,ChalLost,Blocks,BlSh,Pass,Clr,Err,GA,SoTA,Saves,W,D,L,CS,PKattA,PKA,PKsv,PKm,FKGA,CKGA,PSxG,PSxG/SoT,PSxG+/-,LPCmp,LPAtt,GKPAtt,Thr,PAvgLen,GKAtt,GKAvgLen,Opp,Stp,#OPA,AvgDist,Value
Kieran Trippier,DF,31,37.1,2788,2061,714,180,16,16,393,318,216,93,82,15,1995,13,50,38,"3,341",38,31,0,0,1.87,65,31,-0.22,70.5,37.6,1,7,8,1,0,0,5,0,0.9,0.9,12.4,45,260,151,14,4,27.1,12,0.1,124,774,1282,1066,26,3102,35,19,12,1300,4599,2393,46,1,27,9,1593,1995,2788,38118,16809,877,992,745,980,333,674,11.8,110,182,97,26,0,48,29,7,43,49,0,1,1,264,49,35,178,79,94,1,1,2,1,10,6,4,0,0,0,0,36,27,8,46,90,44,45,15,30,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Nick Pope,GK,30,36.2,890,612,278,71,0,3,0,0,0,0,0,0,614,0,1,37,"3,261",37,36,0,0,1.89,67,32,0.97,68.5,36.4,0,0,0,0,0,0,3,1,0,0,0.1,0,1,0,0,0,0,0,0,821,967,7,0,0,974,0,0,0,502,2949,1724,0,0,2,0,344,614,890,17068,11723,121,122,275,283,212,478,0,2,13,0,0,0,1,2,0,0,0,0,0,0,30,4,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,0,0,0,27,2,32,118,85,19,13,5,14,5,2,2,1,0,8,31.3,0.24,0.3,120,368,683,232,33,207,50.7,411,34,74,18.2,20
Fabian Schär,DF,30,35.6,1846,1770,73,62,7,34,18,10,0,0,0,0,1423,3,19,36,"3,206",36,32,0,1,1.97,67,28,2.78,69.8,35.7,1,3,4,1,0,0,7,0,4.9,4.9,3.3,27,139,32,56,14,14.4,3,-3.9,248,1101,938,213,73,2235,13,4,7,1214,6337,4115,26,3,20,7,1341,1423,1846,29289,11775,480,560,734,851,199,386,2.1,19,142,23,4,0,20,27,6,52,22,0,0,1,209,112,55,59,43,0,2,9,2,3,8,5,0,0,0,1,2,31,13,3,24,39,15,34,19,15,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Sven Botman,DF,22,34.7,1765,1717,42,32,0,30,1,4,0,0,0,0,1527,6,7,36,"3,127",35,33,1,2,1.94,64,30,0.67,66.8,37.1,0,0,0,0,0,0,2,0,2.5,2.5,1,8,87,5,22,7,10.2,0,-2.5,338,1188,801,95,53,2074,1,1,0,1171,5259,2810,5,2,10,2,1347,1527,1765,30660,11233,480,543,855,929,178,258,1.1,9,59,4,1,0,15,12,2,34,24,0,1,0,182,75,40,24,18,1,0,5,0,0,1,0,0,0,1,0,0,31,7,0,22,28,6,44,24,20,126,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
Dan Burn,DF,30,34.6,1715,1437,275,17,0,7,17,257,0,0,0,0,1361,3,29,38,"3,111",35,27,3,0,1.87,64,30,0.69,66.2,35.2,1,0,1,1,0,0,5,0,2.1,2.1,1.3,29,118,46,21,4,12.2,0,-1.1,158,786,940,358,62,2073,25,11,12,926,4329,2196,22,5,34,9,1116,1361,1715,22235,8853,673,765,566,682,94,183,1.3,16,102,11,2,0,35,4,7,32,38,0,1,0,166,84,37,40,35,2,0,3,0,0,3,3,0,0,0,0,0,29,23,8,34,67,33,42,16,26,120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Bruno Guimarães,MF,24,30.3,1668,1617,42,34,25,20,22,5,3,0,0,0,1387,9,29,32,"2,726",32,23,0,0,2.09,61,25,1.32,59.3,29.8,4,5,9,4,0,0,7,0,2.8,2.8,4,41,222,42,28,8,19.7,0,1.2,59,392,1076,575,50,2014,92,45,26,1321,7248,2911,47,5,46,60,1503,1387,1668,24038,6632,659,741,539,614,149,216,3.9,42,147,54,2,0,45,83,1,36,40,0,0,0,233,19,13,110,92,1,3,1,11,2,12,11,0,0,0,0,1,27,46,5,38,65,27,28,4,24,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
Joe Willock,MF,22,28.4,951,922,25,3,4,3,51,8,0,0,0,0,777,4,18,35,"2,558",31,8,4,0,1.97,56,26,0.53,53.4,29.1,3,6,9,3,0,0,1,0,7,7,6,97,121,152,58,16,16.9,0,-4,37,202,586,556,114,1324,93,37,43,784,5213,2866,62,33,65,27,896,777,951,12123,3082,434,485,266,310,55,86,4.4,39,91,34,8,0,35,23,3,25,30,0,0,0,136,16,16,85,67,0,7,7,3,1,9,6,0,1,1,1,0,13,26,12,25,58,33,54,8,46,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
Joelinton,FW,25,29.6,1268,1227,38,14,3,4,16,19,4,0,0,0,1035,3,40,32,"2,661",30,25,2,1,1.78,51,26,-0.34,55.2,31.6,6,1,7,6,0,0,12,0,7.1,7.1,2.4,64,130,150,51,19,14.6,0,-1.1,71,312,852,562,96,1703,111,53,42,897,4853,2286,45,13,72,51,1115,1035,1268,15180,4014,581,668,338,390,59,75,1.9,26,78,21,3,0,65,34,1,48,49,1,1,0,198,66,59,80,54,1,9,8,7,1,10,4,1,2,2,1,0,36,26,8,26,62,36,52,7,45,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
Miguel Almirón,FW,28,27.7,982,946,30,0,3,4,26,18,11,0,0,0,811,6,29,34,"2,491",29,6,5,0,1.74,43,22,-0.6,45.9,27.5,11,2,13,11,0,0,2,0,8,8,3.2,77,124,264,69,20,16.4,0,3,25,147,417,760,138,1300,79,34,33,841,5389,2341,46,25,51,28,924,811,982,10752,2657,513,567,223,276,29,40,3,26,45,36,4,0,22,33,9,10,30,0,0,0,139,6,10,87,63,2,10,9,3,0,13,5,1,5,2,0,0,16,19,11,18,42,24,25,2,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
Sean Longstaff,MF,24,28,1163,1118,41,7,7,6,30,4,3,0,0,0,943,4,31,33,"2,518",28,24,5,0,1.91,48,18,0.57,50.6,26.6,1,4,5,1,0,0,2,0,3.6,3.6,3.3,21,116,115,33,7,16,0,-2.6,45,278,742,420,76,1433,27,8,18,752,2989,1191,16,8,37,29,951,943,1163,15457,4299,470,538,362,415,78,129,2.6,23,80,21,5,0,29,39,5,16,21,0,0,0,141,23,28,62,46,1,2,7,6,0,6,4,0,0,1,1,0,16,20,6,20,52,32,35,8,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
