Player,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,PassOff,BlockedPass,MP,Min,Starts,Compl,Subs,unSub,PPM,onG,onGA,On-Off,onxG,onxGA,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Sh,SoT,ShotDist,FKS,G-xG,PenToDef,ToDef3rd,ToMid3rd,ToAtt3rd,PenToAtt,ToLive,Att.2,Succ,Tkld,Carries,TotDist,PrgDist,Pfin,CPA,Mis,Dis,Rec,TotCmp,TotAtt,TotDistPass,PrgDistPass,ShrCmp,ShrAtt,MedCmp,MedAtt,LongCmp,LongAtt,xA,KP,Cfin,PPA,CrsPA,2CrdY,Fls,Fld,Off,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,SCA,SCAPassLive,SCAPassDead,SCATO,SCASh,SCAFld,SCADef,GCA,GCAPassLive,GCAPassDead,GCATO,GCASh,GCAFld,GCADef,TklDef3rd,TklMid3rd,TklAtt3rd,ChalTkl,ChalAtt,ChalLost,Blocks,BlSh,Pass,Clr,Err,GA,SoTA,Saves,W,D,L,CS,PKattA,PKA,PKsv,PKm,FKGA,CKGA,PSxG,PSxG/SoT,PSxG+/-,LPCmp,LPAtt,GKPAtt,Thr,PAvgLen,GKAtt,GKAvgLen,Opp,Stp,#OPA,AvgDist,Value
Illan Meslier,GK,21,37.6,1392,1023,366,78,0,3,0,0,0,0,0,0,1037,3,2,38,"3,384",38,37,0,0,1,39,79,-8.56,42.9,67.6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1295,1483,7,0,0,1489,2,2,0,856,4644,2876,0,0,4,0,721,1037,1392,24030,14107,249,253,558,571,227,560,0,0,3,0,0,0,0,8,0,0,1,0,0,0,25,13,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,27,1,79,220,142,9,11,18,5,5,5,0,0,3,10,61.8,0.26,-16.2,108,410,1101,274,29.3,288,33.3,438,23,45,14.2,20
Stuart Dallas,DF,30,32.4,1685,1355,322,45,7,9,101,224,53,35,11,1,1306,8,44,34,"2,919",34,31,0,0,1,38,66,0.75,39.2,57.2,1,1,2,1,0,0,5,0,1.9,1.9,2.3,82,170,79,30,8,21.7,0,-0.9,103,665,923,504,28,2056,43,29,14,985,5629,3146,53,8,39,25,1113,1306,1685,20351,7389,730,812,440,539,99,227,2.5,31,108,24,5,0,33,30,2,57,55,0,1,0,219,32,34,74,46,18,4,1,3,2,3,2,0,0,0,0,1,58,31,4,56,105,49,45,14,31,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Raphinha,FW,24,32.4,1301,1111,188,46,16,20,162,63,76,52,14,0,824,2,38,35,"2,915",34,26,1,0,1,34,68,-0.52,37.2,57.5,11,3,14,7,4,4,7,0,10.2,7,7.5,89,134,286,84,21,21.4,10,0.8,46,248,753,826,130,1792,146,62,84,991,5995,2879,55,40,99,35,1185,824,1301,13788,5181,399,497,275,420,99,259,6.2,65,91,49,11,0,40,47,14,29,29,1,1,0,166,22,31,136,77,25,15,9,8,2,10,5,0,2,0,2,1,25,14,12,22,71,49,43,0,43,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
Jack Harrison,FW,24,29.3,1045,983,55,5,7,2,142,26,24,7,10,2,656,7,54,35,"2,639",32,20,3,2,0.89,31,68,-1.26,30.9,56.1,8,1,9,8,0,0,3,0,4.4,4.4,3.2,120,89,234,43,17,17.2,0,3.6,30,260,558,651,95,1448,114,54,60,858,5585,2996,60,35,87,66,948,656,1045,9472,3280,407,510,187,300,36,117,2.5,42,49,35,8,0,29,23,4,21,37,0,0,0,170,19,54,86,55,7,11,8,4,1,4,1,0,1,2,0,0,22,22,13,31,76,45,35,1,34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Daniel James,FW,23,26.3,508,472,34,2,2,1,60,5,0,0,0,0,326,2,27,32,"2,366",29,18,3,0,1,31,48,1.06,32,44.7,4,4,8,4,0,0,7,1,6.1,6.1,2.9,69,57,186,50,15,15.3,0,-2.1,19,83,261,424,106,757,53,21,32,459,3337,1666,32,36,54,22,512,326,508,4327,1156,205,256,84,151,15,34,1.7,24,26,18,2,0,30,38,13,8,14,1,0,0,82,13,53,54,35,0,4,7,8,0,5,2,0,1,1,1,0,8,8,8,10,23,13,18,1,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Diego Llorente,DF,27,26,1373,1329,41,30,1,16,2,11,0,0,0,0,1115,3,20,28,"2,340",28,24,0,2,1.18,27,44,1.01,28.1,42.3,3,0,3,3,0,0,7,0,1,1,0.1,20,97,1,10,3,10.6,0,2,193,897,720,49,11,1654,13,8,5,980,6495,4314,2,1,20,3,1015,1115,1373,21989,7473,335,389,648,712,118,225,0.2,2,68,3,0,0,23,21,0,40,31,0,0,0,171,49,64,9,7,0,0,0,1,1,0,0,0,0,0,0,0,32,19,2,33,47,14,35,17,18,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Rodrigo,FW,30,25.2,914,861,51,10,9,12,29,11,9,1,3,0,682,2,25,31,"2,265",27,16,4,2,1.06,25,37,1.47,28.1,41.2,6,1,7,5,1,1,9,0,4.2,3.5,3.1,47,105,164,46,17,18.9,0,1.8,29,162,570,439,77,1159,42,22,20,670,3443,1551,39,9,74,27,859,682,914,10330,2668,371,453,188,243,63,96,2.7,38,54,31,6,0,21,30,4,11,9,0,0,0,103,17,48,80,64,3,5,3,2,3,4,2,0,2,0,0,0,7,6,7,4,32,28,12,0,12,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Luke Ayling,DF,29,25.2,1592,1412,171,36,5,24,31,134,0,0,0,0,1224,9,29,26,"2,272",26,23,0,0,0.85,30,66,-1.35,30.8,50.9,2,2,4,2,0,0,4,1,1.2,1.2,1.8,45,135,51,19,3,13,0,0.8,178,905,758,244,35,1884,37,23,14,1002,5566,3583,23,2,42,10,1147,1224,1592,22964,10551,535,606,517,619,154,294,1,12,98,11,4,0,22,19,2,28,42,0,1,0,187,34,50,33,24,1,0,7,0,1,5,1,0,0,3,0,1,46,23,5,51,97,46,46,25,21,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Mateusz Klich,MF,31,23,1026,977,43,19,6,7,30,13,3,0,0,0,800,6,16,33,"2,073",26,7,7,4,0.97,24,52,-0.61,28.1,42.4,1,2,3,1,0,0,5,0,2.8,2.8,2.2,45,105,129,42,18,21.4,0,-1.8,29,259,626,386,53,1253,35,20,15,717,3666,1747,33,9,39,22,834,800,1026,11259,3630,453,514,240,314,38,84,2,31,72,23,3,0,40,15,2,11,25,0,1,0,171,7,13,77,64,3,3,4,3,0,8,7,0,0,1,0,0,18,23,6,25,66,41,22,4,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Pascal Struijk,DF,21,22.8,1278,1219,56,35,1,12,0,21,0,0,0,0,1089,3,12,29,"2,055",22,20,7,2,1,25,52,-0.52,25.6,38.4,1,0,1,1,0,0,6,1,1.4,1.4,0.4,8,86,10,11,3,9.1,0,-0.4,172,801,653,85,21,1533,3,2,1,803,3748,2049,5,0,18,5,932,1089,1278,20168,6807,372,423,616,665,85,148,0.2,11,62,1,0,0,25,8,1,33,39,0,0,0,161,40,39,21,18,0,0,2,0,1,1,0,0,0,1,0,0,34,23,4,30,50,20,35,23,12,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
