Player,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,PassOff,BlockedPass,MP,Min,Starts,Compl,Subs,unSub,PPM,onG,onGA,On-Off,onxG,onxGA,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Sh,SoT,ShotDist,FKS,G-xG,PenToDef,ToDef3rd,ToMid3rd,ToAtt3rd,PenToAtt,ToLive,Att.2,Succ,Tkld,Carries,TotDist,PrgDist,Pfin,CPA,Mis,Dis,Rec,TotCmp,TotAtt,TotDistPass,PrgDistPass,ShrCmp,ShrAtt,MedCmp,MedAtt,LongCmp,LongAtt,xA,KP,Cfin,PPA,CrsPA,2CrdY,Fls,Fld,Off,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,SCA,SCAPassLive,SCAPassDead,SCATO,SCASh,SCAFld,SCADef,GCA,GCAPassLive,GCAPassDead,GCATO,GCASh,GCAFld,GCADef,TklDef3rd,TklMid3rd,TklAtt3rd,ChalTkl,ChalAtt,ChalLost,Blocks,BlSh,Pass,Clr,Err,GA,SoTA,Saves,W,D,L,CS,PKattA,PKA,PKsv,PKm,FKGA,CKGA,PSxG,PSxG/SoT,PSxG+/-,LPCmp,LPAtt,GKPAtt,Thr,PAvgLen,GKAtt,GKAvgLen,Opp,Stp,#OPA,AvgDist,Value
Max Aarons,DF,19,36,1711,1389,322,23,0,4,73,299,0,0,0,0,1332,0,65,36,"3,240",36,36,0,0,0.5,23,71,-0.83,34.6,62.1,0,1,1,0,0,0,7,0,0.6,0.6,3.9,92,78,151,14,4,17.2,0,-0.6,159,763,868,536,43,2144,99,48,51,1259,7858,4066,61,21,54,31,1253,1332,1711,17879,5691,880,982,351,469,49,121,2.8,23,55,28,12,0,29,49,3,37,30,1,0,0,178,22,49,64,47,2,6,3,4,2,3,2,0,0,0,1,0,33,9,6,18,36,18,46,29,17,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Tim Krul,GK,31,36,1583,1134,446,114,0,6,0,0,0,0,0,0,1084,3,2,36,"3,240",36,36,0,0,0.58,25,68,1.81,33.7,62,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1362,1647,31,0,0,1677,1,0,1,942,4997,3275,0,0,1,1,840,1084,1583,29495,20355,168,170,564,578,352,828,0,0,5,0,0,0,1,6,0,1,0,0,1,1,30,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,13,1,68,195,128,5,6,25,5,5,3,2,0,1,11,60.5,0.29,-4.5,169,598,1248,198,34.6,332,39,653,29,23,12.7,4
Teemu Pukki,FW,29,32.1,539,472,67,0,1,0,8,2,0,0,0,0,424,0,25,36,"2,886",33,22,3,1,0.58,24,59,1.27,32.7,54.7,11,3,14,9,2,2,3,0,11.2,9.7,3.8,46,22,194,78,33,15.5,0,-0.2,16,59,298,442,156,790,43,24,19,447,2669,1213,24,35,58,34,527,424,539,5017,546,278,318,105,134,4,10,2.8,30,11,4,0,0,23,15,17,6,6,0,0,0,62,5,44,63,44,0,7,9,2,1,4,4,0,0,0,0,0,3,5,4,1,23,22,13,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Kenny McLean,MF,27,33,1760,1664,88,48,9,24,53,19,19,8,10,1,1362,8,31,37,"2,968",32,29,5,1,0.49,17,63,-0.8,31.8,57.5,1,1,2,1,0,0,5,0,1.4,1.4,2.6,46,173,73,30,10,21.6,2,-0.4,116,554,1180,387,27,2107,44,31,13,1271,6189,3022,31,5,51,38,1444,1362,1760,21339,7602,736,850,443,542,117,228,2.1,24,158,16,3,0,24,58,1,38,29,0,1,0,191,92,95,69,57,6,0,2,4,0,4,4,0,0,0,0,0,20,18,6,14,42,28,32,7,25,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Ben Godfrey,DF,21,29.4,1675,1634,40,29,1,28,3,11,0,0,0,0,1470,1,16,30,"2,644",30,28,0,1,0.6,21,62,-0.47,28.2,52.9,0,0,0,0,0,0,3,1,0.7,0.7,0.1,23,76,2,15,6,18.2,0,-0.7,365,1242,687,65,12,1974,12,8,4,1309,6661,3619,19,6,13,4,1362,1470,1675,27514,8885,577,614,726,786,151,234,0.5,3,64,2,0,0,15,9,0,25,14,0,1,1,162,66,40,13,10,0,0,3,0,0,1,1,0,0,0,0,0,18,3,1,10,18,8,41,37,4,152,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Todd Cantwell,FW,21,27.7,1110,1066,38,13,3,12,24,15,4,0,1,0,886,6,27,37,"2,489",30,9,7,0,0.57,18,54,-0.05,26.2,49.2,6,2,8,6,0,0,6,0,5.4,5.4,1.9,75,99,138,42,16,16.1,0,0.6,34,259,723,523,79,1480,78,49,29,991,5587,2520,49,24,77,48,1099,886,1110,11726,2625,560,627,206,263,45,84,1.1,35,76,21,0,0,33,67,3,18,31,0,1,0,148,15,38,75,59,1,3,5,6,1,5,5,0,0,0,0,0,19,27,5,26,73,47,38,2,36,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Emi Buendía,FW,22,27.4,1604,1393,202,69,17,17,164,24,109,56,50,1,1188,9,37,36,"2,464",28,19,8,0,0.58,21,52,0.56,28.6,45.6,1,7,8,1,0,0,6,1,2.2,2.2,6.8,68,194,106,40,11,22.8,10,-1.2,61,354,965,745,52,2023,142,102,39,1302,6925,3605,80,15,82,80,1344,1188,1604,18941,6656,662,772,307,401,154,284,6.2,83,155,56,4,0,36,54,2,23,39,0,0,0,187,29,50,152,95,33,10,3,8,3,11,6,2,0,1,0,2,57,21,4,38,118,80,58,5,53,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Alexander Tettey,MF,33,26,1299,1280,19,16,1,0,4,2,1,0,0,0,1142,0,18,30,"2,338",28,13,2,3,0.67,17,44,0.79,22,43.6,1,1,2,1,0,0,5,0,0.8,0.8,0.5,19,54,12,23,3,24.7,0,0.2,119,534,871,142,11,1537,20,15,5,924,4306,1928,17,1,18,8,957,1142,1299,17374,4412,603,658,439,476,58,94,0.6,5,63,4,1,0,21,7,0,43,18,0,0,0,165,35,29,24,20,0,1,2,0,1,1,1,0,0,0,0,0,7,16,0,11,39,28,20,9,11,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
Jamal Lewis,DF,21,25.6,1333,1078,252,10,1,6,44,242,0,0,0,0,1052,3,41,28,"2,304",25,21,3,9,0.39,14,56,-1.08,22,49.3,1,0,1,1,0,0,4,0,0.4,0.4,1,100,74,106,9,4,21.8,0,0.6,117,638,638,357,23,1626,65,34,31,931,5940,3418,65,12,36,21,937,1052,1333,15449,5416,614,701,369,442,44,104,1.2,15,51,20,7,0,15,23,2,25,35,0,0,0,141,7,22,36,30,2,3,0,1,0,1,1,0,0,0,0,0,42,6,3,22,36,14,27,12,15,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Christoph Zimmermann,DF,26,15.9,664,642,22,19,0,4,0,3,0,0,0,0,525,0,8,17,"1,430",16,15,1,1,0.65,13,27,0.7,17.1,25.5,0,1,1,0,0,0,3,0,0.4,0.4,0.1,8,33,0,6,1,16.8,0,-0.4,164,534,306,15,8,850,7,5,2,462,2931,1825,2,0,6,4,479,525,664,10202,4094,187,204,263,297,66,137,0.1,2,25,1,0,0,9,9,0,19,21,0,2,0,79,27,22,7,6,0,0,0,0,1,0,0,0,0,0,0,0,26,6,0,21,30,9,22,18,4,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8
