Player,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,PassOff,BlockedPass,MP,Min,Starts,Compl,Subs,unSub,PPM,onG,onGA,On-Off,onxG,onxGA,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Sh,SoT,ShotDist,FKS,G-xG,PenToDef,ToDef3rd,ToMid3rd,ToAtt3rd,PenToAtt,ToLive,Att.2,Succ,Tkld,Carries,TotDist,PrgDist,Pfin,CPA,Mis,Dis,Rec,TotCmp,TotAtt,TotDistPass,PrgDistPass,ShrCmp,ShrAtt,MedCmp,MedAtt,LongCmp,LongAtt,xA,KP,Cfin,PPA,CrsPA,2CrdY,Fls,Fld,Off,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,SCA,SCAPassLive,SCAPassDead,SCATO,SCASh,SCAFld,SCADef,GCA,GCAPassLive,GCAPassDead,GCATO,GCASh,GCAFld,GCADef,TklDef3rd,TklMid3rd,TklAtt3rd,ChalTkl,ChalAtt,ChalLost,Blocks,BlSh,Pass,Clr,Err,GA,SoTA,Saves,W,D,L,CS,PKattA,PKA,PKsv,PKm,FKGA,CKGA,PSxG,PSxG/SoT,PSxG+/-,LPCmp,LPAtt,GKPAtt,Thr,PAvgLen,GKAtt,GKAvgLen,Opp,Stp,#OPA,AvgDist,Value
Toby Alderweireld,DF,30,32.9,2009,1915,82,72,12,20,9,10,0,0,0,0,1630,12,10,33,"2,957",33,32,0,5,1.64,53,39,0.43,40.7,45.3,2,2,4,2,0,0,7,0,0.7,0.7,1.3,11,96,10,16,4,12.6,0,1.3,344,1183,1068,101,22,2349,1,0,1,1460,5973,2949,18,1,9,5,1566,1630,2009,33738,10390,480,531,924,1021,216,414,1.4,11,110,13,2,0,18,4,1,31,29,0,0,1,154,73,73,27,25,0,0,1,0,1,4,4,0,0,0,0,0,24,13,3,11,24,13,48,32,16,172,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Serge Aurier,DF,26,30,1676,1409,264,9,0,3,137,255,0,0,0,0,1263,3,51,33,"2,700",31,23,2,2,1.64,51,32,1.26,38.6,39.4,1,5,6,1,0,0,4,1,0.5,0.5,3.4,66,93,205,13,4,19.1,0,0.5,124,573,909,619,52,2078,64,39,25,1148,4661,2407,54,6,54,28,1144,1263,1676,17830,6134,768,874,382,533,54,124,2.8,33,62,37,16,1,41,22,6,47,69,0,2,1,165,70,64,50,44,2,2,0,1,1,6,6,0,0,0,0,0,58,27,8,39,69,30,38,6,32,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Harry Kane,FW,26,28.7,581,564,15,5,13,5,19,7,0,0,0,0,380,2,17,29,"2,587",29,26,0,0,1.62,49,36,0.34,35.1,36.1,18,2,20,16,2,2,4,0,12.5,10.9,3.3,46,76,174,79,35,19.2,7,5.5,38,74,427,400,117,890,55,28,27,576,2992,1209,24,23,68,32,685,380,581,5829,1736,221,300,102,150,37,76,2.7,27,52,18,2,0,37,44,20,6,12,1,0,0,69,72,112,61,42,0,6,6,5,2,8,4,0,0,2,2,0,3,12,3,4,17,13,17,7,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
Son Heung-min,FW,27,27.5,889,808,80,13,7,7,77,14,48,28,14,0,702,1,26,30,"2,476",28,16,2,0,1.67,48,31,0.9,37.6,37.9,11,10,21,11,0,1,0,2,8.9,8,6.4,90,71,215,80,37,17.2,1,2.1,25,144,462,641,137,1229,107,62,45,833,5246,2550,49,56,66,57,853,702,889,9573,2171,440,497,171,214,38,82,4.3,41,40,25,2,0,17,27,17,19,15,1,0,0,127,7,38,99,64,6,14,11,4,0,19,12,1,2,3,1,0,10,11,2,9,57,48,23,0,23,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
Moussa Sissoko,MF,29,27.2,1322,1245,74,24,3,9,23,50,0,0,0,0,1135,3,12,29,"2,452",28,23,1,0,1.62,44,31,0.38,30.7,34.9,2,1,3,2,0,0,8,0,2.2,2.2,1.1,72,96,58,15,4,15.2,0,-0.2,69,371,888,355,30,1585,67,40,27,1014,5460,2846,39,10,39,21,1013,1135,1322,17058,3674,619,696,398,447,63,88,1.4,16,80,9,1,0,44,16,2,27,25,0,1,0,204,26,24,37,33,0,3,1,0,0,4,3,0,1,0,0,0,25,12,2,20,48,28,19,4,15,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Davinson Sánchez,DF,23,27,1564,1523,39,23,0,15,2,16,0,0,0,0,1340,2,9,29,"2,431",27,26,2,6,1.55,49,37,0.26,36.7,39.8,0,0,0,0,0,0,6,0,0.6,0.6,0,10,53,9,7,3,10.9,0,-0.6,256,928,895,46,15,1857,10,8,2,1188,4972,2501,10,1,12,6,1213,1340,1564,24736,8130,476,522,735,804,107,189,0.1,1,44,0,0,0,27,12,1,34,27,0,0,0,144,53,45,5,4,0,0,1,0,0,0,0,0,0,0,0,0,32,12,0,22,44,22,40,28,12,128,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
Harry Winks,MF,23,24.7,1731,1653,76,45,5,11,28,7,6,4,1,0,1542,2,12,31,"2,221",26,16,5,5,1.71,37,31,-0.36,29.1,35.7,0,0,0,0,0,0,9,0,0.5,0.5,1,44,190,18,14,2,25.4,0,-0.5,54,390,1271,283,4,1926,21,15,6,1349,6572,3263,43,1,26,15,1437,1542,1731,25914,7843,740,796,642,707,125,172,1.5,18,148,12,3,0,24,23,0,36,24,0,0,0,162,14,8,48,42,3,0,1,0,2,6,6,0,0,0,0,0,18,20,2,17,54,37,27,8,19,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
Lucas Moura,FW,26,24.9,802,779,20,7,9,1,21,5,4,2,1,0,575,3,20,35,"2,242",25,11,10,2,1.54,40,29,0.21,32.9,32.5,4,4,8,4,0,0,3,0,5.6,5.6,3.2,79,69,140,56,14,17.5,0,-1.6,29,135,570,497,78,1175,109,72,37,794,4916,2418,63,22,60,74,827,575,802,7257,2049,379,457,141,214,17,37,2.5,34,41,32,1,0,30,63,5,15,33,0,0,0,110,58,80,90,61,0,13,4,10,2,9,4,0,4,0,0,1,25,22,10,16,58,42,29,2,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
Dele Alli,MF,23,20.5,841,760,75,14,4,3,7,18,4,0,0,0,632,6,34,25,"1,847",21,12,4,3,1.4,32,25,-0.06,29.5,31.2,8,4,12,7,1,1,2,0,8.1,7.3,3.5,56,69,152,41,18,14.9,0,-0.1,36,156,558,427,76,1127,66,29,36,707,3569,1684,37,14,50,41,760,632,841,8846,2173,345,414,212,252,28,56,2.9,23,43,22,0,0,12,33,6,17,16,0,0,0,103,19,37,58,42,1,7,3,3,2,11,5,0,4,2,0,0,11,20,3,13,37,24,35,3,32,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
Hugo Lloris,GK,32,20.1,573,386,185,35,0,0,0,0,0,0,0,0,414,2,0,21,"1,807",21,20,0,0,1.86,36,21,0.8,24.2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,621,0,0,0,621,0,0,0,320,1898,1306,0,0,0,1,219,414,573,11600,8725,106,108,153,155,149,302,0,0,5,0,0,0,0,1,0,1,0,0,0,0,15,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,21,99,78,11,6,4,6,3,2,1,0,0,2,30.4,0.28,10.4,105,252,421,97,35.3,150,35.2,312,16,8,10.2,14.5
Jan Vertonghen,DF,32,18.3,1187,1083,102,37,0,9,19,65,0,0,0,0,958,2,21,23,"1,645",19,16,4,11,1.57,27,24,-0.39,21.1,27.7,1,1,2,1,0,0,2,0,0.4,0.4,0.9,13,58,13,4,2,12,0,0.6,148,608,706,72,6,1382,8,5,3,856,3837,2152,8,2,9,7,855,958,1187,17105,5808,395,439,485,559,64,140,0.3,3,45,0,0,0,7,17,0,33,24,0,1,0,108,59,25,7,6,1,0,0,0,0,1,1,0,0,0,0,0,25,14,1,20,31,11,18,10,8,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5
Ben Davies,DF,26,15.9,978,813,163,12,1,0,29,151,0,0,0,0,733,2,23,18,"1,431",16,13,2,6,1.61,24,19,-0.09,19.2,21.2,0,0,0,0,0,0,6,0,0.2,0.2,0.9,32,53,54,7,1,23.1,0,-0.2,55,354,590,201,18,1144,18,9,9,600,2447,1399,20,2,7,9,643,733,978,11305,4563,392,445,278,380,42,91,0.6,9,52,10,7,0,27,8,1,22,15,0,0,0,61,45,21,17,16,0,0,1,0,0,0,0,0,0,0,0,0,13,11,4,7,21,14,28,12,16,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5
Eric Dier,DF,25,14.9,922,897,21,19,3,9,3,1,0,0,0,0,738,4,7,19,"1,344",15,13,4,13,1.95,26,23,-0.28,21.7,22.1,0,2,2,0,0,0,5,0,0.9,0.9,0.4,4,37,4,8,1,15.6,1,-0.9,110,469,562,53,12,1082,4,4,0,662,2739,1327,5,0,5,4,729,738,922,13834,4583,272,319,376,429,74,132,0.4,7,51,2,0,0,19,4,1,21,12,0,1,0,59,66,42,13,11,0,0,1,0,1,1,1,0,0,0,0,0,10,10,1,10,20,10,14,9,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Érik Lamela,MF,27,13.5,593,535,56,8,2,2,49,1,40,28,7,1,461,2,21,25,"1,215",12,4,13,2,1.52,22,12,0.58,17.1,22,2,1,3,2,0,0,3,0,2.9,2.9,1.1,51,45,84,29,8,19.5,4,-0.9,17,85,331,350,29,750,44,30,14,538,3344,1612,51,12,26,42,537,461,593,6263,1265,292,326,105,133,32,67,1.4,18,28,19,1,0,30,26,1,8,20,1,0,0,74,6,18,52,30,5,4,4,7,2,10,5,1,0,3,1,0,9,13,2,2,21,19,12,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Tanguy Ndombele,MF,22,11.2,648,620,24,18,4,4,12,0,6,3,1,0,543,4,14,21,"1,009",12,2,9,6,1.05,17,17,-0.52,13,17.3,2,2,4,2,0,0,3,0,0.4,0.4,0.7,22,77,33,9,4,25.6,0,1.6,19,133,467,195,17,781,49,38,11,525,2503,1323,20,5,23,24,574,543,648,8292,2610,290,323,197,222,34,53,1,12,60,9,0,0,14,29,0,14,16,0,0,0,79,6,8,30,25,0,1,2,0,2,3,2,0,1,0,0,0,10,13,1,9,22,13,20,3,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
