Player,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,PassOff,BlockedPass,MP,Min,Starts,Compl,Subs,unSub,PPM,onG,onGA,On-Off,onxG,onxGA,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Sh,SoT,ShotDist,FKS,G-xG,PenToDef,ToDef3rd,ToMid3rd,ToAtt3rd,PenToAtt,ToLive,Att.2,Succ,Tkld,Carries,TotDist,PrgDist,Pfin,CPA,Mis,Dis,Rec,TotCmp,TotAtt,TotDistPass,PrgDistPass,ShrCmp,ShrAtt,MedCmp,MedAtt,LongCmp,LongAtt,xA,KP,Cfin,PPA,CrsPA,2CrdY,Fls,Fld,Off,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,SCA,SCAPassLive,SCAPassDead,SCATO,SCASh,SCAFld,SCADef,GCA,GCAPassLive,GCAPassDead,GCATO,GCASh,GCAFld,GCADef,TklDef3rd,TklMid3rd,TklAtt3rd,ChalTkl,ChalAtt,ChalLost,Blocks,BlSh,Pass,Clr,Err,GA,SoTA,Saves,W,D,L,CS,PKattA,PKA,PKsv,PKm,FKGA,CKGA,PSxG,PSxG/SoT,PSxG+/-,LPCmp,LPAtt,GKPAtt,Thr,PAvgLen,GKAtt,GKAvgLen,Opp,Stp,#OPA,AvgDist,Value
Bruno Fernandes,MF,25,34.4,2338,2097,220,63,12,43,166,40,59,27,21,2,1733,21,68,37,"3,099",35,23,2,0,1.92,68,36,1.77,55.6,35,18,12,30,9,9,10,6,0,16.1,8.2,11.4,80,285,263,111,40,22.9,16,1.9,40,284,1165,1279,124,2700,45,23,22,1496,6475,3529,76,10,56,37,2063,1733,2338,29646,8587,871,1008,560,728,218,366,9.7,95,193,90,8,0,43,52,3,26,30,0,1,0,162,15,41,184,136,21,3,14,9,1,25,22,1,0,2,0,0,16,29,12,26,100,74,38,0,38,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
Aaron Wan-Bissaka,DF,22,34,2147,1854,288,11,0,2,60,277,0,0,0,0,1805,5,46,34,"3,060",34,34,0,3,2.06,67,36,1.41,54.9,37.2,2,4,6,2,0,0,3,0,0.9,0.9,2.3,89,145,176,7,4,15.2,0,1.1,116,807,1085,677,32,2547,60,34,25,1294,7565,3797,65,5,34,21,1551,1805,2147,24032,8316,1179,1281,516,618,43,90,2.1,31,93,32,13,0,31,14,1,62,54,0,0,0,182,38,37,57,54,1,1,0,0,1,8,8,0,0,0,0,0,53,29,6,32,45,13,65,17,48,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Harry Maguire,DF,27,33.9,2250,2169,74,61,0,31,3,13,0,0,0,0,1958,7,9,34,"3,047",34,33,0,0,2.06,66,36,1.13,54.6,35.8,2,1,3,2,0,0,11,0,2.3,2.2,0.3,42,194,14,36,9,12.8,0,-0.3,349,1188,1206,193,52,2568,14,8,6,1534,9872,5795,41,5,10,6,1743,1958,2250,38694,13018,634,711,1052,1144,232,325,0.6,7,175,8,1,0,40,31,1,60,17,0,0,0,199,135,43,38,30,0,0,6,0,2,7,5,0,0,1,0,1,19,10,0,18,29,11,28,23,5,122,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
Marcus Rashford,FW,22,32.4,1248,1216,28,3,1,13,36,19,1,0,1,0,1001,4,37,37,"2,920",33,22,4,1,1.92,57,39,-1.43,47.8,34.4,11,9,20,11,0,0,4,0,8.9,8.9,3.8,134,117,330,79,36,18.9,5,2.1,18,105,548,988,165,1614,163,82,79,1008,6984,3560,100,78,77,50,1341,1001,1248,14132,2775,579,663,303,367,54,84,3.1,43,44,54,5,0,25,42,27,8,9,2,0,0,111,25,19,116,87,0,17,5,7,0,20,16,0,3,0,1,0,2,8,8,7,27,20,22,2,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
Luke Shaw,DF,25,29.5,2068,1674,386,27,0,2,189,262,97,49,42,0,1650,8,54,32,"2,654",30,27,2,2,1.84,51,33,-0.68,41.3,32.7,1,5,6,1,0,0,8,0,0.6,0.6,6.4,110,147,209,11,6,17.3,0,0.4,84,541,926,877,62,2310,56,36,20,1249,7878,4699,87,17,25,21,1429,1650,2068,23339,9202,989,1082,483,588,99,212,6,72,103,42,14,0,42,28,3,20,28,0,0,1,187,38,28,115,75,33,2,1,4,0,9,6,2,0,0,1,0,21,16,7,21,36,15,34,9,25,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Victor Lindelöf,DF,26,28.7,1882,1832,49,34,1,6,1,15,0,0,0,0,1686,1,9,29,"2,585",29,28,0,5,2,61,30,1.29,47.8,30.3,1,1,2,1,0,0,0,0,0.6,0.6,0.3,18,92,2,4,1,6.4,0,0.4,263,1061,961,81,8,2095,4,2,2,1281,8460,4626,18,0,9,3,1488,1686,1882,29559,11270,698,751,862,909,108,181,0.7,6,92,5,0,0,24,8,1,30,10,0,1,0,145,64,33,15,15,0,0,0,0,0,4,4,0,0,0,0,0,12,10,0,12,24,12,22,14,8,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Fred,MF,27,26.6,1828,1765,58,50,5,15,9,8,0,0,0,0,1590,5,41,30,"2,390",27,18,3,5,1.97,49,25,0.47,42.2,26.1,1,0,1,1,0,0,5,0,1.8,1.8,1.9,31,189,33,25,7,24.1,0,-0.8,67,501,1256,391,15,2123,30,24,6,1227,5787,2712,33,1,29,30,1496,1590,1828,27917,7883,699,760,674,737,167,213,2.1,25,189,20,0,0,45,30,1,45,39,0,0,0,228,9,14,78,71,1,2,1,2,1,7,7,0,0,0,0,0,39,38,4,29,89,60,49,9,40,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Scott McTominay,MF,23,23.7,1320,1278,40,32,0,23,12,8,0,0,0,0,1139,2,18,32,"2,129",24,20,8,4,1.94,49,25,0.67,37.4,26.6,4,1,5,4,0,0,3,0,2.1,2.1,1.7,57,118,26,26,7,17.6,0,1.9,82,420,906,298,33,1603,35,26,9,942,5379,2890,37,8,41,17,1127,1139,1320,19571,5540,529,585,480,525,96,137,0.7,17,115,9,2,0,47,42,1,29,24,0,0,0,154,48,30,33,24,0,2,2,3,2,3,1,0,1,0,0,1,23,25,3,23,36,13,35,10,25,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Paul Pogba,MF,27,21.1,1367,1328,31,27,4,41,22,4,0,0,0,0,1112,8,23,26,"1,897",21,17,5,3,1.81,36,26,-0.65,30.8,25.7,3,3,6,3,0,0,3,0,2.8,2.8,2.4,46,139,101,31,11,17,0,0.2,54,324,885,453,58,1640,65,44,21,1015,4978,2442,33,6,54,50,1258,1112,1367,19406,4987,541,617,399,468,131,187,1.8,26,132,26,1,0,41,38,4,26,26,2,2,0,148,55,33,72,57,1,2,5,5,2,7,2,0,2,1,2,0,15,16,5,11,33,22,24,2,22,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
Mason Greenwood,FW,18,20.2,747,737,9,2,2,11,30,2,4,0,0,0,614,1,14,31,"1,822",21,7,10,4,1.77,39,23,0.06,32.1,23.8,7,2,9,7,0,0,2,0,6,6,2.2,67,52,175,67,23,16.8,0,1,4,93,387,492,100,960,66,36,30,670,4542,2186,37,35,35,29,816,614,747,8841,1423,370,417,175,203,39,62,2.3,14,22,21,3,0,17,20,4,5,10,0,0,0,79,6,14,50,30,1,6,8,5,0,5,3,0,1,1,0,0,6,4,3,5,22,17,9,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
