Player,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,PassOff,BlockedPass,MP,Min,Starts,Compl,Subs,unSub,PPM,onG,onGA,On-Off,onxG,onxGA,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Sh,SoT,ShotDist,FKS,G-xG,PenToDef,ToDef3rd,ToMid3rd,ToAtt3rd,PenToAtt,ToLive,Att.2,Succ,Tkld,Carries,TotDist,PrgDist,Pfin,CPA,Mis,Dis,Rec,TotCmp,TotAtt,TotDistPass,PrgDistPass,ShrCmp,ShrAtt,MedCmp,MedAtt,LongCmp,LongAtt,xA,KP,Cfin,PPA,CrsPA,2CrdY,Fls,Fld,Off,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,SCA,SCAPassLive,SCAPassDead,SCATO,SCASh,SCAFld,SCADef,GCA,GCAPassLive,GCAPassDead,GCATO,GCASh,GCAFld,GCADef,TklDef3rd,TklMid3rd,TklAtt3rd,ChalTkl,ChalAtt,ChalLost,Blocks,BlSh,Pass,Clr,Err,GA,SoTA,Saves,W,D,L,CS,PKattA,PKA,PKsv,PKm,FKGA,CKGA,PSxG,PSxG/SoT,PSxG+/-,LPCmp,LPAtt,GKPAtt,Thr,PAvgLen,GKAtt,GKAvgLen,Opp,Stp,#OPA,AvgDist,Value
Bernd Leno,GK,30,36,1397,1041,354,112,0,2,0,0,0,0,0,0,1110,2,0,36,"3,240",36,36,0,2,1.39,53,51,0.06,43.5,61.7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1188,1492,7,0,0,1499,0,0,0,857,4060,2355,0,0,1,0,752,1110,1397,26975,16383,234,235,651,655,223,503,0,1,11,0,0,0,1,3,0,0,0,0,1,0,50,11,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,18,1,51,192,142,15,5,16,8,8,7,1,0,1,8,58,0.27,9,124,391,1153,190,30,242,36,464,35,46,14.9,12
João Palhinha,MF,27,34.5,1274,1222,48,32,0,38,3,0,0,0,0,0,1051,4,15,35,"3,108",35,30,0,0,1.49,51,43,1.96,42.1,55.7,3,0,3,3,0,0,14,0,2.9,2.9,0.4,8,101,18,39,9,17.2,0,0.1,81,433,1055,247,33,1713,39,14,15,763,2775,935,10,3,37,28,919,1051,1274,18222,4336,527,600,396,462,107,157,0.4,7,118,3,0,0,48,50,1,46,83,0,1,1,212,71,39,30,21,0,0,4,1,4,0,0,0,0,0,0,0,59,65,24,71,135,64,48,5,43,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Antonee Robinson,DF,24,34.3,1910,1582,327,18,0,5,134,309,0,0,0,0,1404,1,51,35,"3,088",35,34,0,0,1.4,50,44,1.26,43.1,54.3,0,1,1,0,0,0,8,0,0.1,0.1,1.3,112,129,153,3,0,25.7,0,-0.1,125,778,937,580,29,2260,74,39,26,1173,7817,4248,86,10,40,20,1263,1404,1910,24327,9684,625,725,612,792,137,294,1.8,21,104,42,25,0,33,23,3,53,38,0,1,0,235,40,30,58,52,2,2,0,1,1,6,4,0,1,0,1,0,43,15,4,44,65,21,49,13,36,83,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Harrison Reed,MF,27,31.8,1281,1225,51,14,0,4,54,5,3,2,1,0,988,5,46,37,"2,866",35,17,2,0,1.41,48,44,0.45,38.6,52.2,3,4,7,3,0,0,5,0,1.9,1.9,4.1,30,102,107,20,7,20.1,0,1.1,57,292,842,463,50,1585,28,10,16,765,3430,1141,22,4,44,25,972,988,1281,15467,3661,517,612,355,421,76,133,2,35,82,29,11,0,38,21,4,19,27,0,0,1,160,29,36,74,64,2,2,3,3,0,7,6,0,1,0,0,0,17,21,6,16,51,35,54,12,42,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Tim Ream,DF,34,32.2,1922,1858,59,34,0,25,4,11,0,0,0,0,1662,5,8,33,"2,897",33,31,0,0,1.36,45,44,-0.14,38.7,52.8,1,0,1,1,0,0,2,0,0.3,0.3,0.1,28,142,2,3,2,9.8,0,0.7,312,1124,1021,61,14,2193,16,11,3,1363,7717,5069,13,0,15,5,1450,1662,1922,35620,12543,420,472,961,1035,267,379,0.3,3,148,0,0,0,18,7,1,41,16,0,1,0,199,48,31,24,23,0,0,0,0,1,0,0,0,0,0,0,0,15,12,3,13,26,13,45,24,21,116,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Andreas Pereira,MF,26,29.9,1068,826,231,81,1,21,196,6,116,51,50,0,701,11,39,33,"2,692",33,7,0,0,1.36,43,40,0.22,35.8,46.4,4,6,10,3,1,1,8,0,7.3,6.5,5.2,53,121,133,61,22,21.3,12,-3.3,14,106,608,613,65,1311,51,17,26,722,3951,1662,44,9,51,51,853,701,1068,13078,4235,336,419,229,315,116,251,4.1,60,86,22,9,0,41,31,2,6,9,0,1,0,117,9,28,118,57,44,2,9,6,0,12,5,5,0,2,0,0,3,6,9,8,33,25,21,3,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Kenny Tete,DF,26,28.5,1530,1176,344,37,1,10,99,307,0,0,0,0,1110,10,48,31,"2,569",29,21,2,1,1.45,42,36,0.63,33.4,46.8,1,5,6,1,0,0,8,0,0.7,0.7,1.9,75,103,69,13,5,18.9,0,0.3,107,556,877,489,30,1896,37,21,12,821,4563,2401,55,4,22,24,946,1110,1530,17550,7197,598,691,403,563,81,165,1.9,23,75,25,18,0,42,54,0,52,46,0,0,0,141,33,29,49,39,5,0,0,3,2,12,11,1,0,0,0,0,41,29,13,38,50,12,48,17,31,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Bobby Reid,FW,29,27.5,907,829,74,6,1,2,53,68,0,0,0,0,636,4,35,36,"2,475",29,11,7,1,1.44,36,40,-0.72,31.4,45.4,4,1,5,4,0,0,8,0,3.9,3.9,1.7,46,63,186,31,10,13.7,0,0.1,55,228,488,490,77,1191,53,18,26,649,2956,1333,33,11,53,32,759,636,907,9625,3067,341,416,226,319,34,81,1.6,19,36,38,10,0,34,22,11,20,24,2,1,0,135,12,41,54,36,1,3,5,7,2,3,1,0,0,1,0,1,14,14,14,16,36,20,25,3,22,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Tosin Adarabioyo,DF,24,23.2,1300,1235,58,47,2,12,2,7,0,0,0,0,1066,7,10,25,"2,085",23,23,2,13,1.44,36,39,-0.47,26.5,42.8,1,0,1,1,0,0,4,0,0.7,0.7,0.4,16,95,3,16,4,21.2,1,0.3,231,776,733,46,19,1544,8,6,2,834,4470,2733,12,1,4,4,975,1066,1300,22623,8478,265,307,653,735,136,223,0.5,6,96,7,0,0,17,5,3,26,13,0,0,0,110,59,26,18,15,0,0,3,0,0,0,0,0,0,0,0,0,22,6,2,16,23,7,20,15,5,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Aleksandar Mitrović,FW,27,22.3,496,486,10,1,4,9,4,3,0,0,0,0,299,0,24,24,"2,008",23,14,1,0,1.5,33,30,0.2,31.2,34.9,14,1,15,10,4,8,7,0,14.9,8.6,2.3,24,44,97,85,27,15.1,0,-0.9,27,79,392,349,144,806,47,23,22,451,1873,715,15,10,65,58,646,299,496,4671,970,172,257,85,132,31,52,1.3,16,26,10,1,0,34,40,14,3,7,2,0,0,55,100,105,55,26,0,9,13,6,1,10,3,0,1,4,2,0,8,4,2,5,12,7,22,5,17,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
