Patrick van Aanholt,43,23,31,10,2,23,50,27,9,22,45,52,1
Max Aarons,48,30,33,9,6,18,36,18,29,17,37,97,1
Tammy Abraham,8,4,2,5,1,3,14,11,2,18,6,27,0
Che Adams,6,4,1,5,0,1,4,3,1,8,2,10,0
Adri?n,1,1,1,0,0,1,1,0,0,0,0,8,3
Sergio Ag?ero,7,4,0,4,3,1,8,7,1,8,3,2,0
Albian Ajeti,1,0,0,0,1,0,0,0,0,0,0,0,0
Nathan Ak?,31,21,23,8,0,14,23,9,29,11,36,152,0
Marc Albrighton,24,17,10,13,1,9,30,21,2,17,10,8,0
Toby Alderweireld,40,29,24,13,3,11,24,13,32,16,31,172,2
Trent Alexander-Arnold,55,34,35,17,3,36,78,42,9,18,45,84,3
Alisson,0,0,0,0,0,0,2,2,0,0,1,13,3
Dele Alli,34,16,11,20,3,13,37,24,3,32,17,17,2
Miguel Almir?n,60,39,32,20,8,19,52,33,1,24,31,25,0
Marcos Alonso,28,16,20,6,2,14,33,19,2,16,20,32,0
Steven Alzate,33,19,20,11,2,17,27,10,3,15,14,13,0
Ibrahim Amadou,18,11,9,8,1,3,11,8,5,3,16,55,1
Felipe Anderson,46,32,20,21,5,11,47,36,1,18,22,11,0
Florin Andone,1,1,0,1,0,1,1,0,1,0,0,1,0
Angeli?o,5,2,3,1,1,5,7,2,0,1,9,15,0
Faustino Anjorin,0,0,0,0,0,0,0,0,0,1,0,0,0
Michail Antonio,13,9,5,4,4,4,14,10,2,15,9,5,0
Stuart Armstrong,32,19,19,11,2,9,38,29,4,18,11,23,1
Kepa Arrizabalaga,1,1,1,0,0,1,2,1,0,0,1,7,2
Christian Atsu,10,8,5,5,0,5,14,9,0,19,5,9,0
Pierre-Emerick Aubameyang,31,19,10,12,9,12,51,39,1,38,14,16,0
Serge Aurier,93,69,58,27,8,39,69,30,6,32,47,98,2
Jordan Ayew,48,30,10,22,16,17,49,32,4,25,15,21,0
C?sar Azpilicueta,86,56,40,32,14,35,69,34,21,35,67,94,0
Eric Bailly,0,0,0,0,0,0,1,1,3,0,4,7,1
Leighton Baines,10,6,6,2,2,8,10,2,2,3,5,14,0
Fabi?n Balbuena,17,12,13,3,1,9,25,16,5,10,26,75,3
George Baldock,62,43,35,17,10,27,47,20,3,23,34,83,3
Phil Bardsley,49,36,16,24,9,24,37,13,11,13,30,73,0
Ross Barkley,16,9,6,6,4,5,18,13,2,5,7,7,0
Ashley Barnes,10,5,3,5,2,3,9,6,2,5,6,9,0
Harvey Barnes,16,11,7,7,2,5,23,18,3,10,8,6,1
Chris Basham,85,48,58,20,7,48,81,33,15,23,77,173,1
Borja Bast?n,1,0,0,1,0,0,2,2,0,1,0,0,1
Michy Batshuayi,4,1,2,2,0,0,5,5,1,0,0,1,0
Jan Bednarek,65,38,41,18,6,31,61,30,23,21,77,198,4
H?ctor Beller?n,20,13,7,11,2,11,29,18,4,16,19,27,1
Ryan Bennett,4,2,4,0,0,2,6,4,8,6,9,29,0
Ryan Bennett1,5,4,3,2,0,4,6,2,1,2,7,8,0
Nabil Bentaleb,23,13,14,9,0,7,25,18,2,7,19,9,1
Christian Benteke,9,5,1,6,2,0,10,10,4,7,4,28,1
J?hann Berg Gu?mundsson,4,2,2,2,0,1,8,7,1,7,7,9,0
Sander Berge,22,15,3,14,5,5,10,5,1,14,10,16,0
Steven Bergwijn,10,6,3,6,1,4,12,8,0,12,1,5,0
Bernard,32,22,12,14,6,13,44,31,2,20,16,7,0
Bernardo,27,16,12,9,6,13,17,4,3,4,6,24,0
Ryan Bertrand,47,29,22,15,10,26,58,32,12,15,37,31,1
Muhamed Be?i?,8,6,4,4,0,2,5,3,0,4,1,6,0
Philip Billing,72,46,30,37,5,17,65,48,16,43,66,97,1
Yves Bissouma,49,38,24,22,3,17,40,23,2,16,21,23,0
Willy Boly,57,33,36,21,0,25,43,18,11,17,39,108,3
Ga?tan Bong,1,0,0,0,1,0,0,0,1,0,0,0,0
Sofiane Boufal,16,8,6,5,5,6,15,9,0,17,4,1,0
Jarrod Bowen,19,15,7,9,3,4,17,13,0,6,16,8,0
Robbie Brady,11,9,5,4,2,3,10,7,2,8,5,8,0
Jarrad Branthwaite,8,7,5,3,0,3,5,2,3,3,2,12,0
Claudio Bravo,0,0,0,0,0,0,0,0,0,0,0,1,1
Armando Broja,0,0,0,0,0,0,0,0,0,0,0,0,0
David Brooks,5,5,1,2,2,2,14,12,1,4,2,1,0
Josh Brownhill,14,8,5,7,2,5,13,8,4,5,14,18,0
Emi Buend?a,82,39,57,21,4,38,118,80,5,53,23,32,2
Dan Burn,67,42,35,27,5,25,53,28,20,24,42,130,0
Sam Byram,40,22,24,11,5,18,37,19,8,8,26,73,0
Willy Caballero,0,0,0,0,0,0,0,0,0,0,0,3,0
Gary Cahill,15,8,11,4,0,7,15,8,25,9,18,114,1
Dominic Calvert-Lewin,7,5,1,4,2,1,10,9,2,13,6,36,0
V?ctor Camarasa,0,0,0,0,0,0,0,0,0,0,0,0,0
Jo?o Cancelo,40,24,21,12,7,24,40,16,2,7,21,18,0
Todd Cantwell,51,31,19,27,5,26,73,47,2,36,18,35,1
?tienne Capoue,75,40,38,30,7,37,85,48,11,19,68,61,0
Andy Carroll,5,3,3,2,0,2,8,6,1,1,2,24,1
Jonny Castro,91,55,54,26,11,29,82,53,10,35,53,45,2
Craig Cathcart,41,26,25,15,1,10,24,14,16,3,25,136,1
Dani Ceballos,45,23,26,14,5,18,61,43,3,11,32,16,1
Nathaniel Chalobah,30,11,13,13,4,12,27,15,4,6,18,20,0
Calum Chambers,26,10,12,8,6,11,16,5,7,6,16,43,1
Ben Chilwell,43,26,28,13,2,23,52,29,6,24,28,68,2
Tahith Chong,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamza Choudhury,17,8,7,8,2,3,25,22,6,9,24,13,0
Andreas Christensen,38,21,25,12,1,15,21,6,8,4,29,56,0
Ciaran Clark,20,12,18,2,0,9,15,6,14,4,11,82,0
Leon Clarke,0,0,0,0,0,0,0,0,0,0,0,2,0
Tom Cleverley,28,15,8,14,6,9,36,27,1,12,10,15,0
Conor Coady,36,23,30,6,0,15,30,15,15,7,28,119,2
S?amus Coleman,42,31,24,14,4,19,25,6,9,12,24,43,1
