Patrick van Aanholt,1202,386,61,2,4,92,280,45,30,7,4,1241,7,20
Max Aarons,1389,322,23,0,4,73,299,0,0,0,0,1332,0,65
Tammy Abraham,367,51,0,2,1,11,0,0,0,0,0,275,0,24
Che Adams,261,0,0,4,4,13,0,0,0,0,0,162,2,10
Adri?n,217,94,24,0,1,0,0,0,0,0,0,238,0,1
Sergio Ag?ero,347,17,1,1,0,9,1,0,0,0,0,286,1,7
Albian Ajeti,13,2,0,0,0,0,0,0,0,0,0,12,0,0
Nathan Ak?,1183,52,32,1,3,5,20,0,0,0,0,1079,3,8
Marc Albrighton,464,35,2,3,5,69,23,10,1,6,1,339,0,14
Toby Alderweireld,1915,82,72,12,20,9,10,0,0,0,0,1630,12,10
Trent Alexander-Arnold,2573,645,87,5,103,382,396,162,45,76,2,2278,12,69
Alisson,723,222,55,0,3,0,0,0,0,0,0,820,2,0
Dele Alli,760,75,14,4,3,7,18,4,0,0,0,632,6,34
Miguel Almir?n,868,12,1,2,4,41,10,0,0,0,0,681,4,35
Marcos Alonso,966,168,7,1,3,66,160,1,1,0,0,916,2,24
Steven Alzate,605,55,6,1,2,8,49,0,0,0,0,556,1,15
Ibrahim Amadou,364,9,6,0,0,1,3,0,0,0,0,324,1,3
Felipe Anderson,913,29,8,5,11,34,13,5,2,2,0,727,3,30
Florin Andone,11,1,0,0,0,0,0,1,0,0,0,7,0,1
Angeli?o,377,50,4,0,1,43,46,0,0,0,0,333,2,8
Faustino Anjorin,7,0,0,0,0,0,0,0,0,0,0,7,0,0
Michail Antonio,480,39,1,5,2,48,25,0,0,0,0,329,5,23
Stuart Armstrong,594,21,0,2,0,23,13,0,0,0,0,464,1,30
Kepa Arrizabalaga,839,251,52,0,2,0,1,0,0,0,0,896,5,1
Christian Atsu,206,10,2,1,0,17,1,6,0,3,0,167,2,7
Pierre-Emerick Aubameyang,881,28,0,7,1,89,3,1,0,0,0,614,3,32
Serge Aurier,1409,264,9,0,3,137,255,0,0,0,0,1263,3,51
Jordan Ayew,816,34,4,2,2,25,11,1,0,0,0,673,3,24
C?sar Azpilicueta,2527,407,29,0,12,121,378,0,0,0,0,2317,9,50
Eric Bailly,76,2,2,0,0,0,0,0,0,0,0,70,0,0
Leighton Baines,165,51,6,0,0,27,34,11,9,2,0,176,2,6
Fabi?n Balbuena,489,20,15,1,7,1,5,0,0,0,0,365,3,7
George Baldock,1241,276,5,0,1,128,271,0,0,0,0,1143,5,70
Phil Bardsley,673,240,18,3,7,33,222,0,0,0,0,604,8,17
Ross Barkley,619,14,8,6,9,12,3,3,1,0,0,555,2,8
Ashley Barnes,255,2,0,3,0,5,1,0,0,0,0,138,2,14
Harvey Barnes,740,1,0,5,3,41,1,0,0,0,0,562,4,17
Chris Basham,1349,190,18,0,10,51,172,0,0,0,0,1091,7,25
Borja Bast?n,6,0,0,0,0,0,0,0,0,0,0,4,0,0
Michy Batshuayi,69,9,0,0,0,0,0,0,0,0,0,64,0,2
Jan Bednarek,1509,82,29,0,7,1,53,0,0,0,0,1183,4,14
H?ctor Beller?n,583,126,14,0,3,27,112,0,0,0,0,575,2,30
Ryan Bennett,232,13,0,0,2,4,13,0,0,0,0,182,0,1
Ryan Bennett1,206,21,1,0,3,2,20,0,0,0,0,179,0,3
Nabil Bentaleb,397,11,10,0,4,2,0,0,0,0,0,348,1,8
Christian Benteke,330,12,0,2,2,5,0,0,0,0,0,184,0,4
J?hann Berg Gu?mundsson,187,9,0,0,2,35,1,8,8,0,0,134,0,3
Sander Berge,384,8,6,0,3,22,2,0,0,0,0,298,0,7
Steven Bergwijn,246,10,3,2,0,10,2,3,2,0,0,216,0,4
Bernard,561,17,1,5,3,36,2,6,4,1,0,423,0,24
Bernardo,346,49,1,0,0,17,48,0,0,0,0,286,0,10
Ryan Bertrand,1278,417,48,2,9,122,344,25,10,10,3,1250,7,50
Muhamed Be?i?,105,2,2,0,1,1,0,0,0,0,0,84,0,4
Philip Billing,1149,62,19,1,10,14,43,0,0,0,0,879,5,22
Yves Bissouma,615,12,10,3,7,6,2,0,0,0,0,529,2,10
Willy Boly,975,13,11,0,4,2,2,0,0,0,0,798,3,12
Ga?tan Bong,32,3,1,0,0,6,2,0,0,0,0,25,0,1
Sofiane Boufal,311,10,1,1,1,27,6,1,0,0,0,232,0,7
Jarrod Bowen,243,30,3,0,6,60,0,26,20,1,1,179,0,12
