Pierre-Emerick Aubameyang,26,143,436,667,150,1231,38,17,21,727,4964,2702,47,38,58,31,928
Serge Aurier,124,573,909,619,52,2078,64,39,25,1148,4661,2407,54,6,54,28,1144
Jordan Ayew,30,154,596,584,123,1300,117,73,44,801,5611,2289,54,25,113,95,950
C?sar Azpilicueta,117,932,1619,806,93,3347,21,12,9,1738,6145,3481,39,7,27,13,2152
Eric Bailly,15,44,49,0,0,92,1,1,0,46,186,97,0,0,1,1,54
Leighton Baines,20,64,100,102,1,264,4,2,2,118,446,248,7,1,3,2,147
Fabi?n Balbuena,91,343,308,24,15,673,2,2,0,302,1375,846,3,1,6,1,334
George Baldock,102,405,623,887,56,1908,70,42,28,884,5340,2565,63,22,43,22,1036
Phil Bardsley,99,328,618,213,11,1154,7,4,3,401,1877,942,20,1,13,3,485
Ross Barkley,11,82,400,298,31,772,40,27,13,520,3158,1519,24,11,25,34,610
Ashley Barnes,11,36,191,193,50,417,14,6,8,270,900,341,6,5,38,19,335
Harvey Barnes,9,85,347,592,121,997,81,43,38,721,4878,2973,54,48,59,23,810
Chris Basham,243,818,882,352,41,2030,37,24,13,716,3683,2048,34,7,33,8,894
Borja Bast?n,1,1,5,3,1,8,0,0,0,1,9,9,1,0,1,0,4
Michy Batshuayi,3,10,58,60,31,125,8,4,4,79,428,239,5,4,13,4,88
Jan Bednarek,269,952,1049,40,15,2033,2,2,0,806,3186,1736,4,1,11,1,962
H?ctor Beller?n,34,251,388,211,22,846,31,18,13,435,2426,1446,24,5,14,12,505
Ryan Bennett,49,160,129,28,7,316,0,0,0,109,400,230,3,0,2,1,157
Ryan Bennett1,11,93,144,19,0,256,0,0,0,115,540,312,4,0,2,0,158
Nabil Bentaleb,18,140,323,38,1,496,10,8,2,243,978,344,2,0,6,2,293
Christian Benteke,38,53,224,262,81,530,23,19,4,232,1312,584,8,10,47,23,399
J?hann Berg Gu?mundsson,9,41,84,136,23,254,6,5,1,155,990,404,11,4,9,5,162
Sander Berge,20,74,251,184,19,502,20,15,5,261,1479,655,8,3,15,7,309
Steven Bergwijn,3,47,161,137,19,340,18,8,10,226,1400,759,17,6,17,10,233
Bernard,9,87,352,334,44,762,50,30,20,519,2835,1401,36,15,40,29,537
Bernardo,30,152,223,123,13,495,12,8,4,238,1277,766,6,1,16,11,278
Ryan Bertrand,58,364,960,665,44,1972,24,11,13,890,4825,2759,38,2,46,21,1044
Muhamed Be?i?,9,37,63,46,2,143,7,7,0,63,323,136,5,1,2,2,77
Philip Billing,131,462,839,395,50,1673,35,22,13,873,4050,1646,30,4,51,28,905
Yves Bissouma,28,194,479,177,8,834,48,32,16,500,3269,1308,20,8,32,25,545
Willy Boly,139,623,606,39,20,1264,11,9,2,588,2675,1364,4,0,10,4,725
Ga?tan Bong,0,5,15,22,3,41,2,1,1,26,119,55,1,1,3,1,31
Sofiane Boufal,3,39,190,283,49,496,86,53,33,350,2773,1408,33,24,33,40,372
Jarrod Bowen,8,70,133,214,41,406,39,15,24,276,2344,872,23,15,19,14,249
Robbie Brady,13,36,99,112,15,245,10,6,4,123,580,276,10,0,11,11,139
Jarrad Branthwaite,41,149,111,2,0,259,1,1,0,153,822,396,0,0,3,0,185
Claudio Bravo,113,137,2,0,0,139,1,1,0,87,434,277,0,0,0,0,78
Armando Broja,0,0,0,2,0,2,0,0,0,4,7,0,0,0,0,1,4
David Brooks,3,23,84,121,8,226,24,12,12,137,700,240,8,1,7,7,163
Josh Brownhill,30,105,215,104,9,422,8,7,1,183,704,233,10,0,10,4,241
Emi Buend?a,61,354,965,745,52,2023,142,102,39,1302,6925,3605,80,15,82,80,1344
Dan Burn,165,718,1144,441,26,2290,40,19,21,1025,5257,2959,39,1,37,25,1342
Sam Byram,84,386,393,234,37,1007,15,6,9,459,2088,910,18,2,13,5,505
Willy Caballero,160,176,0,0,0,176,0,0,0,116,486,257,0,0,0,0,109
Gary Cahill,190,748,453,63,45,1257,5,4,1,627,3147,1421,7,1,13,4,744
Dominic Calvert-Lewin,42,76,391,466,134,922,27,14,13,511,2568,951,28,16,98,23,736
V?ctor Camarasa,0,0,3,0,0,3,0,0,0,2,24,1,0,0,0,0,3
Jo?o Cancelo,30,257,672,395,33,1309,53,37,17,949,4380,2266,50,14,15,8,937
Todd Cantwell,34,259,723,523,79,1480,78,49,29,991,5587,2520,49,24,77,48,1099
?tienne Capoue,94,422,1174,217,12,1797,40,23,17,912,3593,1554,16,3,18,26,999
Andy Carroll,27,39,156,122,30,316,11,6,5,133,478,109,5,0,24,11,236
Jonny Castro,68,476,779,638,61,1871,71,32,39,855,5260,2873,62,20,54,36,1024
Craig Cathcart,156,601,572,23,12,1194,7,4,3,583,2439,1037,3,1,9,3,591
Dani Ceballos,50,320,807,403,21,1510,36,27,9,1012,6703,3681,52,8,25,30,1089
Nathaniel Chalobah,24,115,278,110,8,500,9,5,4,227,942,306,9,1,16,10,250
Calum Chambers,116,467,406,199,27,1067,17,11,6,563,2500,1438,10,0,15,10,697
Ben Chilwell,73,592,1076,683,48,2329,50,19,31,1427,8189,4644,77,16,50,22,1537
Tahith Chong,0,3,7,10,2,20,2,1,1,15,86,56,0,1,2,1,16
Hamza Choudhury,25,157,363,100,11,619,10,3,7,381,1274,399,8,1,13,5,402
Andreas Christensen,137,690,758,43,12,1484,4,4,0,983,5524,3175,12,0,4,1,1066
Ciaran Clark,103,273,205,23,8,496,7,6,1,207,865,312,2,0,3,1,214
Leon Clarke,2,4,2,4,2,10,0,0,0,2,0,0,0,0,1,0,7
Tom Cleverley,17,96,288,208,28,584,11,7,4,308,1202,536,14,1,11,3,363
Conor Coady,305,1277,813,1,0,2082,5,4,1,1184,5442,2750,3,1,1,0,1371
S?amus Coleman,80,414,606,316,28,1322,58,38,20,691,3894,2055,38,7,35,14,692
Aaron Connolly,1,17,131,173,55,318,20,6,14,198,1150,417,7,12,53,20,225
Lewis Cook,36,193,498,212,9,894,38,24,14,579,2713,1146,16,3,26,19,599
Steve Cook,230,882,658,65,23,1593,3,3,0,858,4077,2154,4,0,4,3,905
Jack Cork,60,210,783,246,27,1220,33,26,7,567,2674,977,22,4,45,36,675
Aaron Cresswell,100,542,922,520,24,1975,34,11,23,934,3750,1808,33,2,18,10,1043
Patrick Cutrone,1,11,49,44,13,102,5,3,2,51,321,135,3,1,8,9,57
Diogo Dalot,3,12,36,32,1,80,3,0,3,36,192,65,0,1,1,2,48
Charlie Daniels,7,24,25,13,0,61,0,0,0,37,138,42,1,0,1,1,29
Arnaut Danjuma,3,59,136,119,22,306,38,21,17,227,1820,823,19,13,12,14,239
Scott Dann,108,408,271,28,22,704,6,5,1,332,1342,892,4,2,5,1,388
Kevin Danso,12,46,116,43,2,203,7,3,4,88,556,287,4,0,4,1,109
Ben Davies,55,354,590,201,18,1144,18,9,9,600,2447,1399,20,2,7,9,643
Tom Davies,42,256,682,197,23,1119,30,21,9,611,3046,1486,29,1,28,20,698
Keinan Davis,4,11,91,120,30,217,20,14,6,148,864,400,11,7,26,11,172
Craig Dawson,162,610,568,81,49,1252,4,3,1,622,2801,1289,0,0,15,3,665
Kevin De Bruyne,39,194,1050,1376,150,2593,81,48,33,1785,8895,5181,114,44,47,31,1939
Troy Deeney,28,82,459,430,103,955,20,10,10,402,1384,522,15,3,51,26,717
Fabian Delph,31,221,558,140,0,909,26,21,5,574,2786,1221,24,0,17,6,620
Leander Dendoncker,104,558,889,196,38,1640,21,16,5,767,3409,1941,18,1,31,11,1026
Gerard Deulofeu,11,134,361,647,133,1111,105,62,43,751,6112,3408,80,62,67,52,749
Eric Dier,110,469,562,53,12,1082,4,4,0,662,2739,1327,5,0,5,4,729
Lucas Digne,99,631,921,842,52,2376,36,23,13,1009,4362,2418,54,6,28,24,1112
Issa Diop,229,698,588,39,25,1317,7,5,2,630,3407,1747,2,0,10,5,629
Moussa Djenepo,15,79,189,198,44,461,66,44,22,291,2178,1227,20,13,40,21,306
Matt Doherty,74,488,1088,632,89,2196,48,28,20,954,5061,3057,63,10,47,15,1332
Abdoulaye Doucour?,68,387,1100,646,100,2090,67,40,27,1241,5965,3130,68,16,58,31,1353
Tommy Doyle,0,0,14,7,0,21,0,0,0,14,67,7,0,0,0,0,20
Danny Drinkwater,5,55,116,30,2,200,4,1,3,97,431,182,3,0,3,3,123
Danny Drinkwater1,2,5,20,3,0,28,0,0,0,9,33,8,0,0,1,0,9
Josip Drmi?,8,23,127,93,22,241,14,6,8,129,444,140,4,5,22,15,160
Martin D?bravka,1000,1192,6,0,0,1198,0,0,0,508,3675,2574,0,0,3,0,331
Ondrej Duda,15,73,244,159,9,470,10,6,4,266,1010,445,9,1,22,3,317
Shane Duffy,115,446,330,34,19,807,4,3,1,357,1742,913,6,0,9,3,458
Paul Dummett,90,313,289,70,6,671,2,1,1,264,1286,700,9,1,3,1,333
Lewis Dunk,408,1487,1086,99,48,2655,7,5,2,1506,8106,4367,16,1,15,8,1760
Ederson,886,1130,19,0,0,1148,0,0,0,800,3620,2521,0,0,1,0,667
John Egan,228,843,782,65,50,1682,2,1,1,688,3495,1958,1,0,14,0,821
Harvey Elliott,0,0,6,10,0,16,2,1,1,11,40,17,0,0,0,0,11
Ahmed Elmohamady,49,211,331,216,14,753,11,7,4,386,1970,1263,30,4,9,2,438
Bj?rn Engels,151,473,317,30,14,819,1,1,0,426,2458,1586,4,1,7,2,482
Christian Eriksen,15,123,448,323,16,881,2,0,2,519,2229,1158,22,6,23,14,579
Jonny Evans,340,1443,1361,106,47,2899,8,6,2,1810,8583,4971,13,0,12,3,1926
?ukasz Fabia?ski,632,717,3,0,0,720,1,1,0,366,2478,1606,0,0,1,0,218
Fabinho,40,350,1147,295,10,1783,12,9,3,1137,5013,2323,23,0,15,8,1256
Ralf F?hrmann,12,12,0,0,0,12,0,0,0,5,19,15,0,0,0,0,4
Akin Famewo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiko Femen?a,55,421,681,427,17,1510,32,19,13,743,3754,1993,36,4,21,11,754
Bruno Fernandes,18,98,438,479,39,1002,21,15,6,554,2610,1487,32,7,29,13,737
Gedson Fernandes,1,5,27,39,5,71,8,2,6,46,319,183,3,1,2,0,46
Federico Fern?ndez,254,942,536,150,24,1614,16,10,6,831,3506,1421,13,1,21,3,860
Fernandinho,198,895,1493,113,22,2492,13,13,0,1855,11030,7448,27,0,14,6,1880
Roberto Firmino,16,103,697,775,211,1558,90,52,38,1082,5483,2646,62,35,92,39,1203
John Fleck,36,205,608,619,37,1414,60,44,16,607,3286,1753,43,13,45,17,866
Phil Foden,2,51,242,346,60,628,30,25,5,454,2198,1157,29,13,19,15,524
Pablo Fornals,14,169,522,487,45,1159,33,15,18,687,3377,1574,31,10,40,26,783
Ben Foster,998,1285,34,1,1,1320,2,2,0,623,4891,3465,0,0,0,0,386
Timothy Fosu-Mensah,2,18,48,19,2,84,2,1,1,42,154,79,0,1,2,0,56
Dimitri Foulquier,2,8,9,6,0,21,2,2,0,9,87,73,1,0,2,0,9
Juan Foyth,8,27,45,8,0,80,4,2,2,45,181,82,0,0,1,1,43
Simon Francis,103,373,269,73,12,711,7,4,3,407,1734,802,4,0,4,2,387
Ryan Fraser,22,171,401,573,58,1129,24,12,12,800,4732,2646,63,24,28,19,786
Fred,61,433,1170,478,20,2059,53,40,13,1154,5708,2903,42,11,45,26,1395
Ryan Fredericks,92,458,571,377,28,1396,31,11,20,637,3518,1972,51,14,20,12,705
Kieron Freeman,0,0,0,2,0,2,0,0,0,1,3,2,0,0,0,0,1
Luke Freeman,6,27,72,108,4,202,12,8,4,117,666,347,11,1,11,13,128
Christian Fuchs,29,275,375,106,1,753,5,2,3,391,1375,681,10,1,11,2,476
Eric Garc?a,51,310,476,18,3,801,8,6,2,614,2735,1540,3,0,1,0,649
James Garner,1,1,12,3,0,15,0,0,0,7,28,9,1,0,0,0,13
Dwight Gayle,9,24,118,95,30,236,3,2,1,125,510,209,3,1,20,11,156
Paulo Gazzaniga,508,559,2,0,0,561,0,0,0,297,1356,904,0,0,0,0,232
Jean-Philippe Gbamin,7,19,57,12,0,87,3,2,1,54,213,69,1,0,2,4,56
David de Gea,917,998,3,0,0,1000,0,0,0,444,2290,1419,0,0,1,0,370
Anwar El Ghazi,21,111,276,466,64,839,52,29,23,501,3267,1633,57,8,54,35,604
Morgan Gibbs-White,1,8,48,39,4,94,3,1,2,58,300,117,0,1,7,0,78
Billy Gilmour,4,50,119,29,2,196,5,2,3,106,616,230,1,0,3,3,151
Olivier Giroud,15,26,223,168,65,416,4,3,1,179,480,224,7,2,15,8,307
Ben Godfrey,365,1242,687,65,12,1974,12,8,4,1309,6661,3619,19,6,13,4,1362
Andr? Gomes,31,217,631,148,11,984,35,25,10,620,2741,1159,17,1,20,23,700
Angel Gomes,0,1,10,5,1,16,0,0,0,12,73,43,2,1,1,0,15
Joe Gomez,137,774,1354,64,1,2185,11,8,3,1591,7257,4208,14,1,14,3,1605
Anthony Gordon,2,35,91,69,7,191,16,11,5,117,814,382,13,2,11,8,126
Dan Gosling,42,197,367,160,32,721,14,4,10,414,1633,615,10,4,30,21,442
Andre Gray,4,10,83,145,39,235,11,6,5,147,581,190,6,3,31,14,173
Demarai Gray,3,37,172,236,38,438,25,10,15,312,2361,1048,27,17,20,19,324
Jack Grealish,43,285,753,939,130,1932,117,73,44,1381,11836,6064,127,72,71,59,1438
Mason Greenwood,9,65,270,308,58,633,32,21,11,393,2156,1095,20,17,25,15,507
Pascal Gro?,16,112,546,590,48,1244,14,6,8,601,2856,1280,34,8,35,20,847
Vicente Guaita,994,1139,3,0,0,1141,0,0,0,538,3403,2739,0,0,0,0,432
Matt?o Guendouzi,70,351,785,270,18,1385,43,24,19,864,5825,3157,38,10,20,21,1013
Frederic Guilbert,105,443,593,361,10,1385,48,23,25,518,3068,1762,42,1,30,14,636
?lkay G?ndo?an,55,288,1325,562,41,2157,24,18,6,1517,6437,3002,63,5,15,11,1748
Angus Gunn,221,276,1,0,0,277,0,0,0,121,966,703,0,0,0,0,83
S?bastien Haller,34,88,574,403,119,1058,40,24,15,490,2050,785,21,4,60,35,814
Grant Hanley,134,522,316,14,10,849,3,2,1,485,2153,1010,2,0,5,2,515
Kortney Hause,163,554,463,46,27,1058,13,9,4,520,3015,1655,4,0,13,7,559
Isaac Hayden,50,275,618,229,29,1110,43,27,16,532,2118,793,18,6,28,17,613
Tom Heaton,589,668,12,1,0,681,0,0,0,259,1861,1376,0,0,2,0,203
Dean Henderson,948,1109,10,1,1,1120,0,0,0,544,4443,2726,0,0,2,0,363
Jordan Henderson,29,289,1391,481,43,2144,28,17,11,1479,6546,3233,51,5,25,6,1580
Jeff Hendrick,34,143,412,254,36,800,47,22,25,417,2079,844,19,8,39,29,462
Wayne Hennessey,105,117,1,0,0,118,0,0,0,41,238,176,0,0,0,0,36
Javier Hern?ndez,0,1,14,11,4,26,0,0,0,14,38,7,0,0,1,1,17
Onel Hern?ndez,16,94,185,299,71,560,76,42,34,390,3160,1735,25,37,39,36,356
Son Heung-min,25,144,462,641,137,1229,107,62,45,833,5246,2550,49,56,66,57,853
George Hirst,0,0,5,7,2,12,1,0,1,8,26,11,0,0,1,0,10
Rob Holding,73,242,189,10,6,440,4,2,2,292,1320,707,2,0,4,2,310
Jos? Holebas,40,176,345,215,5,731,16,7,9,304,1386,770,17,3,5,5,341
Mason Holgate,169,706,577,45,16,1319,12,10,2,767,4387,2522,12,1,8,6,790
Nathan Holland,0,3,4,14,1,21,3,3,0,17,89,42,2,1,3,1,18
Conor Hourihane,40,125,403,341,27,863,7,4,3,365,1224,535,11,1,11,8,493
Callum Hudson-Odoi,3,47,190,381,49,611,48,27,21,442,3068,1656,27,26,29,18,495
Will Hughes,44,235,612,420,47,1254,33,24,9,632,3123,1642,33,5,46,32,688
Pierre H?jbjerg,83,412,1446,426,39,2248,52,40,12,1134,5822,2633,42,6,64,26,1340
Jordon Ibe,3,5,18,7,0,28,2,1,1,17,200,119,2,0,1,1,15
Adam Idah,1,10,38,35,8,83,4,0,4,48,230,64,1,1,10,5,53
Odion Ighalo,1,2,18,29,16,49,6,3,3,29,128,31,1,1,4,4,35
Kelechi Iheanacho,5,24,172,227,72,418,27,16,11,315,1567,704,15,10,52,21,348
Danny Ings,33,110,440,566,165,1094,97,48,49,579,3011,1315,33,26,70,50,695
Alex Iwobi,16,116,351,341,47,794,52,32,20,534,3317,1800,55,12,35,17,542
Phil Jagielka,26,78,37,3,1,118,0,0,0,29,119,22,0,0,0,0,43
Alireza Jahanbakhsh,3,21,60,115,10,193,15,8,7,118,560,252,5,1,8,6,137
Daniel James,7,120,386,558,86,1049,62,27,35,682,5477,3422,69,43,46,29,826
Matty James,0,2,3,0,0,5,0,0,0,5,14,6,0,0,0,0,5
Reece James,41,336,696,463,18,1480,42,30,12,926,4331,2040,34,3,17,22,990
Daryl Janmaat,31,105,189,135,8,426,7,5,2,227,1077,600,13,2,9,2,251
Gabriel Jesus,7,54,319,509,171,871,60,45,15,602,2691,1147,22,29,48,33,675
Ra?l Jim?nez,38,125,741,630,192,1472,99,62,37,797,4867,2245,54,42,110,67,1153
Jo?o Pedro,0,1,3,10,2,14,4,3,1,12,138,62,2,1,0,2,13
Joelinton,39,112,712,424,94,1235,80,41,39,699,3690,1486,37,26,134,60,875
Ben Johnson,14,71,82,42,0,195,1,1,0,99,418,160,2,0,3,1,106
Curtis Jones,0,20,71,50,7,140,4,3,1,102,454,232,5,1,2,4,111
Phil Jones,9,57,56,10,3,122,1,1,0,53,331,222,1,0,2,0,66
Bruno Jord?o,0,0,5,2,0,7,0,0,0,4,39,17,0,0,0,0,4
Jorginho,79,527,1663,356,10,2528,21,13,8,1580,6854,3243,34,2,19,22,1832
Jota,8,28,53,58,8,136,8,7,1,98,746,379,10,2,7,13,95
Diogo Jota,9,106,589,592,146,1256,133,66,67,785,6181,3569,93,51,80,57,963
James Justin,29,234,482,244,18,952,17,8,9,547,2421,1277,32,5,18,12,620
Christian Kabasele,185,546,390,23,18,954,10,9,1,433,1896,776,1,0,12,5,437
Harry Kane,38,74,427,400,117,890,55,28,27,576,2992,1209,24,23,68,32,685
N'Golo Kant?,49,264,763,398,32,1406,38,24,14,779,4314,2226,49,3,33,29,910
Moise Kean,6,24,106,146,49,270,48,25,23,203,1359,559,11,15,33,19,197
Michael Keane,295,991,751,45,33,1778,1,1,0,992,4975,2648,1,1,7,4,1078
Naby Ke?ta,5,74,489,246,20,796,26,23,3,537,2922,1686,44,5,14,9,603
Lloyd Kelly,40,149,96,52,6,294,2,2,0,139,663,328,2,0,5,3,133
Martin Kelly,97,400,399,88,6,885,10,5,5,332,1400,728,9,2,10,3,442
Max Kilman,12,57,63,0,0,120,1,1,0,61,285,169,0,0,1,0,74
Joshua King,12,88,350,399,84,814,107,52,55,555,4169,1749,47,23,77,54,585
Timm Klose,59,279,180,7,4,465,3,2,1,279,1324,705,1,0,1,1,315
Jonathan Kodjia,2,3,17,23,7,43,3,1,2,18,133,62,2,1,4,0,29
Sead Kola?inac,61,361,570,281,29,1202,21,16,5,631,3253,2016,33,11,21,11,755
Ezri Konsa,116,489,517,100,21,1094,10,7,3,523,2275,1240,9,0,8,5,585
Cheikhou Kouyat?,85,396,593,252,53,1229,31,17,14,533,2590,1120,19,1,44,25,677
Mateo Kova?i?,30,359,1348,426,14,2107,90,77,13,1518,8911,4135,57,5,30,27,1671
Emil Krafth,53,223,221,92,9,531,6,4,2,219,1014,598,11,1,8,3,278
Tim Krul,1362,1647,31,0,0,1677,1,0,1,942,4997,3275,0,0,1,1,840
Alexandre Lacazette,21,91,332,347,101,761,47,24,23,433,2029,826,9,5,54,37,545
Adam Lallana,7,49,179,116,13,340,5,2,3,219,820,392,11,1,13,5,234
?rik Lamela,17,85,331,350,29,750,44,30,14,538,3344,1612,51,12,26,42,537
Tariq Lamptey,0,4,5,9,1,18,1,0,1,7,50,17,2,0,0,0,5
Tariq Lamptey1,20,105,129,93,9,322,22,15,7,171,1128,601,10,7,13,7,173
Henri Lansbury,3,25,58,27,4,109,0,0,0,45,161,48,1,0,7,0,60
Manuel Lanzini,10,93,540,314,31,933,48,33,15,599,3612,1661,35,9,30,16,699
Aymeric Laporte,80,432,765,35,8,1228,3,2,1,946,5450,3802,18,0,1,1,978
Jamaal Lascelles,188,662,386,33,18,1076,6,4,2,530,2311,838,5,0,6,4,553
Valentino Lazaro,16,91,88,64,6,242,13,8,5,142,639,349,4,2,4,6,141
Moritz Leitner,14,148,387,145,11,674,9,7,2,472,2543,1327,18,1,15,7,508
Florian Lejeune,21,137,118,13,5,267,5,4,1,127,538,197,3,0,3,2,121
Aaron Lennon,12,32,77,73,5,182,8,3,5,97,599,286,8,4,7,4,102
Bernd Leno,950,1055,6,0,0,1061,1,1,0,543,3095,2134,0,0,1,0,437
Jefferson Lerma,115,497,1011,241,14,1732,37,26,11,1007,4041,1618,17,0,29,18,955
Jamal Lewis,117,638,638,357,23,1626,65,34,31,931,5940,3418,65,12,36,21,937
Victor Lindel?f,288,1234,1086,65,11,2379,5,4,1,1376,7730,4458,17,0,13,4,1595
Jesse Lingard,5,30,249,234,32,508,23,13,10,284,1577,818,23,4,25,11,405
Hugo Lloris,585,621,0,0,0,621,0,0,0,320,1898,1306,0,0,0,1,219
Giovani Lo Celso,23,171,691,425,27,1266,51,32,19,875,5567,2847,55,6,42,31,864
J?rgen Locadia,0,1,15,13,4,29,1,1,0,12,44,19,0,1,5,2,22
Ruben Loftus-Cheek,5,17,81,52,11,150,4,4,0,94,491,253,8,1,2,4,120
Kevin Long,30,148,108,3,3,257,1,1,0,114,420,117,0,0,1,0,122
Shane Long,15,42,256,301,67,597,13,6,7,270,1214,453,12,8,58,20,458
Matthew Longstaff,8,65,186,43,5,293,4,3,1,161,573,207,2,2,4,7,192
Sean Longstaff,39,203,500,158,7,857,18,7,11,450,1936,661,5,2,26,16,498
Dejan Lovren,80,339,416,25,16,778,1,1,0,502,2395,1443,7,0,1,0,518
Matthew Lowton,78,254,480,216,7,946,15,9,6,381,1818,1077,15,1,13,2,443
David Luiz,331,1124,933,58,16,2106,8,5,3,1370,9179,5310,13,1,16,5,1451
Douglas Luiz,104,405,882,287,29,1551,45,35,10,821,4977,2605,23,2,38,22,922
John Lundstram,59,244,715,579,51,1525,37,18,18,759,3955,1496,27,4,41,14,1067
Alexis Mac Allister,1,26,68,79,7,169,4,2,2,73,278,115,3,1,7,7,85
James Maddison,16,174,1003,838,72,1995,80,51,29,1333,6211,2608,58,19,56,29,1438
Harry Maguire,360,1365,1412,166,61,2915,11,7,4,1753,12005,7489,37,4,11,6,1951
Riyad Mahrez,20,119,518,860,132,1478,89,52,37,1113,6947,3413,75,58,46,33,1161
Ainsley Maitland-Niles,71,442,536,233,15,1203,34,19,15,596,3219,1917,23,9,17,18,744
Sadio Man?,15,113,565,897,201,1547,110,69,41,1195,7762,3888,103,62,100,57,1256
Javier Manquillo,81,305,325,194,11,814,25,13,12,362,1899,996,24,2,19,2,402
Solly March,23,131,304,355,41,780,28,16,12,412,2760,1503,30,13,16,30,492
Pablo Mar?,19,53,59,2,0,114,0,0,0,70,476,294,0,0,0,0,83
Adrian Mariappa,89,326,350,106,6,780,1,1,0,284,881,356,4,0,9,3,331
Anthony Martial,18,48,329,677,157,1041,97,50,47,705,4107,1911,54,45,74,61,886
David Martin,115,131,1,0,0,132,0,0,0,49,376,281,0,0,0,0,31
Josh Martin,0,4,9,6,1,19,0,0,0,13,111,35,0,0,0,0,13
Gabriel Martinelli,11,61,88,132,36,273,32,9,23,168,1409,770,15,13,29,12,181
Emiliano Mart?nez,271,308,1,0,0,309,0,0,0,183,931,619,0,0,0,0,136
Adam Masina,88,394,553,259,19,1197,16,9,7,468,2177,1037,15,2,16,12,516
Arthur Masuaku,45,243,365,166,12,767,44,27,17,392,2591,1511,30,8,15,19,430
Juan Mata,3,33,296,273,32,600,12,5,7,357,1695,776,22,6,13,8,499
Nemanja Mati?,60,355,851,237,5,1437,24,20,4,842,5169,3053,40,3,18,16,1021
Jo?l Matip,54,262,347,33,8,640,2,2,0,426,2290,1663,14,0,3,2,419
Neal Maupay,15,70,429,556,163,1042,68,24,44,604,3646,1414,37,34,79,56,747
James McArthur,102,480,1014,505,86,1980,44,29,15,979,5402,2436,42,16,56,39,1186
Oliver McBurnie,46,108,397,440,107,935,44,22,22,365,1712,694,23,8,43,34,634
Alex McCarthy,678,882,6,0,0,888,2,2,0,431,2517,1716,0,0,0,0,351
James McCarthy,29,250,598,201,11,1040,10,7,3,417,1832,679,6,0,18,11,543
John McGinn,40,194,507,424,62,1099,72,53,19,637,3834,1749,28,9,41,49,676
David McGoldrick,25,87,420,401,64,895,48,31,17,453,2313,884,18,8,62,27,652
Michael McGovern,52,57,0,0,0,57,0,0,0,27,133,92,0,0,0,0,19
Kenny McLean,116,554,1180,387,27,2107,44,31,13,1271,6189,3022,31,5,51,38,1444
Dwight McNeil,43,253,840,668,43,1720,142,77,65,1066,8654,3629,95,9,57,63,1041
Scott McTominay,67,297,781,226,22,1293,46,31,15,696,3774,1668,27,3,36,29,849
Ben Mee,225,764,828,56,45,1633,7,6,1,717,3098,1390,0,0,14,3,789
Benjamin Mendy,32,220,688,539,10,1434,27,19,8,1010,4046,2269,58,5,13,17,1069
Nampalys Mendy,6,49,168,32,1,249,2,1,1,176,715,306,6,0,5,2,187
Chris Mepham,104,360,263,24,15,645,5,3,2,411,2159,1247,1,0,5,4,380
