Max Aarons,64,44,49,15,0,37,55,18,19,20,28,96,1
Che Adams,13,6,5,5,3,2,16,14,2,16,8,18,0
Rayan A?t-Nouri,64,36,46,15,3,22,44,22,2,22,22,39,1
Kristoffer Ajer,29,18,21,6,2,13,21,8,11,8,26,74,0
Nathan Ak?,16,9,7,8,1,6,8,2,5,2,8,23,0
Marc Albrighton,31,19,16,9,6,10,47,37,3,12,14,20,0
Thiago Alc?ntara,48,29,14,24,10,10,42,32,2,20,26,13,2
Trent Alexander-Arnold,40,23,19,13,8,27,60,33,4,18,43,40,0
Alisson,3,1,3,0,0,3,5,2,0,1,0,28,1
Allan,74,44,28,39,7,34,105,71,9,31,23,39,1
Dele Alli,14,8,10,3,1,5,17,12,5,17,6,16,0
Dele Alli1,7,2,3,4,0,0,4,4,2,5,6,10,0
Miguel Almir?n,47,29,23,17,7,11,44,33,1,13,20,13,0
Marcos Alonso,41,29,20,12,9,17,36,19,5,24,43,53,0
Steven Alzate,10,4,4,5,1,4,7,3,1,1,10,10,0
Daniel Amartey,26,13,19,7,0,19,29,10,22,8,21,93,4
Joachim Andersen,30,23,21,9,0,16,27,11,19,10,37,125,3
Michail Antonio,23,17,5,9,9,7,18,11,1,18,3,13,0
Cameron Archer,0,0,0,0,0,0,0,0,0,0,0,0,0
Alphonse Areola,0,0,0,0,0,0,0,0,0,0,0,1,0
Adam Armstrong,10,4,2,2,6,0,6,6,1,12,3,6,0
Stuart Armstrong,27,19,15,6,6,9,23,14,1,9,8,15,0
Kepa Arrizabalaga,0,0,0,0,0,0,0,0,0,0,0,4,0
Harrison Ashby,0,0,0,0,0,0,0,0,0,1,1,1,0
Pierre-Emerick Aubameyang,11,5,6,4,1,3,10,7,1,11,0,4,0
Jordan Ayew,47,30,20,20,7,17,31,14,3,30,15,15,0
Luke Ayling,74,42,46,23,5,51,97,46,25,21,28,52,1
C?sar Azpilicueta,51,28,18,27,6,16,35,19,9,23,23,65,1
Daniel Bachmann,0,0,0,0,0,0,0,0,0,0,1,5,0
Leon Bailey,17,11,6,8,3,6,13,7,1,9,1,2,0
Eric Bailly,5,4,4,0,1,3,4,1,2,2,3,11,0
Folarin Balogun,1,1,0,0,1,0,0,0,0,1,0,1,0
Patrick Bamford,1,0,0,1,0,0,3,3,2,6,2,8,0
Shandon Baptiste,14,4,9,4,1,6,15,9,0,10,11,12,0
Ross Barkley,0,0,0,0,0,0,1,1,0,1,1,0,0
Ashley Barnes,11,2,2,7,2,2,9,7,1,7,2,5,0
Harvey Barnes,31,16,9,11,11,7,23,16,1,23,5,7,0
Lewis Bate,1,0,0,0,1,0,8,8,0,1,1,1,0
Mads Bech S?rensen,8,7,6,2,0,6,7,1,6,3,6,25,0
Jan Bednarek,32,15,18,13,1,19,33,14,27,21,72,141,0
Donny van de Beek,6,4,4,1,1,1,2,1,1,4,2,1,0
Donny van de Beek1,15,7,8,6,1,6,13,7,2,4,6,4,0
Asmir Begovi?,0,0,0,0,0,0,0,0,0,0,0,3,0
