Max Aarons,1107,1469,16588,6133,645,713,383,511,57,160,1.7,20,50,37,9
Che Adams,304,472,4188,1017,188,256,73,106,18,34,1.7,26,24,10,0
Rayan A?t-Nouri,763,1025,12151,4064,418,472,273,361,54,141,1.1,17,28,14,10
Kristoffer Ajer,627,892,10133,4740,303,372,255,342,47,105,1.8,8,41,13,2
Nathan Ak?,796,878,13200,4534,373,399,384,416,29,42,0.5,2,63,3,0
Marc Albrighton,347,558,5152,2040,220,258,86,145,26,94,1.0,11,23,8,6
Thiago Alc?ntara,1340,1508,24737,7150,573,624,594,640,150,190,1.7,29,211,26,1
Trent Alexander-Arnold,2039,2757,40112,15683,841,964,811,1048,344,636,13.0,90,245,85,25
Alisson,1214,1388,28439,18286,275,276,686,699,249,409,0.0,1,16,1,0
Allan,778,982,12868,4192,356,405,337,402,57,102,1.0,15,103,20,3
Dele Alli,177,228,2353,563,105,124,45,53,10,20,0.4,2,14,4,1
Dele Alli1,114,157,1696,434,63,81,34,45,9,12,0.4,7,10,3,1
Miguel Almir?n,402,511,5720,1254,229,264,118,149,23,38,0.6,16,26,5,0
Marcos Alonso,1142,1486,17781,5763,624,709,387,478,84,194,3.4,43,67,34,15
Steven Alzate,204,233,3213,865,105,116,72,78,17,24,0.2,2,18,1,0
Daniel Amartey,1399,1546,25246,8400,508,550,769,810,103,140,0.4,4,71,1,0
Joachim Andersen,1911,2351,44144,15836,410,480,1138,1224,349,604,1.9,20,151,11,2
Michail Antonio,438,702,6545,1294,252,324,121,192,37,63,5.0,45,24,27,12
Cameron Archer,4,4,62,29,3,3,1,1,0,0,0.0,0,0,0,0
Alphonse Areola,21,40,785,656,2,2,8,8,11,30,0.0,0,0,0,0
Adam Armstrong,229,324,3453,610,111,142,93,126,12,22,1.4,13,11,13,0
Stuart Armstrong,590,744,8618,2144,321,386,217,250,25,42,1.4,25,46,23,4
Kepa Arrizabalaga,115,138,2398,1340,36,36,55,55,21,44,0.0,0,1,0,0
Harrison Ashby,7,7,110,8,5,5,1,1,1,1,0.0,0,0,0,0
