link,Player_id,Name,nationality,position,team,age,games,games_starts,minutes,minutes_90s,goals,assists,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,progressive_carries,progressive_passes,progressive_passes_received,shots,shots_on_target,average_shot_distance,xg_net,sca,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,passes_completed,passes,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_tackled,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenges_lost,blocked_shots,blocked_passes,interceptions,clearances,errors,games_complete,games_subs,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus_wowy,on_xg_for,on_xg_against,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,gk_goals_against,gk_shots_on_target_against,gk_saves,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_passes_completed_launched,gk_passes_launched,gk_passes,gk_passes_throws,gk_passes_length_avg,gk_goal_kicks,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions
https://fbref.com/en/players/cea4ee8f/Dele-Alli,120220011,Dele Alli,ENG,MF,Tottenham,25,10,8,657,7.3,1,0,1,1,1,0,1.6,0.8,0.3,8,18,22,3,2,21.4,-0.6,7,4,0,0,0,3,0,1,0,0,0,0,1,0,177,228,2353,563,105,124,45,53,10,20,0.4,2,14,4,1,210,17,4,1,1,5,4,0,0,0,0,177,1,6,24,74,188,82,14,338,27,12,15,184,923,358,8,0,13,19,203,14,8,10,3,1,5,17,12,5,17,6,16,0,5,2,9,1.4,6,13,-2.13,8.6,11.2,0,12,11,2,1,0,0,40,7,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/cea4ee8f/Dele-Alli,120220012,Dele Alli1,ENG,MF,Everton,25,11,1,338,3.8,0,0,0,0,3,0,0.1,0.1,0.4,7,13,21,3,0,19.4,-0.1,13,12,1,0,0,0,0,1,1,0,0,0,0,0,114,157,1696,434,63,81,34,45,9,12,0.4,7,10,3,1,140,14,3,3,1,1,5,1,0,0,0,114,3,4,13,50,107,71,13,225,14,5,9,108,708,290,8,3,15,6,132,7,2,3,4,0,0,4,4,2,5,6,10,0,0,10,7,0.91,7,10,-0.21,3.7,8.5,0,9,7,2,0,0,0,24,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/862a1c15/Miguel-Almiron,120220013,Miguel Almir?n,PAR,MF,Newcastle Utd,27,30,19,1716,19.1,1,0,0,0,2,0,1.7,1.7,0.9,44,46,85,32,7,19.6,-0.7,49,36,0,3,8,2,0,4,3,0,1,0,0,0,402,511,5720,1254,229,264,118,149,23,38,0.6,16,26,5,0,500,8,3,0,2,20,3,0,0,0,0,402,3,19,22,135,302,307,43,728,39,26,13,446,2959,1319,21,12,44,24,471,47,29,23,17,7,11,44,33,1,13,20,13,0,5,11,6,1.2,16,32,-0.73,16.6,30.6,0,17,25,9,0,0,0,96,5,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/f4290206/Marcos-Alonso,120220014,Marcos Alonso,ESP,DF,Chelsea,30,28,25,2167,24.1,4,4,0,0,8,0,2.8,2.8,4.5,51,93,192,43,10,18.7,1.2,93,66,16,3,6,2,0,10,7,2,0,1,0,0,1142,1486,17781,5763,624,709,387,478,84,194,3.4,43,67,34,15,1190,293,27,2,8,149,199,67,38,23,0,1142,3,39,72,451,626,730,69,1791,35,15,20,882,4325,2172,32,10,43,25,1037,41,29,20,12,9,17,36,19,5,24,43,53,0,16,3,6,1.64,42,22,-0.82,37.0,21.2,0,25,28,3,0,1,0,139,40,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/ad1f61f3/Steven-Alzate,120220015,Steven Alzate,COL,MF,Brighton,22,9,5,404,4.5,0,0,0,0,0,0,0.1,0.1,0.2,3,21,6,1,1,16.1,-0.1,6,6,0,0,0,0,0,1,1,0,0,0,0,0,204,233,3213,865,105,116,72,78,17,24,0.2,2,18,1,0,230,3,2,1,0,0,1,0,0,0,0,204,0,4,14,79,165,50,3,292,8,6,2,148,650,330,7,1,8,3,177,10,4,4,5,1,4,7,3,1,1,10,10,0,1,4,18,1.11,3,7,-0.95,3.5,7.0,0,6,4,0,0,0,0,39,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/1a4ef233/Daniel-Amartey,120220016,Daniel Amartey,GHA,DF,Leicester City,26,28,23,2123,23.6,0,0,0,0,4,0,0.0,0.0,0.2,14,62,0,2,1,34.1,0.0,18,18,0,0,0,0,0,1,1,0,0,0,0,0,1399,1546,25246,8400,508,550,769,810,103,140,0.4,4,71,1,0,1516,28,19,0,2,0,9,0,0,0,0,1399,2,16,246,872,832,52,6,1752,7,6,1,1133,5040,2786,12,1,7,1,1278,26,13,19,7,0,19,29,10,22,8,21,93,4,22,5,6,1.5,35,40,-0.77,26.0,36.3,0,14,8,1,0,0,0,145,33,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/e34fc66d/Joachim-Andersen,120220017,Joachim Andersen,DEN,DF,Crystal Palace,25,34,32,2916,32.4,0,3,0,0,4,0,0.7,0.7,1.7,14,100,4,8,3,15.3,-0.7,33,30,1,0,1,0,1,4,3,0,0,1,0,0,1911,2351,44144,15836,410,480,1138,1224,349,604,1.9,20,151,11,2,2252,95,86,3,32,8,5,0,0,0,0,1911,4,11,425,1538,1005,80,32,2614,9,7,2,1604,8191,4478,5,2,8,8,1865,30,23,21,9,0,16,27,11,19,10,37,125,3,31,2,0,1.32,44,37,0.75,40.4,35.8,0,19,8,1,0,0,1,152,56,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/ac05f970/Michail-Antonio,120220018,Michail Antonio,JAM,FW,West Ham,31,36,34,2971,33.0,10,8,0,1,8,1,10.8,10.2,6.0,77,46,246,82,27,14.9,-0.8,97,65,1,11,11,9,0,17,10,0,1,4,2,0,438,702,6545,1294,252,324,121,192,37,63,5.0,45,24,27,12,675,20,2,4,9,63,16,0,0,0,0,438,7,39,17,59,398,663,159,1094,93,50,43,681,4270,1921,46,35,136,72,885,23,17,5,9,9,7,18,11,1,18,3,13,0,23,2,1,1.56,55,43,0.96,45.8,43.7,1,50,52,13,0,0,0,90,79,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/05e8ca6d/Cameron-Archer,120220019,Cameron Archer,ENG,FW,Aston Villa,20,3,0,27,0.3,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0,12.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,62,29,3,3,1,1,0,0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,7,1,11,1,0,1,7,44,10,1,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,1.0,1,0,3.41,0.2,0.8,0,3,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/2f965a72/Alphonse-Areola,120220020,Alphonse Areola,FRA,GK,West Ham,28,1,1,90,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,40,785,656,2,2,8,8,11,30,0.0,0,0,0,0,23,17,3,0,0,0,0,0,0,0,0,21,0,0,40,42,0,0,0,42,0,0,0,20,85,41,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,37,0.0,0,1,-1.27,0.3,1.9,0,0,0,0,0,0,0,0,0,0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.39,0.2,9.0,28.0,26.0,3.0,46.3,14.0,48.5,15.0,1.0,0.0,5.5
https://fbref.com/en/players/68c720b5/Adam-Armstrong,120220021,Adam Armstrong,ENG,FW,Southampton,24,23,17,1413,15.7,2,2,0,0,1,0,4.5,4.5,1.6,39,30,105,47,14,17.2,-2.5,36,22,0,5,6,3,0,3,2,0,0,0,1,0,229,324,3453,610,111,142,93,126,12,22,1.4,13,11,13,0,283,40,0,4,1,18,2,0,0,0,0,229,1,6,9,40,184,275,75,493,42,16,26,287,1882,768,24,22,45,13,335,10,4,2,2,6,0,6,6,1,12,3,6,0,10,6,14,0.87,12,31,-0.99,16.6,28.9,0,13,6,2,1,0,0,36,13,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/97333cf5/Stuart-Armstrong,120220022,Stuart Armstrong,SCO,MF,Southampton,29,25,15,1473,16.4,2,0,0,0,1,0,2.5,2.5,1.5,63,83,78,38,9,20.5,-0.5,54,42,2,2,3,4,1,3,1,0,1,0,1,0,590,744,8618,2144,321,386,217,250,25,42,1.4,25,46,23,4,701,40,3,3,2,35,8,2,0,1,0,590,3,25,22,124,408,428,41,946,54,27,27,595,4052,1934,50,12,40,27,661,27,19,15,6,6,9,23,14,1,9,8,15,0,8,10,2,1.32,17,30,-0.29,19.1,29.4,0,11,20,1,1,0,0,94,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga,120220023,Kepa Arrizabalaga,ESP,GK,Chelsea,26,4,4,360,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,138,2398,1340,36,36,55,55,21,44,0.0,0,1,0,0,110,28,7,0,0,0,0,0,0,0,0,115,0,0,125,146,0,0,0,146,0,0,0,101,389,218,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,34,1.75,6,2,-0.15,4.4,2.7,0,0,1,0,0,0,0,3,1,0,2.0,13.0,11.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,0.25,1.2,8.0,29.0,117.0,29.0,26.4,21.0,27.6,44.0,2.0,8.0,18.8
https://fbref.com/en/players/b391383a/Harrison-Ashby,120220024,Harrison Ashby,SCO,DF,West Ham,19,1,0,7,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,110,8,5,5,1,1,1,1,0.0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,7,0,0,1,3,1,5,0,9,0,0,0,5,35,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0.0,0,1,-13.12,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/d5dd5f1f/Pierre-Emerick-Aubameyang,120220025,Pierre-Emerick Aubameyang,GAB,FW,Arsenal,32,14,12,1037,11.5,4,1,0,2,3,0,5.9,4.2,1.0,21,26,47,33,16,15.0,-1.9,22,14,0,2,4,2,0,3,2,0,0,1,0,0,137,208,1801,404,90,115,37,64,4,9,0.9,9,6,8,0,204,2,0,2,0,11,1,0,0,0,0,137,2,9,2,33,117,171,50,317,7,2,5,142,779,456,9,10,16,4,220,11,5,6,4,1,3,10,7,1,11,0,4,0,7,2,0,1.64,17,16,-0.37,16.6,16.4,0,15,8,10,0,0,0,22,25,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/da052c14/Jordan-Ayew,120220026,Jordan Ayew,GHA,FW,Crystal Palace,29,31,23,2019,22.4,3,3,0,0,2,0,3.1,3.1,2.8,98,51,151,35,8,16.8,-0.1,61,41,1,2,3,13,1,6,5,0,0,0,1,0,576,754,7894,1509,346,389,180,228,17,54,2.9,23,31,16,6,738,14,3,8,2,74,9,2,0,0,0,576,2,30,15,149,514,450,67,1087,71,34,37,696,4590,2316,49,24,84,77,779,47,30,20,20,7,17,31,14,3,30,15,15,0,10,8,6,1.13,31,31,-0.26,27.1,25.4,0,38,66,2,1,0,0,132,32,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/420d7c7d/Luke-Ayling,120220027,Luke Ayling,ENG,DF,Leeds United,29,26,26,2272,25.2,2,2,0,0,4,1,1.2,1.2,1.8,45,135,51,19,3,13.0,0.8,33,24,1,0,7,0,1,5,1,0,0,3,0,1,1224,1592,22964,10551,535,606,517,619,154,294,1.0,12,98,11,4,1412,171,36,5,24,31,134,0,0,0,0,1224,9,29,178,905,758,244,35,1884,37,23,14,1002,5566,3583,23,2,42,10,1147,74,42,46,23,5,51,97,46,25,21,28,52,1,23,0,0,0.85,30,66,-1.35,30.8,50.9,0,22,19,2,0,1,0,187,34,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/53cad200/Cesar-Azpilicueta,120220028,C?sar Azpilicueta,ESP,DF,Chelsea,31,27,24,2070,23.0,1,2,0,0,3,0,0.9,0.9,1.8,49,138,132,11,4,14.7,0.1,48,43,0,2,3,0,0,8,6,0,1,1,0,0,1486,1787,22185,8377,809,904,565,643,65,139,2.3,17,104,19,2,1627,153,25,1,0,47,128,0,0,0,0,1486,7,31,112,616,932,480,53,2017,19,15,4,1098,4607,2789,33,7,21,10,1420,51,28,18,27,6,16,35,19,9,23,23,65,1,16,3,7,1.78,36,23,-1.43,33.6,23.7,0,25,5,2,0,1,0,110,46,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
