Max Aarons,1130,332,17,5,4,50,315,0,0,0,0,1107,7,40
Che Adams,468,2,0,4,5,8,1,0,0,0,0,304,2,22
Rayan A?t-Nouri,811,211,10,1,7,96,172,29,11,16,0,763,3,19
Kristoffer Ajer,734,154,6,2,3,17,148,0,0,0,0,627,4,28
Nathan Ak?,836,41,15,1,2,1,26,0,0,0,0,796,1,5
Marc Albrighton,452,101,15,2,3,78,48,37,27,6,0,347,5,27
Thiago Alc?ntara,1488,18,10,4,17,4,4,1,0,1,0,1340,2,13
Trent Alexander-Arnold,2204,548,93,17,69,273,324,131,29,89,0,2039,5,34
Alisson,1154,234,62,0,3,0,0,0,0,0,0,1214,0,0
Allan,912,66,19,1,2,10,10,0,0,0,0,778,4,26
Dele Alli,210,17,4,1,1,5,4,0,0,0,0,177,1,6
Dele Alli1,140,14,3,3,1,1,5,1,0,0,0,114,3,4
Miguel Almir?n,500,8,3,0,2,20,3,0,0,0,0,402,3,19
Marcos Alonso,1190,293,27,2,8,149,199,67,38,23,0,1142,3,39
Steven Alzate,230,3,2,1,0,0,1,0,0,0,0,204,0,4
Daniel Amartey,1516,28,19,0,2,0,9,0,0,0,0,1399,2,16
Joachim Andersen,2252,95,86,3,32,8,5,0,0,0,0,1911,4,11
Michail Antonio,675,20,2,4,9,63,16,0,0,0,0,438,7,39
Cameron Archer,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Alphonse Areola,23,17,3,0,0,0,0,0,0,0,0,21,0,0
Adam Armstrong,283,40,0,4,1,18,2,0,0,0,0,229,1,6
Stuart Armstrong,701,40,3,3,2,35,8,2,0,1,0,590,3,25
Kepa Arrizabalaga,110,28,7,0,0,0,0,0,0,0,0,115,0,0
Harrison Ashby,6,1,0,0,0,0,1,0,0,0,0,7,0,0
Pierre-Emerick Aubameyang,204,2,0,2,0,11,1,0,0,0,0,137,2,9
Jordan Ayew,738,14,3,8,2,74,9,2,0,0,0,576,2,30
Luke Ayling,1412,171,36,5,24,31,134,0,0,0,0,1224,9,29
C?sar Azpilicueta,1627,153,25,1,0,47,128,0,0,0,0,1486,7,31
