https://fbref.com/en/players/774cf58b/Max-Aarons,120240001,Max Aarons,ENG,DF,Bournemouth,23,20,13,1237,13.7,0,1,0,0,1,0,0.0,0.0,0.8,22,43,26
https://fbref.com/en/players/b7e62e1d/Joshua-Acheampong,120240002,Joshua Acheampong,ENG,DF,Chelsea,17,1,0,6,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
https://fbref.com/en/players/2b09d998/Tyler-Adams,120240003,Tyler Adams,USA,MF,Bournemouth,24,3,1,121,1.3,0,0,0,0,0,0,0.0,0.0,0.1,4,5,1
https://fbref.com/en/players/c81d773d/Tosin-Adarabioyo,120240004,Tosin Adarabioyo,ENG,DF,Fulham,25,20,18,1617,18.0,2,0,0,0,2,0,0.7,0.7,0.1,10,62,5
https://fbref.com/en/players/0480ebc7/Elijah-Adebayo,120240005,Elijah Adebayo,ENG,FW,Luton Town,25,27,16,1419,15.8,10,0,0,0,1,0,5.9,5.9,0.7,16,23,110
https://fbref.com/en/players/4dcec659/Simon-Adingra,120240006,Simon Adingra,CIV,FW,Brighton,21,31,25,2222,24.7,6,1,0,0,3,0,4.3,4.3,3.7,111,50,278
https://fbref.com/en/players/288e1e13/Nayef-Aguerd,120240007,Nayef Aguerd,MAR,DF,West Ham,27,21,21,1857,20.6,1,0,0,0,3,1,1.5,1.5,0.3,10,68,3
https://fbref.com/en/players/938fa024/Brandon-Aguilera,120240008,Brandon Aguilera,CRC,FW,Nott'ham Forest,20,1,0,5,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1
https://fbref.com/en/players/a6c58494/Naouirou-Ahamada,120240009,Naouirou Ahamada,FRA,MF,Crystal Palace,21,20,0,349,3.9,0,0,0,0,4,1,0.5,0.5,0.0,19,25,20
https://fbref.com/en/players/eab957a3/Anel-Ahmedhodzic,120240010,Anel Ahmedhod?i?,BIH,DF,Sheffield Utd,24,31,29,2649,29.4,2,0,0,0,11,1,3.1,3.1,0.8,15,43,21
https://fbref.com/en/players/246d153b/Ola-Aina,120240011,Ola Aina,NGA,DF,Nott'ham Forest,26,22,20,1692,18.8,1,1,0,0,3,0,0.3,0.3,0.9,53,68,38
https://fbref.com/en/players/9b398aea/Rayan-Ait-Nouri,120240012,Rayan A?t-Nouri,ALG,DF,Wolves,22,33,29,2329,25.9,2,1,0,0,7,0,3.3,3.3,2.4,67,99,99
