Max Aarons,450,581,7402,2789,220,248,188,235,34,63,0.9,7,25,13,2
Joshua Acheampong,1,2,18,7,0,0,1,1,0,1,0.0,0,0,0,0
Tyler Adams,59,71,973,262,35,39,18,24,6,8,0.0,1,9,0,0
Tosin Adarabioyo,1028,1216,21010,7956,277,307,627,699,115,177,0.3,2,47,2,0
Elijah Adebayo,144,204,1847,385,94,122,41,60,3,6,0.4,14,9,4,0
Simon Adingra,634,840,8828,1713,412,491,185,245,20,38,3.5,33,17,33,11
Nayef Aguerd,943,1177,19870,8804,335,360,452,493,143,297,0.4,4,74,2,0
Brandon Aguilera,4,8,48,23,3,6,1,2,0,0,0.0,0,1,0,0
Naouirou Ahamada,150,187,2455,628,76,89,59,69,10,14,0.1,1,12,0,0
Anel Ahmedhod?i?,745,988,12681,5037,334,384,345,422,53,137,0.6,7,41,3,1
Ola Aina,603,802,9610,4012,328,374,217,284,45,99,1.0,11,58,13,6
Rayan A?t-Nouri,1005,1190,13946,3935,627,688,297,344,38,72,1.7,25,60,13,4
Kristoffer Ajer,610,810,10210,3786,291,337,263,332,45,103,2.7,12,56,10,3
Manuel Akanji,2180,2334,35688,9787,1091,1136,923,975,126,163,1.8,13,214,15,2
Nathan Ak?,1716,1864,26189,8717,882,921,750,796,43,85,1.1,10,148,5,1
Thiago Alc?ntara,7,10,130,30,3,3,3,4,1,2,0.0,0,0,0,0
Trent Alexander-Arnold,1553,2062,30386,12434,676,734,607,762,244,495,6.1,64,202,57,18
Alisson,985,1142,21428,13147,238,239,597,607,147,284,0.0,1,8,0,0
Miguel Almir?n,668,801,9023,1846,411,456,208,250,21,38,2.4,24,38,21,3
Edson ?lvarez,1033,1207,17083,5225,518,573,401,445,87,132,0.8,12,87,6,1
Juli?n ?lvarez,1011,1258,13977,2992,615,679,272,328,58,145,6.3,67,43,41,4
Zeki Amdouni,396,500,6229,1153,216,265,141,161,24,35,1.3,16,28,9,0
Sofyan Amrabat,578,664,10308,2747,244,274,264,296,56,67,0.4,6,62,6,1
Joachim Andersen,1731,2209,37874,14700,488,559,950,1041,281,547,2.3,20,171,17,8
Elliot Anderson,370,460,5041,1322,241,274,108,130,8,27,1.2,15,36,12,0
Jaidon Anthony,30,45,453,139,17,20,10,14,1,6,0.0,0,3,1,0
Michail Antonio,180,308,2635,626,111,154,48,90,13,26,1.3,8,13,7,2
Antony,468,595,6175,1608,295,348,130,153,16,30,1.9,22,26,29,3
Oliver Arblaster,349,438,5894,1788,173,200,146,166,26,50,0.9,11,37,6,0
Cameron Archer,266,332,3245,471,171,207,64,69,5,9,1.4,23,11,7,2
Cameron Archer1,5,6,42,0,5,6,0,0,0,0,0.0,0,0,0,0
Alphonse Areola,562,867,17799,12917,74,76,245,246,241,538,0.0,0,8,0,0
Lorenz Assignon,352,485,5411,1984,182,225,152,194,10,31,1.6,13,16,10,5
Serge Aurier,348,448,5238,2147,191,225,130,156,17,45,0.5,4,31,9,4
Taiwo Awoniyi,127,175,1594,312,88,111,34,47,3,5,0.9,10,6,3,0
Jordan Ayew,681,920,9753,1856,417,478,213,285,24,74,2.7,25,43,26,10
Beno?t Badiashile,1065,1173,18737,7087,442,463,543,584,71,106,0.9,6,48,4,0
Leon Bailey,573,790,8993,2559,327,391,184,242,48,82,7.3,52,38,51,7
Stefan Bajcetic,7,10,101,44,3,3,4,6,0,0,0.0,0,0,0,0
George Baldock,291,397,4602,1810,169,191,100,124,18,52,0.6,7,18,11,4
Carlos Baleba,713,775,10618,2185,402,429,267,278,24,30,0.3,8,38,3,0
Fod? Ballo-Tour?,56,78,1002,224,23,30,26,33,6,8,0.0,0,3,0,0
Shandon Baptiste,66,90,1144,351,33,39,25,28,7,15,0.4,4,7,3,2
Valent?n Barco,179,233,2509,864,120,131,47,64,7,23,0.4,4,10,3,0
Ross Barkley,1218,1474,21602,6544,550,611,473,533,147,226,2.7,44,138,27,1
Harvey Barnes,208,272,2981,750,128,147,68,84,7,16,1.9,13,11,17,3
Chris Basham,103,138,1506,484,62,70,31,45,6,14,0.1,2,7,2,0
Calvin Bassey,1440,1674,27276,9421,483,514,787,855,141,246,0.2,1,80,2,0
Owen Beck,3,4,31,1,2,3,1,1,0,0,0.0,0,0,0,0
Donny van de Beek,1,1,7,0,1,1,0,0,0,0,0.0,1,0,0,0
Amari'i Bell,645,835,10680,4470,324,372,270,315,44,108,0.4,8,63,8,0
Jean-Ricner Bellegarde,241,314,3452,786,144,161,76,98,14,29,0.8,12,17,7,0
Anis Ben Slimane,92,139,1322,373,47,70,35,43,4,5,0.1,3,6,2,0
Sa?d Benrahma,193,257,2587,504,116,138,56,76,8,15,0.8,11,11,11,2
Rodrigo Bentancur,674,800,10011,2610,384,426,244,282,29,41,1.1,8,69,11,1
Daniel Bentley,96,144,2347,1661,30,30,37,37,28,76,0.0,0,2,0,0
J?hann Berg Gu?mundsson,396,544,7505,2234,164,184,159,203,61,124,2.5,35,36,18,6
Sander Berge,1376,1562,24429,5168,568,637,658,711,125,154,1.6,29,129,16,1
Luke Berry,64,99,984,310,38,45,18,32,6,15,0.1,2,5,0,0
Beto,108,180,1451,323,66,98,34,53,5,7,0.3,11,7,6,0
Jordan Beyer,766,861,14232,3759,270,298,421,446,64,92,0.2,3,28,1,0
Philip Billing,404,537,6037,1791,232,279,121,153,31,56,2.1,23,39,15,4
Yves Bissouma,1689,1842,25078,7214,948,1006,607,651,68,84,1.7,11,156,12,0
Benicio Boaitey,13,20,188,30,8,11,5,8,0,0,0.1,1,0,0,0
Oscar Bobb,155,177,2056,478,101,107,44,51,4,4,1.3,9,3,19,1
Jayden Bogle,684,968,10589,3926,405,472,216,301,51,124,1.2,10,45,20,5
Willy Boly,503,671,9362,4059,201,229,239,304,49,109,0.8,9,34,8,0
Sven Botman,921,1017,17027,6760,357,382,459,489,98,132,0.6,5,38,1,0
Jarrod Bowen,484,702,6899,1825,284,341,141,188,34,71,4.8,31,29,13,3
Conor Bradley,419,530,6224,1849,238,275,149,190,20,35,1.2,15,27,13,3
Jarrad Branthwaite,1105,1385,20561,8048,440,507,531,612,115,212,1.3,4,60,1,0
Ben Brereton,200,265,2833,720,127,149,58,76,12,17,1.1,8,22,12,2
Rhian Brewster,52,76,702,178,35,41,10,22,4,7,0.1,2,6,1,0
Armando Broja,83,94,932,91,60,64,15,18,1,2,0.3,3,2,2,0
Armando Broja1,19,27,200,71,15,19,4,5,0,0,0.0,1,4,1,0
Andre Brooks,196,261,2943,511,109,131,80,97,6,19,0.3,3,11,5,0
David Brooks,95,132,1545,666,47,55,34,42,10,23,0.5,8,14,12,3
Jacob Brown,136,247,1865,626,91,127,35,56,6,24,0.4,8,6,3,1
Josh Brownhill,850,1106,13206,3449,451,532,311,393,55,114,2.1,34,71,16,0
Jacob Bruun Larsen,378,526,6208,1406,208,257,120,162,39,64,1.8,25,12,13,2
Hugo Bueno,318,406,4380,1005,211,237,92,117,11,27,0.7,6,11,8,8
Santiago Bueno,426,480,7158,2158,177,192,223,237,18,37,0.0,2,16,0,0
Facundo Buonanotte,404,478,5038,1028,270,306,95,109,9,15,1.2,18,26,14,1
Reece Burke,547,719,10396,4169,200,247,280,325,57,120,0.9,13,58,9,3
Dan Burn,1351,1667,22402,8237,606,702,676,788,54,111,1.1,10,67,7,3
Mason Burstow,3,4,29,1,3,3,0,0,0,0,0.0,0,0,0,0
Mois?s Caicedo,1907,2119,29696,8181,1046,1120,673,726,124,162,2.0,23,176,20,0
Tom Cairney,1126,1272,17463,3797,603,644,422,454,68,109,2.5,26,84,25,4
Dominic Calvert-Lewin,248,440,2917,647,175,271,49,99,6,12,1.6,19,13,12,0
Thomas Cannon,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Diego Carlos,1184,1340,23313,9315,357,378,714,749,107,199,0.4,3,72,4,0
Cesare Casadei,53,65,792,155,29,34,17,22,4,4,0.1,2,2,0,0
Casemiro,1165,1425,20136,7677,536,596,489,568,105,187,1.2,16,124,18,3
Kaelan Casey,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Matty Cash,985,1225,16094,4888,490,545,415,501,63,131,2.5,13,69,19,8
Timothy Castagne,1350,1662,21238,7361,705,794,514,595,91,162,1.8,18,74,17,8
Jonny Castro,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Trevoh Chalobah,700,783,12088,3518,278,302,377,397,35,70,0.4,2,30,2,0
Calum Chambers,100,113,1705,512,47,50,45,47,6,10,0.0,1,2,0,0
Youssef Chermiti,35,58,486,108,19,32,12,19,1,1,0.3,4,1,4,0
Ben Chilwell,373,495,5230,1552,230,259,112,143,18,48,1.8,14,29,2,2
Tawanda Chirewa,46,58,664,151,29,31,14,18,2,3,0.1,1,3,3,2
Leon Chiwome,19,22,244,59,12,13,6,6,1,1,0.0,0,2,0,0
Tahith Chong,428,550,6679,1643,227,257,149,189,32,54,1.4,10,35,20,8
Ryan Christie,988,1300,18802,5120,399,467,425,510,143,253,5.4,55,118,42,7
Carney Chukwuemeka,115,134,1476,266,82,88,26,31,4,5,0.3,4,4,6,0
Bobby Clark,38,49,465,64,23,29,11,12,1,2,0.0,0,3,0,0
Jordan Clark,369,513,6108,1636,180,231,136,173,33,63,1.2,12,19,18,4
Nathaniel Clyne,495,600,7555,3021,266,288,191,224,28,54,0.2,3,33,4,2
S?amus Coleman,207,306,3381,1481,111,132,76,103,16,51,0.7,3,15,4,2
Nathan Collins,1261,1552,23470,8772,462,528,660,757,116,214,1.1,11,78,6,0
Levi Colwill,965,1163,16310,5939,444,495,456,508,51,117,0.5,7,82,6,0
Lewis Cook,1135,1487,20294,6864,458,539,539,616,112,257,3.0,46,138,20,4
Jack Cork,25,33,370,77,13,16,10,10,1,3,0.0,0,5,0,0
Maxwel Cornet,36,49,407,70,27,34,6,8,0,1,0.0,4,0,0,0
Vladim?r Coufal,1154,1665,18778,9229,596,669,448,627,84,254,3.0,33,98,38,21
Philippe Coutinho,20,24,265,63,11,14,8,9,0,0,0.0,0,4,0,0
Aaron Cresswell,254,308,4176,1722,142,155,80,96,25,48,0.3,5,15,4,0
Marc Cucurella,1036,1196,15110,4408,595,645,383,430,32,65,1.2,19,51,7,4
Josh Cullen,1173,1373,18812,4917,617,667,466,521,69,127,2.3,26,119,17,3
Matheus Cunha,658,831,8887,2308,411,476,182,229,32,57,3.0,28,56,31,1
Sam Curtis,6,10,98,37,3,4,3,3,0,2,0.0,0,0,0,0
Mahmoud Dahoud,284,328,4011,886,169,176,84,99,16,25,0.4,10,21,1,1
Ameen Al-Dakhil,537,637,9642,2939,208,220,280,321,42,77,0.6,2,13,2,0
Diogo Dalot,1486,1830,24927,8066,729,817,574,701,139,213,2.4,37,107,31,16
Mikkel Damsgaard,300,432,4940,1897,151,194,116,151,26,55,0.9,10,50,11,1
Danilo,589,758,10498,3239,255,297,247,286,70,123,0.7,20,74,14,0
Arnaut Danjuma,102,152,1420,357,57,69,37,54,2,7,0.4,6,6,2,0
Jayden Danns,5,7,73,16,3,4,2,3,0,0,0.0,0,0,1,0
Josh Dasilva,10,19,153,59,5,7,5,7,0,2,0.2,1,0,0,0
David Datro Fofana,117,173,1574,343,67,94,36,49,5,6,0.3,8,9,5,1
Ben Davies,766,850,13839,5258,303,324,388,413,60,81,0.6,4,80,4,0
Tom Davies,68,99,901,310,41,50,20,27,2,7,0.2,1,6,1,0
Craig Dawson,1104,1277,23417,8062,296,333,640,679,158,237,0.6,9,52,2,0
Kevin De Bruyne,732,971,11555,3364,426,481,223,293,66,134,7.1,59,67,56,12
Hannes Delcroix,300,350,4932,1666,145,155,135,154,16,31,0.1,4,24,3,2
Leander Dendoncker,45,56,744,139,24,28,19,22,2,4,0.0,0,1,0,0
Moussa Diaby,485,619,6960,1348,280,329,170,215,17,32,4.5,47,29,40,9
Amad Diallo,149,170,1931,279,105,115,32,37,4,5,0.5,10,6,3,0
Amadou Diallo,1,1,10,0,1,1,0,0,0,0,0.0,0,0,0,0
R?ben Dias,2469,2635,42764,13568,1039,1076,1256,1306,146,204,1.9,7,220,12,3
Luis D?az,898,1075,13772,2931,527,584,274,320,68,91,4.7,64,62,45,3
Eric Dier,125,141,2070,1037,52,57,69,72,3,10,0.0,0,3,0,0
Lucas Digne,1015,1351,16244,5595,524,594,406,529,66,148,3.6,37,49,34,15
Issa Diop,950,1080,17646,6371,333,358,555,594,53,98,0.4,0,60,3,0
Axel Disasi,2031,2256,34081,11464,877,913,1050,1124,86,168,1.0,3,115,8,1
Ben Doak,4,4,45,8,4,4,0,0,0,0,0.0,0,0,0,0
Lewis Dobbin,44,65,537,95,32,36,9,17,2,5,0.1,4,0,3,1
Matt Doherty,515,653,7798,2105,296,348,174,212,31,55,0.9,12,22,7,1
Jeremy Doku,693,852,9699,1538,452,507,198,254,26,33,5.9,45,14,40,7
Nicol?s Dom?nguez,714,843,10894,3223,380,424,254,298,45,61,1.3,10,61,16,1
Jamie Donley,1,1,14,0,1,1,0,0,0,0,0.0,0,0,0,0
Abdoulaye Doucour?,683,893,9807,2329,381,453,239,288,28,59,1.5,34,43,18,1
Cheick Doucour?,367,422,5725,1849,200,222,146,165,18,24,0.8,10,39,5,0
Alfie Doughty,1121,1686,20956,8325,496,571,431,571,166,426,5.4,70,71,43,24
Tommy Doyle,801,955,15164,4208,309,331,361,399,106,178,0.9,8,86,7,2
Radu Dr?gu?in,326,370,5633,1782,130,148,185,198,8,16,0.0,0,10,0,0
Martin D?bravka,519,651,11869,6941,133,135,273,278,109,232,0.0,1,1,0,0
Paul Dummett,21,23,320,76,10,10,11,12,0,1,0.0,0,2,0,0
Lewis Dunk,2977,3233,50791,19478,1343,1382,1340,1417,216,340,2.2,13,204,8,1
Jhon Dur?n,83,121,1095,220,51,69,24,29,3,5,0.2,4,6,1,0
George Earthy,16,17,183,43,12,13,4,4,0,0,0.0,0,0,0,0
Ederson,1077,1234,25898,17578,275,276,560,570,239,381,0.1,1,25,1,0
Odsonne ?douard,249,350,3106,704,164,207,61,80,7,11,1.1,18,12,15,1
John Egan,128,185,2449,988,38,49,79,92,9,38,0.0,0,5,1,0
Hjalmar Ekdal,191,217,3404,938,66,71,109,120,12,17,0.0,1,8,0,0
Anthony Elanga,498,712,6655,1569,313,391,143,211,15,28,4.0,32,28,24,5
Harvey Elliott,825,986,13081,3101,457,496,278,323,66,105,4.6,37,76,45,11
Mohamed Elneny,39,40,624,147,18,19,21,21,0,0,0.0,0,2,0,0
Emerson,937,1038,13652,3714,529,558,339,362,32,45,0.9,3,42,7,2
Julio Enciso,132,178,1842,562,77,89,41,58,9,12,1.3,9,12,4,2
Wataru Endo,1157,1315,17822,5048,631,684,466,516,45,63,1.5,16,109,18,2
Christian Eriksen,648,805,10504,2702,340,384,229,277,55,98,2.3,27,66,17,3
Maxime Est?ve,690,821,11622,2998,308,343,336,371,36,79,0.2,1,41,0,0
Pervis Estupi??n,809,962,11736,3617,480,524,270,313,32,64,2.3,26,66,25,11
Jonny Evans,729,832,11952,3843,323,350,344,374,40,72,0.3,6,29,3,0
Eberechi Eze,700,909,11150,3226,353,405,253,301,61,134,5.6,54,48,45,7
?ukasz Fabia?ski,160,239,5259,3852,19,19,70,70,70,146,0.0,0,8,0,0
Romain Faivre,19,26,251,114,9,12,7,7,1,3,0.0,0,2,1,0
Ansu Fati,178,210,2332,518,117,124,41,50,10,11,0.6,6,14,7,0
Felipe,183,215,3654,1412,61,70,97,105,21,33,0.0,2,10,0,0
Evan Ferguson,244,303,3028,349,156,180,54,63,11,15,0.8,6,11,4,0
Bruno Fernandes,1590,2179,28404,10273,766,876,532,698,229,432,10.2,114,187,89,10
Enzo Fern?ndez,1574,1862,28776,8415,674,742,661,744,196,273,3.7,32,177,43,4
John Fleck,29,40,408,88,21,27,7,9,1,2,0.3,2,1,1,0
Mark Flekken,1131,1580,32732,22385,159,161,575,580,394,832,0.2,4,37,1,0
Phil Foden,1511,1767,20347,3769,990,1053,388,449,68,135,6.9,73,71,57,5
Wes Foderingham,595,1054,19592,15704,101,102,240,250,254,691,0.1,1,19,2,0
Pablo Fornals,162,210,2602,713,83,96,60,75,12,20,0.3,5,19,6,1
Omari Forson,30,33,373,78,17,17,10,12,0,0,0.0,2,2,1,0
Lyle Foster,312,461,4471,835,197,268,91,124,14,20,1.3,19,21,12,0
Matheus Fran?a,51,79,910,256,20,29,24,29,5,13,0.5,6,4,2,0
Nathan Fraser,33,42,380,45,24,27,7,10,0,0,0.1,2,0,2,0
Cody Gakpo,436,564,6130,1738,266,315,136,183,18,24,2.7,25,43,32,5
Conor Gallagher,1801,2018,26732,5954,1054,1116,598,654,95,146,3.5,52,135,32,4
Idrissa Gana Gueye,758,898,11688,3236,384,428,317,361,39,66,0.8,15,70,9,1
Alejandro Garnacho,675,901,9269,1365,422,506,189,233,34,63,2.9,46,26,22,4
James Garner,958,1244,16067,4432,464,536,374,437,90,185,3.7,44,98,24,6
Saman Ghoddos,325,448,5565,1748,164,187,131,167,27,78,1.0,9,29,10,4
Morgan Gibbs-White,1045,1480,18412,6092,499,609,350,452,152,297,6.8,74,114,39,13
Bryan Gil,127,157,1809,344,69,81,54,62,1,2,0.3,4,6,8,1
Alfie Gilchrist,121,141,1893,468,63,73,55,61,3,6,0.0,0,5,1,0
Billy Gilmour,1915,2107,29399,7671,1049,1093,703,759,106,170,2.5,22,183,33,3
Ben Godfrey,336,484,5725,2373,147,180,157,204,23,62,0.5,3,32,6,2
Andr? Gomes,223,291,3909,971,112,132,80,95,27,51,0.5,4,24,6,1
Jo?o Gomes,1051,1279,15291,4174,596,665,342,404,50,94,1.7,20,73,23,5
Toti Gomes,1516,1847,23316,8336,782,859,631,748,60,153,0.6,6,78,6,1
Joe Gomez,1114,1345,18984,5116,519,574,497,585,83,131,1.1,22,83,20,7
Sergio G?mez,46,54,636,97,29,31,15,17,1,2,0.2,1,1,2,1
Enso Gonzalez,6,6,87,3,2,2,3,3,0,0,0.0,0,0,0,0
Anthony Gordon,803,1055,12020,3500,486,559,214,282,70,136,5.6,57,54,39,12
Kaide Gordon,1,1,16,11,0,0,1,1,0,0,0.0,0,0,0,0
Daniel Gore,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Ryan Gravenberch,415,504,5520,1719,263,302,122,140,8,12,1.4,16,35,27,0
Ivo Grbi?,148,298,5407,4505,23,23,48,54,76,217,0.0,0,1,0,0
Jack Grealish,499,580,7032,1069,302,329,156,174,23,32,2.8,26,15,25,0
Pascal Gro?,2774,3223,42905,13360,1583,1674,914,1035,193,359,9.2,103,242,73,27
Marc Gu?hi,1138,1309,22770,7962,363,403,636,673,130,212,1.0,7,90,5,0
Bruno Guimar?es,1941,2313,33351,9336,915,1011,789,902,181,285,6.3,62,184,70,5
Malo Gusto,1230,1423,17534,5080,761,829,394,454,48,73,3.3,32,49,29,13
Jo?ko Gvardiol,1671,1919,25207,6169,931,1010,618,695,77,107,2.1,18,141,16,3
Erling Haaland,295,388,3234,567,197,242,56,70,5,8,2.2,29,16,11,0
Antwoine Hackford,2,2,14,0,2,2,0,0,0,0,0.0,0,0,0,0
Lewis Hall,452,552,7570,3083,229,248,186,220,33,61,0.7,3,41,3,1
Gustavo Hamer,754,1102,12591,4875,371,449,266,346,80,222,4.6,70,94,37,7
Luke Harris,11,14,172,14,5,8,4,4,1,1,0.0,0,0,1,0
Jack Harrison,409,631,5825,2378,243,291,127,195,23,73,3.3,28,37,34,11
Daiki Hashioka,227,282,3875,1580,101,108,107,126,16,34,0.3,3,14,4,3
Kai Havertz,764,955,9583,2405,525,609,195,245,7,15,4.3,46,65,29,1
Jan Paul van Hecke,2225,2415,38300,14722,939,991,1109,1181,136,186,1.1,10,156,10,1
Hwang Hee-chan,424,551,5661,1028,256,312,131,162,13,21,2.9,17,19,7,2
Dean Henderson,280,485,7596,5485,75,78,120,123,81,277,0.0,0,9,1,0
Rico Henry,147,183,2291,763,82,94,51,61,11,19,0.8,4,10,7,2
Son Heung-min,887,1075,12123,2822,531,609,297,338,23,38,8.3,68,40,65,2
Aaron Hickey,243,277,3813,894,134,140,92,106,14,20,0.1,1,10,2,0
James Hill,28,42,542,243,13,16,8,13,5,10,0.0,0,6,0,0
Jack Hinshelwood,418,498,5999,1172,233,267,156,175,9,22,0.4,8,24,5,1
Mason Holgate,138,211,2552,1215,65,83,52,78,19,44,0.2,1,17,2,2
Callum Hudson-Odoi,574,736,9036,1826,325,359,187,251,46,83,2.5,36,20,32,8
Will Hughes,731,878,10742,3108,389,436,281,317,27,62,1.8,21,71,16,2
Pierre H?jbjerg,1234,1415,20132,7286,652,718,440,480,100,142,1.5,9,160,12,1
Rasmus H?jlund,304,402,3552,884,199,247,58,77,11,12,0.9,28,14,14,1
Igor,1398,1497,21855,7143,714,742,615,640,49,68,0.5,7,123,2,0
Danny Ings,76,107,854,170,40,50,19,24,1,8,0.3,5,2,3,0
Tim Iroegbunam,51,55,704,229,30,31,19,20,0,0,0.0,0,1,0,0
Alexander Isak,385,493,5446,1167,237,280,117,142,15,22,2.8,27,28,21,0
Alex Iwobi,27,42,545,179,13,14,7,10,7,15,0.4,4,1,3,1
Alex Iwobi1,821,1051,13556,4268,400,451,325,403,66,118,4.0,49,84,46,8
Nicolas Jackson,515,666,6528,1537,323,386,126,164,20,27,2.9,38,40,21,0
Reece James,275,341,4433,1383,144,163,104,130,19,34,1.6,11,21,6,3
Vitaly Janelt,1088,1398,17534,5211,579,666,394,496,84,156,3.7,37,107,32,15
Daniel Jebbison,1,3,9,0,1,1,0,0,0,0,0.0,0,0,0,0
Mathias Jensen,875,1202,17423,6338,362,423,337,439,152,268,4.8,41,88,41,11
Gabriel Jesus,403,513,5315,971,259,306,111,140,10,16,3.2,29,18,19,1
Ra?l Jim?nez,262,382,3408,717,162,201,54,90,17,33,1.0,11,23,11,2
Jo?o Pedro,659,818,8706,1876,425,483,178,217,24,43,4.7,37,43,44,4
Joelinton,524,627,7295,1898,312,350,166,191,19,25,1.1,23,38,9,0
Ryan John Giles,140,218,2294,949,74,85,56,85,9,39,0.6,5,10,10,6
Ben Johnson,246,334,3816,1465,141,156,88,121,14,33,0.1,0,18,1,0
Brennan Johnson,519,728,7315,1778,333,405,158,217,15,45,4.5,45,32,39,10
Brennan Johnson1,47,61,671,143,25,29,17,22,2,2,0.0,1,2,0,0
Joseph Johnson,30,36,646,228,9,9,16,17,5,9,0.0,0,1,0,0
Sam Johnstone,343,599,11568,8793,45,46,143,147,155,401,0.0,0,13,0,0
Curtis Jones,707,776,10366,2136,405,428,257,278,22,30,1.1,11,64,14,1
Jorginho,699,785,11386,3439,360,380,280,310,45,59,2.1,10,81,25,1
Diogo Jota,287,394,3995,939,185,227,83,104,11,17,1.7,22,18,12,0
Mads Juel Andersen,87,117,1570,766,41,47,37,48,9,19,0.0,0,7,0,0
Hamed Junior Traor?,18,27,244,59,10,11,6,8,1,3,0.0,1,3,0,0
Mathias J?rgensen,446,593,7338,3528,227,262,186,238,27,62,0.5,7,52,9,1
Issa Kabor?,533,759,8402,3289,277,324,203,287,35,78,1.9,16,30,18,13
Sasa Kalajdzic,38,60,507,130,22,33,10,16,2,5,0.3,4,1,2,0
Boubacar Kamara,922,1035,14037,3978,521,560,319,344,56,82,1.4,20,107,12,0
Willy Kambwala,163,192,2765,960,74,78,85,95,3,14,0.0,0,7,0,0
Thomas Kaminski,869,1468,27614,22188,173,175,329,344,362,937,0.1,1,44,2,0
Loris Karius,21,37,507,279,4,4,14,14,3,18,0.0,0,0,0,0
Michael Keane,171,221,3519,1261,47,60,98,113,23,42,0.1,0,15,0,0
Thilo Kehrer,9,9,86,36,7,7,1,1,0,0,0.0,0,0,0,0
Caoimh?n Kelleher,359,442,8077,5323,101,101,196,198,62,140,0.0,1,9,0,0
Lloyd Kelly,673,906,13526,4407,234,277,341,400,90,191,0.8,9,76,7,4
Omari Kellyman,6,7,78,11,4,5,2,2,0,0,0.0,0,2,0,0
Milos Kerkez,613,844,9811,3390,322,375,237,333,43,94,1.0,12,34,14,9
Kaine Kesler-Hayden,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Max Kilman,1979,2309,36846,13119,766,824,1008,1087,183,346,1.1,17,109,11,1
Jakub Kiwior,523,625,8555,3042,270,303,214,249,34,58,0.6,6,43,8,3
Justin Kluivert,288,421,4393,1193,147,194,104,137,18,32,1.6,21,10,24,2
Luca Koleosho,192,274,2509,475,126,153,56,79,2,9,1.1,11,9,6,2
Ibrahima Konat?,1286,1463,22733,9043,514,566,673,718,81,140,0.5,8,145,8,0
Ezri Konsa,1907,2094,31947,10672,827,878,959,1029,95,129,1.0,8,132,14,2
Cheikhou Kouyat?,47,74,604,159,32,43,11,19,1,2,0.0,1,3,0,0
Mateo Kova?i?,1435,1527,20506,4603,835,862,514,544,41,57,1.9,21,120,15,0
Emil Krafth,488,580,7498,2971,246,275,216,236,15,39,0.8,9,26,13,7
Mohammed Kudus,677,875,11263,1764,357,405,231,281,70,108,3.7,28,32,29,16
Dejan Kulusevski,953,1234,13509,3584,610,700,279,363,39,72,6.7,66,55,73,19
Adam Lallana,451,509,4936,1088,326,352,78,90,7,8,2.0,15,21,16,1
Tariq Lamptey,379,454,5485,916,217,242,135,163,13,22,0.8,10,6,12,6
Aymeric Laporte,11,11,202,48,4,4,7,7,0,0,0.0,0,0,0,0
Yasser Larouci,131,185,1969,714,76,89,45,59,6,17,0.1,2,11,0,0
Jamaal Lascelles,669,774,11616,3694,252,275,383,421,29,61,0.1,2,38,1,0
Rom?o Lavia,22,27,350,51,9,10,13,14,0,1,0.0,0,4,0,0
Mario Lemina,1261,1470,20364,5341,654,718,485,550,92,146,1.3,20,65,8,3
Cl?ment Lenglet,822,918,15524,5173,302,319,431,457,82,127,0.5,2,34,3,0
Bernd Leno,1250,1577,29886,18166,266,268,746,750,235,551,0.0,0,23,0,0
Jefferson Lerma,1018,1250,15825,5095,554,625,371,448,65,114,2.0,24,109,20,3
Rico Lewis,518,568,7100,1127,339,351,159,170,12,20,1.2,13,29,9,0
