Max Aarons,9,7,5,0.80,12,34,-1.97,14.2,27.1
Joshua Acheampong,0,1,3,3.00,0,0,-0.37,0.0,0.6
Tyler Adams,1,2,2,2.00,4,3,+1.13,2.1,1.5
Tosin Adarabioyo,17,2,2,1.40,28,25,+0.62,27.6,28.0
Elijah Adebayo,5,11,0,0.78,30,36,+0.83,22.2,28.4
Simon Adingra,10,6,1,1.19,34,38,+0.06,33.9,35.9
Nayef Aguerd,19,0,4,1.19,26,44,-1.10,25.0,38.2
Brandon Aguilera,0,1,3,0.00,0,0,+0.47,0.0,0.0
Naouirou Ahamada,0,20,14,0.85,13,14,-0.26,10.0,8.6
Anel Ahmedhod?i?,27,2,0,0.35,28,89,-1.14,31.9,61.5
Ola Aina,9,2,3,1.00,27,39,-0.33,23.3,28.6
Rayan A?t-Nouri,10,4,0,1.21,36,43,+0.39,32.8,45.5
Kristoffer Ajer,13,7,1,1.14,28,33,-0.02,32.5,29.6
Manuel Akanji,25,2,4,2.40,72,23,+0.47,57.1,26.8
Nathan Ak?,19,5,6,2.38,55,20,-0.22,43.8,21.6
Thiago Alc?ntara,0,1,0,0.00,0,1,-16.21,0.0,0.0
Trent Alexander-Arnold,14,3,0,2.00,53,28,-0.38,54.5,28.5
Alisson,28,0,0,2.00,60,30,-0.43,62.1,35.4
Miguel Almir?n,5,10,0,1.52,40,40,-1.40,39.2,37.4
Edson ?lvarez,18,3,1,1.48,40,45,+0.59,35.4,49.0
Juli?n ?lvarez,15,5,2,2.42,76,24,+0.60,61.4,25.9
Zeki Amdouni,2,7,4,0.62,20,41,+0.01,19.5,36.2
Sofyan Amrabat,6,11,8,1.71,8,15,-0.89,14.3,19.1
Joachim Andersen,36,0,0,1.29,57,58,-0.03,48.6,52.0
Elliot Anderson,3,11,0,1.86,30,14,+1.14,25.9,12.2
Jaidon Anthony,0,1,0,0.33,1,5,-2.12,0.6,4.4
Michail Antonio,2,5,0,1.27,33,34,+0.63,27.1,35.1
Antony,3,14,4,1.41,20,26,-0.62,25.5,25.4
Oliver Arblaster,7,1,2,0.25,13,28,+0.53,14.0,20.3
Cameron Archer,9,8,0,0.48,22,50,+0.95,23.6,41.6
Cameron Archer1,0,1,1,3.00,0,0,-0.40,0.0,0.0
Alphonse Areola,28,0,2,1.35,49,53,+1.11,41.7,54.3
Lorenz Assignon,10,0,0,0.73,14,30,-0.30,17.4,28.7
Serge Aurier,6,2,1,1.00,9,15,-0.23,10.1,14.1
Taiwo Awoniyi,1,8,0,1.05,17,21,+0.18,13.1,16.2
Jordan Ayew,17,5,1,1.29,33,37,-0.45,31.8,35.2
Beno?t Badiashile,13,3,7,1.67,31,31,-0.61,31.0,25.7
Leon Bailey,3,13,1,1.77,53,32,+1.31,43.0,35.8
Stefan Bajcetic,0,1,6,3.00,0,2,-8.17,0.8,0.9
George Baldock,9,2,1,0.54,11,21,+1.24,9.3,21.8
Carlos Baleba,7,12,7,1.07,14,28,-1.25,16.0,23.5
Fod? Ballo-Tour?,0,6,16,2.00,2,1,+1.46,1.9,1.1
Shandon Baptiste,0,8,11,1.00,3,5,-0.59,4.8,3.0
Valent?n Barco,2,3,4,0.50,1,9,-2.37,4.3,4.9
Ross Barkley,24,2,0,0.69,43,66,+0.33,31.4,59.3
Harvey Barnes,1,14,0,1.76,24,10,+1.26,19.7,10.1
Chris Basham,1,5,0,0.13,2,6,+0.77,3.4,7.3
Calvin Bassey,24,4,4,1.31,44,42,+0.72,36.4,39.6
Owen Beck,0,1,0,3.00,1,0,+10.09,0.3,0.9
Donny van de Beek,0,1,11,0.00,0,0,+0.03,0.2,0.0
Amari'i Bell,18,0,0,0.86,30,41,+0.59,24.6,38.1
Jean-Ricner Bellegarde,1,12,0,1.23,7,23,-1.54,9.9,23.2
Anis Ben Slimane,0,11,13,0.33,2,14,-0.87,2.4,9.8
Sa?d Benrahma,1,8,7,1.62,12,8,+1.16,10.1,13.0
Rodrigo Bentancur,1,10,0,1.43,17,25,-1.50,19.9,20.7
Daniel Bentley,3,2,33,0.60,3,7,-0.61,4.2,7.6
J?hann Berg Gu?mundsson,1,14,5,0.50,20,25,+0.92,14.8,21.0
Sander Berge,28,3,0,0.62,36,69,-0.12,36.0,63.5
Luke Berry,0,15,16,0.59,8,8,+0.96,4.2,9.8
Beto,2,21,2,1.20,16,20,-0.12,17.5,18.0
Jordan Beyer,10,0,0,0.73,14,23,+0.50,10.7,20.5
Philip Billing,6,16,4,1.24,18,36,-1.38,18.8,29.2
Yves Bissouma,8,2,0,1.75,45,35,+0.24,37.3,37.8
Benicio Boaitey,0,5,9,1.00,1,1,+0.19,0.9,0.8
Oscar Bobb,1,12,21,2.57,12,5,+0.50,9.3,3.1
Jayden Bogle,23,2,1,0.44,29,79,+1.09,32.4,58.3
Willy Boly,11,2,3,1.00,17,23,+0.17,20.6,23.2
Sven Botman,12,2,0,1.35,37,29,-0.14,26.3,31.0
Jarrod Bowen,31,0,0,1.44,53,63,+0.60,47.8,62.1
Conor Bradley,2,1,8,2.36,18,7,+0.17,18.7,7.3
Jarrad Branthwaite,34,0,2,1.29,38,44,+1.31,49.1,49.0
Ben Brereton,8,0,1,0.29,16,37,+0.16,16.3,23.7
Rhian Brewster,0,10,1,0.54,0,8,-0.29,1.7,7.2
Armando Broja,0,7,1,1.69,8,5,+0.26,10.5,5.7
Armando Broja1,0,8,4,1.38,2,4,-1.94,2.3,2.8
Andre Brooks,0,8,11,0.25,5,29,-0.67,9.4,19.2
David Brooks,0,11,7,0.92,5,7,-0.32,5.6,6.1
Jacob Brown,4,7,2,0.84,16,26,-0.02,11.1,26.4
Josh Brownhill,18,10,4,0.67,27,53,-0.19,25.5,44.1
Jacob Bruun Larsen,0,16,5,0.69,15,23,+0.63,19.2,24.3
