Pedro Porro,45000000,
Yves Bissouma,35000000,
Destiny Udogie,45000000,
Micky van de Ven,55000000,
Ben Davies,10000000,
Brandon Austin,600000,
Alfie Whiteman,500000,
Guglielmo Vicario,35000000,
Radu Dr?gu?in,25000000,
Rasmus H?jlund,65000000,
Amad Diallo,18000000,
Antony,25000000,
Fraser Forster,1200000,
Alejandro Garnacho,45000000,
Mason Mount,35000000,
Bruno Fernandes,70000000,
Christian Eriksen,8000000,
Casemiro,20000000,
Diogo Dalot,35000000,
Victor Lindel?f,15000000,
Tyrell Malacia,18000000,
Jonny Evans,2000000,
Luke Shaw,32000000,
Harry Maguire,18000000,
Tom Heaton,250000,
Altay Bay?nd?r,10000000,
Yoane Wissa,28000000,
Andr? Onana,35000000,
Bryan Mbeumo,40000000,
Mikkel Damsgaard,10000000,
Keane Lewis-Potter,15000000,
Yegor Yarmolyuk,10000000,
Ryan Trevitt,275000,
Kevin Schade,22000000,
Yunus Emre Konak,3500000,
Josh Dasilva,10000000,
Mathias Jensen,28000000,
Vitaly Janelt,22000000,
Mads Roerslev,10000000,
Marcus Rashford,60000000,
Christian N?rgaard,18000000,
Aaron Hickey,28000000,
Rico Henry,20000000,
Ben Mee,1000000,
Ethan Pinnock,12000000,
Kristoffer Ajer,15000000,
Nathan Collins,25000000,
H?kon Rafn Valdimarsson,2500000,
Mark Flekken,12000000,
Jarrod Bowen,50000000,
Mohammed Kudus,50000000,
Lucas Paquet?,65000000,
Tomas Soucek,30000000,
Vladim?r Coufal,8000000,
Aaron Wan-Bissaka,20000000,
Edson ?lvarez,35000000,
Aaron Cresswell,900000,
Max Kilman,32000000,
Konstantinos Mavropanos,20000000,
Lukasz Fabianski,700000,
Emerson,12000000,
Wes Foderingham,900000,
Alphonse Areola,10000000,
Matheus Fran?a,15000000,
Eberechi Eze,55000000,
Jeffrey Schlupp,7000000,
Jefferson Lerma,20000000,
Will Hughes,9000000,
Adam Wharton,30000000,
Nathaniel Clyne,1500000,
Cheick Doucour?,35000000,
Joel Ward,1000000,
Rob Holding,5000000,
Tyrick Mitchell,25000000,
Chris Richards,12000000,
Marc Gu?hi,38000000,
Matt Turner,7000000,
Trevoh Chalobah,13000000,
Remi Matthews,500000,
Dean Henderson,12000000,
William Osula,3000000,
Callum Wilson,13000000,
Alexander Isak,75000000,
Jacob Murphy,15000000,
Miguel Almir?n,20000000,
Harvey Barnes,35000000,
Lewis Miley,22000000,
Anthony Gordon,60000000,
Sean Longstaff,25000000,
Joe Willock,30000000,
Joelinton,40000000,
Sandro Tonali,38000000,
Emil Krafth,2500000,
Kieran Trippier,10000000,
Tino Livramento,35000000,
Bruno Guimar?es,85000000,
Matt Targett,10000000,
Dan Burn,8000000,
Fabian Sch?r,10000000,
Lewis Hall,18000000,
Lloyd Kelly,18000000,
Jamaal Lascelles,7000000,
Martin D?bravka,1000000,
Sven Botman,45000000,
Evan Ferguson,50000000,
Mark Gillespie,300000,
Jo?o Pedro,45000000,
Odysseas Vlachodimos,7000000,
Solly March,18000000,
Nick Pope,16000000,
Simon Adingra,30000000,
James Milner,1000000,
Julio Enciso,22000000,
Kaoru Mitoma,45000000,
Jakub Moder,10000000,
Jo?l Veltman,10000000,
Tariq Lamptey,12000000,
Jack Hinshelwood,16000000,
Carlos Baleba,22000000,
Pervis Estupi??n,30000000,
Lewis Dunk,12000000,
Adam Webster,20000000,
Igor,17000000,
Jan Paul van Hecke,18000000,
Jason Steele,3500000,
Bart Verbruggen,18000000,
David Brooks,8000000,
Emmanuel Dennis,4200000,
Luke Cundle,5000000,
Asmir Begovic,300000,
Georginio Rutter,18000000,
Josh Wilson-Esbrand,4000000,
Kiernan Dewsbury-Hall,30000000,
Jaden Philogene,15000000,
Archie Gray,18000000,
F?bio Carvalho,14000000,
Crysencio Summerville,20000000,
Isaac Hayden,1800000,
John Ruddy,200000,
Yasin Ayari,4500000,
Vitezslav Jaros,5000000,
Andy Irving,2000000,
