Brenden Aaronson,592,797,7577,2182,346,423,150,195,25,65,2.6,46,47,16,4
George Abbott,1,1,8,0,1,1,0,0,0,0,0.0,0,0,0,0
Che Adams,330,498,4651,1042,205,278,78,118,26,37,2.2,24,21,11,2
Tyler Adams,1108,1343,16592,5061,607,686,390,460,63,107,1.0,24,110,13,0
Tosin Adarabioyo,1066,1300,22623,8478,265,307,653,735,136,223,0.5,6,96,7,0
Nayef Aguerd,599,763,12203,5332,224,244,287,335,82,169,0.3,6,37,4,0
Naouirou Ahamada,37,46,550,179,19,23,15,17,1,3,0.0,1,3,0,0
Rayan A?t-Nouri,470,578,7079,2353,268,300,169,205,20,32,0.9,7,29,14,5
Kristoffer Ajer,259,345,4480,1887,131,159,102,128,23,40,0.1,1,20,3,1
Manuel Akanji,1912,2056,32634,10258,867,902,903,945,117,166,1.0,7,140,3,1
Nathan Ak?,1639,1813,26199,8953,803,846,745,809,63,98,1.3,9,165,9,1
Marc Albrighton,89,148,1440,551,48,60,23,34,12,34,0.4,6,6,5,2
Thiago Alc?ntara,946,1097,17219,4988,433,466,346,392,136,172,1.3,17,110,20,1
Carlos Alcaraz,222,290,3147,669,114,137,80,95,8,19,0.7,5,20,6,0
Trent Alexander-Arnold,2188,2912,41590,16323,1000,1123,822,1045,331,642,9.1,71,239,82,28
Alisson,1241,1453,29043,18696,307,309,657,666,273,469,0.0,1,16,0,0
Dele Alli,12,15,123,10,6,8,4,5,0,0,0.0,0,2,0,0
Miguel Almir?n,811,982,10752,2657,513,567,223,276,29,40,3.0,26,45,36,4
Juli?n ?lvarez,395,503,5472,885,232,270,103,135,28,43,1.6,18,22,13,2
Daniel Amartey,1015,1114,17506,6591,442,473,498,526,62,91,0.4,5,58,1,0
Samuel Amo-Ameyaw,5,6,74,11,0,1,3,3,0,0,0.0,1,2,0,0
Joachim Andersen,1561,1972,36474,13911,346,391,927,1007,281,534,1.0,12,153,8,1
Elliot Anderson,150,198,2043,599,90,104,44,56,5,10,1.5,9,15,4,0
Jaidon Anthony,387,526,5818,1610,225,257,110,150,31,63,1.1,12,24,19,7
Michail Antonio,186,348,2663,501,114,168,55,108,12,31,0.8,15,12,8,2
Antony,651,819,8497,1915,439,495,146,197,31,51,2.4,28,29,33,2
Cameron Archer,8,12,108,44,5,5,3,5,0,0,0.0,0,2,0,0
Alphonse Areola,67,92,1737,1323,25,25,22,22,19,43,0.0,0,0,0,0
Joe Aribo,280,385,3591,907,187,240,66,87,9,12,0.5,9,20,9,0
Adam Armstrong,220,302,3235,585,120,146,71,89,13,23,0.8,11,13,10,2
Stuart Armstrong,531,676,8041,2224,296,341,189,226,29,55,2.8,18,47,32,7
Kepa Arrizabalaga,871,1046,19299,11448,287,289,390,395,190,357,0.0,0,6,0,0
Pierre-Emerick Aubameyang,82,111,1053,203,56,70,22,26,2,4,0.2,4,2,2,1
Ludwig Augustinsson,26,43,421,176,13,16,10,16,2,8,0.0,0,0,0,0
Serge Aurier,667,943,10182,4393,373,454,236,333,41,94,0.9,10,44,13,6
Taiwo Awoniyi,143,223,1675,300,96,133,34,52,2,8,0.3,10,6,2,0
Yasin Ayari,20,23,386,133,10,12,6,6,4,4,0.3,2,4,1,0
Andr? Ayew,53,73,686,146,38,46,13,21,0,1,0.0,1,3,1,0
Jordan Ayew,676,875,8710,1706,434,495,192,246,15,40,2.6,31,34,19,6
Luke Ayling,786,1132,12523,6236,439,508,267,374,62,155,2.2,12,61,18,10
C?sar Azpilicueta,872,1065,12891,4354,501,538,337,414,21,74,1.3,12,40,19,5
Beno?t Badiashile,769,860,14061,5150,284,315,419,448,58,83,0.2,3,47,5,0
Leon Bailey,337,547,5379,1285,190,248,97,154,35,75,4.8,30,19,21,15
Stefan Bajcetic,200,258,3227,694,98,118,74,89,18,29,0.5,4,17,7,1
Dominic Ballard,5,7,55,5,3,4,2,2,0,0,0.0,0,0,0,0
Patrick Bamford,229,333,2421,537,166,211,35,64,2,8,0.9,12,18,9,0
Shandon Baptiste,247,295,4143,1121,127,142,92,104,21,32,0.5,10,22,8,2
Harvey Barnes,549,786,7152,2004,363,462,142,210,17,37,2.2,19,39,31,5
Gavin Bazunu,718,1178,21528,16289,183,185,256,263,278,722,0.1,1,42,1,0
Mads Bech S?rensen,7,11,142,49,3,3,3,4,1,4,0.0,0,2,0,0
Jan Bednarek,753,902,13941,5608,293,337,380,417,72,124,0.2,3,33,1,0
Jan Bednarek1,60,66,1249,418,16,17,33,35,10,12,0.0,0,4,0,0
Donny van de Beek,46,61,502,115,31,34,8,8,1,2,0.1,3,0,4,0
Asmir Begovi?,21,30,584,423,3,3,10,10,8,17,0.0,0,0,0,0
Armel Bella Kotchap,749,937,13980,4521,290,325,384,424,67,159,0.5,6,32,4,0
Sa?d Benrahma,597,796,8154,2088,374,425,176,241,25,61,3.3,48,32,23,12
