Brenden Aaronson,0,16,55,6,0,0,0,128,8,39
George Abbott,0,0,0,0,0,0,0,0,0,0
Che Adams,0,38,27,14,0,0,0,53,61,103
Tyler Adams,1,37,21,1,0,0,0,199,25,15
Tosin Adarabioyo,0,17,5,3,0,0,0,110,59,26
Nayef Aguerd,0,8,8,2,0,1,0,105,32,31
Naouirou Ahamada,0,2,0,2,0,0,0,8,0,1
Rayan A?t-Nouri,0,15,11,3,0,1,1,61,14,17
Kristoffer Ajer,0,5,8,0,0,1,0,36,15,11
Manuel Akanji,0,24,12,0,0,0,0,136,23,34
Nathan Ak?,0,12,14,1,0,0,0,96,36,23
Marc Albrighton,0,2,2,1,0,0,0,13,1,1
Thiago Alc?ntara,0,18,25,0,0,1,0,111,14,24
Carlos Alcaraz,0,16,17,2,0,0,0,53,7,27
Trent Alexander-Arnold,0,22,6,5,0,0,0,239,20,13
Alisson,0,1,5,0,0,0,0,71,11,1
Dele Alli,0,0,1,0,0,0,0,2,1,2
Miguel Almir?n,0,22,33,9,0,0,0,139,6,10
Juli?n ?lvarez,0,21,14,3,1,0,0,44,8,23
Daniel Amartey,0,7,3,0,0,1,0,108,34,26
Samuel Amo-Ameyaw,0,0,0,0,0,0,0,1,0,1
Joachim Andersen,0,27,16,2,0,0,2,180,87,34
Elliot Anderson,0,6,10,1,0,0,0,29,11,5
Jaidon Anthony,0,9,12,5,0,0,0,80,10,12
Michail Antonio,0,28,44,12,0,1,0,43,50,88
Antony,0,15,25,2,0,0,0,99,5,19
Cameron Archer,0,2,1,1,0,0,0,2,0,0
Alphonse Areola,0,1,0,0,0,1,0,1,0,0
Joe Aribo,0,10,13,0,0,0,0,76,30,43
Adam Armstrong,0,17,9,2,0,0,0,54,5,21
Stuart Armstrong,0,17,20,1,0,0,0,83,6,8
Kepa Arrizabalaga,0,0,8,0,0,0,0,42,11,1
Pierre-Emerick Aubameyang,0,5,1,0,0,0,0,11,3,11
Ludwig Augustinsson,0,1,3,0,0,0,0,9,4,1
