Brenden Aaronson,711,85,26,8,2,72,5,38,17,14,1,592,1,27
George Abbott,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Che Adams,490,7,0,6,7,12,4,0,0,0,0,330,1,17
Tyler Adams,1271,72,58,1,2,2,14,0,0,0,0,1108,0,24
Tosin Adarabioyo,1235,58,47,2,12,2,7,0,0,0,0,1066,7,10
Nayef Aguerd,723,36,29,0,21,0,0,0,0,0,0,599,4,5
Naouirou Ahamada,45,1,0,0,0,2,0,0,0,0,0,37,0,0
Rayan A?t-Nouri,487,89,5,0,2,21,81,3,1,2,0,470,2,18
Kristoffer Ajer,293,51,7,0,4,6,44,0,0,0,0,259,1,8
Manuel Akanji,1999,55,28,0,8,6,27,0,0,0,0,1912,2,8
Nathan Ak?,1685,126,35,1,6,15,91,0,0,0,0,1639,2,26
Marc Albrighton,130,17,1,1,0,28,7,7,1,3,2,89,1,10
Thiago Alc?ntara,1063,31,23,8,15,3,6,0,0,0,0,946,3,22
Carlos Alcaraz,279,9,1,2,4,4,1,0,0,0,0,222,2,10
Trent Alexander-Arnold,2393,509,70,26,59,252,341,98,16,74,1,2188,10,37
Alisson,1199,250,57,0,2,0,0,0,0,0,0,1241,4,1
Dele Alli,13,2,1,0,0,0,0,0,0,0,0,12,0,0
Miguel Almir?n,946,30,0,3,4,26,18,11,0,0,0,811,6,29
Juli?n ?lvarez,478,21,2,7,3,26,4,4,3,0,0,395,4,17
Daniel Amartey,1092,20,15,2,2,0,5,0,0,0,0,1015,2,2
Samuel Amo-Ameyaw,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Joachim Andersen,1840,123,107,4,44,10,13,1,0,0,0,1561,9,13
Elliot Anderson,193,3,0,1,0,9,2,1,0,0,0,150,2,10
Jaidon Anthony,480,45,9,2,5,43,21,14,9,1,1,387,1,18
Michail Antonio,335,12,1,1,1,35,8,0,0,0,0,186,1,18
Antony,804,15,1,3,2,32,13,1,0,0,0,651,0,29
Cameron Archer,11,1,1,0,0,1,0,0,0,0,0,8,0,1
Alphonse Areola,59,32,2,0,0,0,0,0,0,0,0,67,1,0
Joe Aribo,376,9,0,0,0,8,2,0,0,0,0,280,0,16
Adam Armstrong,267,35,0,0,4,14,3,0,0,0,0,220,0,21
Stuart Armstrong,634,40,4,3,3,37,14,2,0,2,0,531,2,24
Kepa Arrizabalaga,805,241,59,0,3,0,0,0,0,0,0,871,0,1
Pierre-Emerick Aubameyang,101,10,0,0,0,3,0,0,0,0,0,82,0,5
Ludwig Augustinsson,34,9,1,0,0,5,8,0,0,0,0,26,0,0
Serge Aurier,758,183,16,1,0,40,167,0,0,0,0,667,2,28
Taiwo Awoniyi,220,3,0,2,1,3,1,0,0,0,0,143,0,9
Yasin Ayari,22,0,0,1,0,0,0,0,0,0,0,20,1,0
Andr? Ayew,68,5,0,0,0,1,0,1,0,0,0,53,0,0
Jordan Ayew,860,13,3,5,1,43,9,0,0,0,0,676,2,34
Luke Ayling,912,212,22,0,11,62,190,0,0,0,0,786,8,46
C?sar Azpilicueta,893,169,30,0,0,26,139,0,0,0,0,872,3,14
Beno?t Badiashile,840,19,17,1,6,2,2,0,0,0,0,769,1,4
Leon Bailey,507,40,4,4,5,96,10,18,13,0,0,337,0,31
Stefan Bajcetic,255,3,3,0,3,5,0,0,0,0,0,200,0,6
Dominic Ballard,5,2,0,0,0,0,1,0,0,0,0,5,0,0
Patrick Bamford,294,38,0,1,0,5,1,0,0,0,0,229,1,10
Shandon Baptiste,287,6,1,2,0,11,3,2,2,0,0,247,2,7
Harvey Barnes,769,10,0,5,1,44,8,0,0,0,0,549,7,31
Gavin Bazunu,847,325,88,0,1,0,0,0,0,0,0,718,6,0
Mads Bech S?rensen,7,4,0,0,0,0,4,0,0,0,0,7,0,0
Jan Bednarek,849,52,35,0,3,1,12,0,0,0,0,753,1,8
Jan Bednarek1,64,2,2,0,0,0,0,0,0,0,0,60,0,1
Donny van de Beek,56,3,0,0,0,0,0,1,0,0,0,46,2,4
Asmir Begovi?,21,9,1,0,0,0,0,0,0,0,0,21,0,0
Armel Bella Kotchap,908,28,21,1,9,4,5,0,0,0,0,749,1,12
Sa?d Benrahma,771,20,1,5,2,83,8,4,4,0,0,597,5,29
Rodrigo Bentancur,852,25,11,3,3,16,4,1,0,0,0,738,3,19
Daniel Bentley,52,28,5,0,0,0,0,0,0,0,0,61,0,0
Victor Bernth Kristiansen,376,117,6,1,0,29,100,11,6,4,0,327,3,16
Owen Bevan,3,0,0,0,0,0,0,0,0,0,0,2,0,1
Giulian Biancone,19,2,0,0,0,1,2,0,0,0,0,15,0,0
Philip Billing,1009,43,20,5,10,38,6,10,5,1,0,813,3,32
Yves Bissouma,714,16,11,1,5,2,1,0,0,0,0,666,3,12
Willy Boly,254,4,3,0,0,0,1,0,0,0,0,194,0,3
Sven Botman,1717,42,32,0,30,1,4,0,0,0,0,1527,6,7
Jarrod Bowen,768,109,11,6,4,159,3,90,85,0,0,552,4,58
James Bree,150,28,2,0,1,13,26,0,0,0,0,133,0,4
Armando Broja,51,2,0,0,1,0,0,0,0,0,0,33,0,0
David Brooks,61,2,0,0,0,6,0,2,1,1,0,46,0,3
Lewis Brunt,16,5,0,0,0,0,5,0,0,0,0,17,0,1
Emi Buend?a,954,63,7,11,7,18,7,5,2,0,1,787,3,38
Hugo Bueno,536,140,9,0,0,60,113,18,2,16,0,547,3,21
Facundo Buonanotte,190,4,1,0,1,7,1,2,2,0,0,157,0,5
Dan Burn,1437,275,17,0,7,17,257,0,0,0,0,1361,3,29
Caf?,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Mois?s Caicedo,2214,37,12,11,9,17,25,0,0,0,0,1993,0,38
Tom Cairney,715,33,9,2,4,37,4,17,7,3,0,632,2,13
Duje ?aleta-Car,542,22,17,0,3,1,1,0,0,0,0,480,4,1
Dominic Calvert-Lewin,220,1,0,0,1,6,0,0,0,0,0,131,0,9
Chem Campbell,31,1,0,0,0,4,0,1,1,0,0,23,0,1
Jo?o Cancelo,1120,98,20,2,14,45,78,0,0,0,0,1036,2,15
Thomas Cannon,4,1,0,0,0,0,0,0,0,0,0,4,0,0
Sergi Can?s,39,3,1,0,0,3,2,0,0,0,0,23,1,0
Diego Carlos,136,5,4,0,1,1,1,0,0,0,0,112,1,1
Fabio Carvalho,140,2,0,0,0,2,1,0,0,0,0,117,1,3
Casemiro,1408,24,22,12,13,19,1,0,0,0,0,1114,7,29
Matty Cash,809,194,18,2,6,46,176,0,0,0,0,777,3,24
Timothy Castagne,1545,287,17,3,2,58,270,0,0,0,0,1470,4,43
Jonny Castro,698,132,12,3,1,18,120,0,0,0,0,701,2,23
Nathaniel Chalobah,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Trevoh Chalobah,1132,66,23,0,4,13,43,0,0,0,0,1051,2,11
Calum Chambers,191,13,4,0,1,4,9,0,0,0,0,157,3,1
Shea Charles,22,3,1,0,0,0,1,0,0,0,0,23,0,1
Ben Chilwell,774,198,25,2,5,92,121,52,25,20,0,762,5,18
Ryan Christie,621,28,3,6,7,32,4,20,11,5,0,521,2,16
Carney Chukwuemeka,202,1,0,0,2,3,0,0,0,0,0,179,0,6
Bobby Clark,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Nathaniel Clyne,674,156,7,0,3,21,149,0,0,0,0,654,2,12
Conor Coady,1169,35,31,1,10,1,3,0,0,0,0,1025,5,1
Jack Colback,139,4,2,0,0,1,1,0,0,0,0,119,0,3
S?amus Coleman,615,174,10,0,3,22,164,0,0,0,0,597,0,20
Nathan Collins,1112,23,17,0,9,0,6,0,0,0,0,1001,3,5
Levi Colwill,1096,64,27,2,1,1,11,0,0,0,0,1027,5,6
Lewis Cook,692,56,32,1,3,45,0,15,15,0,0,593,3,20
Steve Cook,445,13,11,0,6,1,2,0,0,0,0,369,1,2
Liam Cooper,756,33,29,0,8,1,4,0,0,0,0,620,0,3
Maxwel Cornet,93,2,0,0,0,6,1,0,0,0,0,72,2,7
Diego Costa,204,17,1,1,0,6,0,1,0,0,0,158,0,13
Vladim?r Coufal,907,260,16,0,0,113,244,0,0,0,0,730,7,47
Philippe Coutinho,352,30,13,5,1,19,5,6,3,1,0,288,2,7
Conor Coventry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Craig,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Aaron Cresswell,1157,288,40,1,5,133,192,56,5,44,1,1127,3,35
Marc Cucurella,1093,192,28,0,2,44,151,13,8,3,0,1090,8,26
Matheus Cunha,214,19,1,1,0,8,3,0,0,0,0,171,1,7
Patson Daka,264,29,0,5,0,8,10,0,0,0,0,195,2,11
Diogo Dalot,1216,219,17,3,20,44,202,0,0,0,0,1141,6,35
Mikkel Damsgaard,387,14,8,5,2,29,1,2,1,1,0,275,6,12
Danilo,225,7,0,2,1,3,2,0,0,0,0,148,3,18
Arnaut Danjuma,56,0,0,0,0,2,0,0,0,0,0,39,0,4
Josh Dasilva,591,25,8,1,1,33,11,6,4,0,0,491,1,17
David Datro Fofana,9,0,0,1,0,1,0,0,0,0,0,7,0,0
Ben Davies,1190,87,27,1,8,35,60,0,0,0,0,1040,4,22
Tom Davies,227,6,5,3,3,2,1,0,0,0,0,173,1,6
Craig Dawson,299,9,8,0,2,2,1,0,0,0,0,245,2,3
Craig Dawson1,897,27,22,0,4,0,5,0,0,0,0,780,2,3
Kevin De Bruyne,1454,160,53,28,27,226,31,72,20,32,6,1192,12,41
Siriki Demb?l?,45,2,0,0,0,3,2,0,0,0,0,37,0,1
Leander Dendoncker,278,5,4,0,0,2,1,0,0,0,0,248,1,5
Leander Dendoncker1,96,3,3,0,2,1,0,0,0,0,0,86,0,5
Emmanuel Dennis,178,4,0,0,0,11,3,0,0,0,0,124,1,14
Halil Dervi?o?lu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiernan Dewsbury-Hall,1120,24,9,9,20,46,3,7,7,0,0,872,10,26
Ibrahima Diallo,395,7,7,0,2,4,0,0,0,0,0,317,0,9
R?ben Dias,2029,51,38,1,6,1,7,0,0,0,0,1928,0,7
Luis D?az,453,7,0,0,7,8,6,1,0,0,0,376,2,15
Eric Dier,1929,68,58,2,17,11,8,0,0,0,0,1708,4,15
Lucas Digne,749,177,23,0,4,77,142,12,5,4,0,696,1,23
Issa Diop,1352,46,41,0,8,2,1,0,0,0,0,1216,1,8
Moussa Djenepo,216,27,3,0,2,12,24,0,0,0,0,179,1,11
Ben Doak,14,0,0,0,0,0,0,0,0,0,0,10,0,1
Matt Doherty,345,61,2,0,1,18,59,0,0,0,0,329,2,8
Abdoulaye Doucour?,530,16,0,1,0,8,0,0,0,0,0,430,2,14
Cheick Doucour?,1229,16,16,3,2,6,0,0,0,0,0,1038,2,30
Flynn Downes,323,7,2,0,2,3,0,0,0,0,0,289,1,6
Kami Doyle,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Cody Drameh,31,7,1,0,0,1,6,0,0,0,0,30,0,1
Martin D?bravka,38,16,1,0,0,0,0,0,0,0,0,49,0,0
