,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,Christopher Schindler,DF,28,36.2,1555,1510,45.0,42.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,1288.0,0.0,7.0,,,,,,,,,,,,,
1,Terence Kongolo,DF,24,30.2,1275,1145,125.0,32.0,1.0,0.0,28.0,93.0,0.0,0.0,0.0,0.0,978.0,5.0,13.0,,,,,,,,,,,,,
2,Jonas Lössl,GK,29,30.9,1105,782,321.0,98.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,711.0,2.0,0.0,,,,,,,,,,,,,
3,Jonathan Hogg,MF,29,26.3,1556,1531,21.0,21.0,6.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,1289.0,4.0,21.0,,,,,,,,,,,,,
4,Alex Pritchard,"MF,FW",25,23.1,981,890,87.0,19.0,1.0,10.0,78.0,3.0,23.0,14.0,1.0,5.0,691.0,4.0,48.0,,,,,,,,,,,,,
5,Aaron Mooy,"MF,FW",27,25.9,1435,1294,129.0,44.0,2.0,19.0,137.0,8.0,75.0,25.0,38.0,2.0,1073.0,12.0,46.0,,,,,,,,,,,,,
6,Philip Billing,MF,22,24.3,1261,1111,148.0,17.0,0.0,28.0,56.0,129.0,2.0,1.0,0.0,0.0,909.0,2.0,23.0,,,,,,,,,,,,,
7,Mathias Jørgensen,DF,28,23.9,1191,1135,54.0,42.0,0.0,3.0,4.0,12.0,0.0,0.0,0.0,0.0,974.0,2.0,12.0,,,,,,,,,,,,,
8,Chris Löwe,"DF,MF",29,22.9,1109,911,191.0,36.0,0.0,8.0,140.0,121.0,34.0,24.0,9.0,1.0,767.0,7.0,48.0,,,,,,,,,,,,,
9,Erik Durm,DF,26,22.8,1087,832,248.0,7.0,0.0,4.0,65.0,240.0,1.0,1.0,0.0,0.0,740.0,7.0,36.0,,,,,,,,,,,,,
10,Florent Hadergjonaj,"DF,MF",24,20.5,973,803,167.0,13.0,2.0,7.0,91.0,154.0,0.0,0.0,0.0,0.0,688.0,3.0,33.0,,,,,,,,,,,,,
11,Steve Mounié,FW,23,19.8,571,538,30.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,361.0,3.0,16.0,,,,,,,,,,,,,
12,Juninho Bacuna,"MF,DF",20,15.7,770,699,69.0,28.0,6.0,13.0,34.0,19.0,16.0,8.0,6.0,1.0,565.0,2.0,19.0,,,,,,,,,,,,,
13,Elias Kachunga,"FW,MF",26,13.1,317,307,9.0,1.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,220.0,1.0,17.0,,,,,,,,,,,,,
14,Tommy Smith,DF,26,12.7,629,506,121.0,6.0,0.0,1.0,24.0,115.0,0.0,0.0,0.0,0.0,468.0,2.0,15.0,,,,,,,,,,,,,
15,Laurent Depoitre,FW,29,11.9,278,268,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,7.0,,,,,,,,,,,,,
16,Isaac Mbenza,"FW,MF",22,11.0,272,259,12.0,1.0,1.0,2.0,34.0,5.0,5.0,4.0,1.0,0.0,183.0,1.0,15.0,,,,,,,,,,,,,
17,Karlan Grant,FW,20,9.7,223,203,20.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,149.0,0.0,11.0,,,,,,,,,,,,,
