Olivier Giroud,1,15,2,1.5,7,4,0.1,8.4,4.2
Olivier Giroud1,2,7,0,1.54,12,7,0.12,11.6,6.1
Connor Goldson,2,1,28,1,1,5,-1.35,2,2.9
Heurelho Gomes,23,0,9,1.08,32,40,0.5,29.5,33.1
Joe Gomez,21,2,6,1.96,47,22,-0.06,41.1,18.6
Dan Gosling,19,7,10,1.25,30,41,-0.2,23,34.2
Lee Grant,3,0,26,0.33,3,7,-0.5,2.6,4.8
Andre Gray,4,15,7,1,19,30,-0.24,20.3,24.1
Demarai Gray,6,18,3,1.29,25,35,-0.84,22.1,25.9
Pascal Gro?,11,3,0,1.05,34,46,1.09,34,40.1
Marko Gruji?,0,3,3,2,0,0,-1.22,0.1,0.1
?lkay G?ndo?an,9,15,4,2.6,44,14,-0.54,32.9,12.5
Florent Hadergjonaj,16,4,10,0.96,13,28,-0.03,16.2,22.9
Massadio Ha?dara,0,1,6,3,0,0,0.21,0,0
Ben Hamer,3,1,29,0.25,0,7,-2.38,1.8,5.4
Rekeem Harper,0,1,4,3,0,0,0.66,0.2,0.1
Joe Hart,19,0,16,0.79,18,39,-1.16,17.5,26.8
Isaac Hayden,8,11,8,1.27,12,25,-1.07,15.3,24
Eden Hazard,11,6,1,1.79,43,27,-0.13,40.8,23.8
Tom Heaton,3,0,7,1.75,5,4,0.41,3.1,5
Michael Hefele,0,2,9,1.5,0,1,-1.96,0,1
Ahmed Hegazi,37,0,0,0.82,30,55,-0.66,35.6,47.8
Tomer Hemed,3,7,6,1,6,8,0.42,6.8,11.3
Jordan Henderson,21,2,4,1.93,52,21,0.2,42.6,21.9
Jeff Hendrick,13,5,1,1.44,17,28,-1.09,19,35.1
Wayne Hennessey,27,0,9,1.11,29,41,-0.63,35.9,36.8
Javier Hern?ndez,9,12,3,0.89,21,36,-0.63,16.1,27.7
Ander Herrera,7,13,7,2.12,20,14,-1,15.5,19
Son Heung-min,7,10,1,2,56,18,1.48,45.9,21.5
Wesley Hoedt,28,0,6,0.93,27,42,-0.14,26.3,33.6
Jonathan Hogg,17,1,2,0.97,20,39,0.26,21.1,35.6
Rob Holding,8,3,6,1.58,14,17,-1.23,15.1,15.8
Jos? Holebas,24,2,4,1.14,30,47,-0.38,32.6,36.7
Mason Holgate,13,2,12,1.73,16,14,0.8,14.6,15.9
Callum Hudson-Odoi,0,2,2,0,0,1,-3.77,0.7,0.2
Will Hughes,2,4,2,0.93,13,16,0.36,12.1,12.1
Jordan Hugill,0,3,9,2,0,0,0.53,0,0.7
Uwe H?nemeier,0,1,9,1,1,1,0.53,0.8,1
Emerson Hyndman,0,0,2,3,0,1,-1.15,0.5,1
Pierre H?jbjerg,14,4,8,0.91,18,30,-0.29,16.6,21.2
Jordon Ibe,8,10,3,1.19,27,33,0.36,23.2,32.2
Vicente Iborra,10,2,10,1.42,26,23,0.5,16.8,20.4
Zlatan Ibrahimovi?,0,4,3,2,1,2,-1.96,2.2,1
Kelechi Iheanacho,0,14,11,0.81,15,17,-0.15,15.4,8.8
Tom Ince,17,6,3,1.06,22,39,0.58,24.4,29.3
Danny Ings,0,5,9,1.63,3,0,-0.22,5.6,1
Stephen Ireland,1,3,6,1.25,0,4,-1.95,2.1,2.8
Alex Iwobi,5,4,10,1.42,36,26,-0.24,35.6,25.5
Jos? Izquierdo,11,9,3,1.03,26,32,0.61,25.6,29.4
Phil Jagielka,21,2,5,1.28,24,39,-0.72,22.1,34.5
Eldin Jakupovi?,2,0,8,1.5,7,6,0.64,3.5,3.2
Matty James,7,2,2,1,14,15,0.02,16.5,12.7
Daryl Janmaat,17,2,12,0.91,21,37,-0.57,22.7,28.2
Vincent Janssen,0,1,2,0,0,0,-1,0,0
Jes?,0,5,5,0.54,7,17,-0.73,5.8,13.4
Gabriel Jesus,5,10,3,2.69,54,12,0.37,41.5,10.2
Glen Johnson,3,2,10,0.56,4,14,-0.92,4.5,11.8
Phil Jones,21,0,3,1.96,37,11,0.32,34.6,21.2
Joselu,4,11,4,1.2,20,25,-0.1,18.5,26.2
Mathias J?rgensen,38,0,0,0.97,28,58,0,31.3,48.5
Christian Kabasele,24,1,1,1.07,31,43,0.2,30.5,34.8
Youn?s Kaboul,1,0,0,2,4,3,1.18,2.6,2.8
Elias Kachunga,6,2,1,1.11,12,23,0.07,12.3,18.6
Sullay Kaikai,0,1,4,0,0,0,0.26,0,0.3
Harry Kane,26,2,0,2.08,65,34,-0.92,57.6,29.8
N'Golo Kant?,30,0,0,1.88,54,32,0.24,48.8,28.1
Loris Karius,19,0,19,2,40,14,0.32,36.1,13.6
Orestis Karnezis,14,1,17,1,12,24,-0.5,15.5,18.7
Beram Kayal,3,11,7,1.05,3,14,-1.03,6.5,14.7
Michael Keane,27,1,4,1.17,30,46,-0.77,29.2,40.7
Martin Kelly,10,3,13,1.13,16,21,-0.17,15.5,18.7
Kenedy,6,0,0,1.38,13,9,0.8,14.2,12
Jonjoe Kenny,17,2,5,1.37,27,31,0.27,19.3,29.7
Andy King,3,6,9,0.91,9,12,-0.47,9.5,8.5
Andy King1,4,2,1,0.82,6,14,-0.34,5.5,13.8
Joshua King,18,6,0,1.12,31,38,0.58,27.9,42
Davy Klaassen,0,4,5,1.57,3,6,-0.76,2.8,2.4
Ragnar Klavan,16,3,11,2,31,15,-0.38,30.6,12.9
Anthony Knockaert,16,6,1,1.15,28,29,1.67,26.5,30.9
Sead Kola?inac,19,2,9,1.89,49,30,0.51,45.4,28.5
Vincent Kompany,14,0,5,2.59,37,12,-0.78,29.4,10.6
Terence Kongolo,11,2,1,0.92,7,14,0.27,8.9,15.6
Laurent Koscielny,23,0,1,1.64,46,32,-0.11,44.6,29.5
Cheikhou Kouyat?,27,1,0,1.06,41,57,0.07,29.5,43.8
Bojan Krki?,0,0,2,0,0,1,-0.41,0.2,0.6
Grzegorz Krychowiak,11,7,6,0.78,13,30,-0.53,15.8,23.3
Rajiv van La Parra,10,7,1,1.03,16,36,-0.14,18.3,28.5
Alexandre Lacazette,10,6,1,1.78,51,28,0.94,46.9,27.4
Freddie Ladapo,0,1,1,0,0,1,-5.06,0,0.7
Adam Lallana,0,11,2,2.33,4,1,-0.37,4.6,1.4
?rik Lamela,0,18,0,2.12,21,12,-0.05,18,10.2
Manuel Lanzini,14,4,0,1.11,30,44,-0.23,22.2,34.4
Aymeric Laporte,8,0,5,3,28,5,0.64,18,4
Jamaal Lascelles,31,1,1,1.3,33,31,1.89,37.2,41.6
Florian Lejeune,23,0,4,1,24,32,-0.34,23.5,32
Mario Lemina,12,5,6,1.12,18,31,-0.36,19.4,26.5
Aaron Lennon,6,1,0,1.43,17,16,0.24,14.1,14.7
Aaron Lennon1,2,6,0,1.27,15,14,0.63,11,14.9
Victor Lindel?f,13,4,9,2,26,14,-0.34,21.4,17
Jesse Lingard,3,13,4,2,41,18,0.18,29.6,23.2
Jake Livermore,25,4,0,0.88,22,41,0.08,28.3,36.7
Fernando Llorente,0,15,13,1.63,5,2,0.14,7.7,4.5
Hugo Lloris,36,0,0,2.03,72,35,0.53,62.7,32.3
J?rgen Locadia,0,3,6,0.5,3,8,-1.59,3.3,5.6
Ruben Loftus-Cheek,17,3,0,1.33,28,30,0.37,29.9,26.7
Joe Lolley,0,4,2,1,2,5,-0.46,1.5,2.2
Kevin Long,16,0,22,1.19,14,21,-0.62,13,22.4
Shane Long,5,15,3,1,18,28,-0.13,20.5,24
Ademola Lookman,0,6,10,1.86,7,6,0.98,3.7,3.6
Jonas L?ssl,38,0,0,0.97,28,58,0,31.3,48.5
Dejan Lovren,22,5,5,2.07,54,24,0.16,42.8,22
Chris L?we,10,4,8,1.04,13,26,0.1,15.9,24.5
Matthew Lowton,25,1,8,1.58,28,26,0.48,22.1,32.9
David Luiz,8,1,3,1.9,17,13,-0.27,10.5,11.1
Romelu Lukaku,30,1,0,2.18,63,26,0.67,49.6,35.6
Dodi Lukebakio,0,1,4,0,0,1,-5.12,0.4,0.5
Levi Lumeka,0,1,0,0,0,0,0.27,1.5,0
Harry Maguire,38,0,0,1.24,56,60,0,50,48.1
Riyad Mahrez,22,2,0,1.28,49,51,0.32,42,40.5
Ainsley Maitland-Niles,8,7,11,1.67,17,16,-0.69,14.3,14.3
Scott Malone,6,10,12,0.82,8,23,-0.62,9.5,14
Sadio Man?,9,1,3,1.97,53,20,0.4,49.4,17.4
Eliaquim Mangala,1,0,0,1.5,1,5,-2.41,1.5,2.7
Eliaquim Mangala1,4,5,15,2.78,14,2,0.16,12.4,4
Javier Manquillo,18,1,17,0.86,17,31,-1.04,16.5,32.4
Solly March,10,18,2,1.08,11,29,-0.76,16.8,28.3
Adrian Mariappa,21,4,5,1.14,26,45,-0.7,25.3,33.3
Jo?o M?rio,6,1,1,1.23,13,14,0.63,9.8,15.3
Anthony Martial,5,12,4,2.03,34,13,0.26,27,22.1
Cuco Martina,19,1,14,1.33,20,30,-0.27,20.3,30.3
Bruno Martins Indi,10,3,5,0.76,10,27,-0.57,11.9,22
Arthur Masuaku,13,6,5,1.26,27,29,0.95,21.2,27.3
Juan Mata,7,5,8,2.07,34,10,0.16,33.4,16.6
Nemanja Mati?,33,1,0,2.14,64,26,0.5,51.9,37.1
Jo?l Matip,22,3,1,2.16,53,27,-0.09,46.8,21.8
Konstantinos Mavropanos,2,0,0,1,6,3,0.83,3.2,2.1
Alfie Mawson,38,0,0,0.87,28,56,0,31.6,58.6
Eric Maxim Choupo-Moting,18,4,1,0.9,28,45,0.64,25.3,36.7
Chancel Mbemba,5,2,3,1.11,8,11,-0.24,8.4,11.2
James McArthur,18,6,2,1.27,34,35,0.78,37.1,31.4
Gareth McAuley,3,4,18,0.56,3,15,-1.96,3.2,7.6
Oliver McBurnie,0,9,2,0.73,3,5,0.09,3.3,5.3
Alex McCarthy,18,0,19,0.94,17,26,0,16.2,19.9
James McCarthy,0,1,0,0.25,0,6,-2.41,1.6,5.3
James McClean,8,16,8,0.93,8,21,-0.3,12.9,21.5
Sam McQueen,1,6,10,0.86,1,2,-0.11,1.5,2.5
Scott McTominay,6,6,10,2.38,8,3,-0.42,7.3,5.9
Ben Mee,29,0,0,1.38,27,27,0.33,24.9,39.6
Benjamin Mendy,3,3,1,2.71,14,1,1.28,9.2,2.5
Mikel Merino,8,10,7,0.92,14,18,-0.09,15.5,18.6
Per Mertesacker,3,2,16,1.83,9,7,-0.13,7.3,5.1
Roque Mesa,4,2,9,0.73,4,16,-0.89,6.3,13.2
Simon Mignolet,19,0,18,1.95,44,24,-0.32,36.7,20.2
Luka Milivojevi?,32,1,1,1.14,42,52,-0.29,46.8,45.8
James Milner,13,16,5,2.06,40,25,-0.94,36,19.4
Tyrone Mings,1,1,4,1.5,1,5,-1.46,1,3.7
Kevin Mirallas,0,3,3,0.8,2,8,-3.69,1.2,4.5
Aleksandar Mitrovi?,0,6,4,1.17,4,0,4.11,2,1
Henrikh Mkhitaryan,5,2,0,1.36,19,13,0.1,15.2,13.1
Henrikh Mkhitaryan1,0,4,1,1.93,19,4,0.56,18,8.6
Nacho Monreal,23,2,2,1.75,48,29,0.46,48.7,27.9
Aaron Mooy,29,2,0,0.94,25,52,-0.03,28,43.6
?lvaro Morata,12,7,0,1.94,38,19,0.5,34.8,19.2
Alberto Moreno,14,2,8,1.69,28,19,-0.91,25.9,15.6
Wes Morgan,31,0,1,1.28,48,52,-0.13,40.9,41.7
James Morrison,1,2,1,0.5,2,1,1.16,2.1,2.4
Victor Moses,14,3,5,1.89,38,20,0.36,30.4,21.2
Steve Mouni?,12,7,6,0.96,14,32,-0.18,18.7,24.1
Lucas Moura,0,4,6,1.67,6,6,-1.07,3.9,3.3
Lys Mousset,0,19,9,1.22,16,16,0.51,8.8,11
Jacob Murphy,5,12,11,0.88,10,25,-1.45,12,22.7
Jamie Murphy,1,3,2,1,0,4,-1.7,0.5,4.1
Glenn Murray,10,10,1,1.03,25,36,0.21,26.3,29
Charly Musonda Jr.,0,3,5,1,1,0,1.82,1,0.8
Shkodran Mustafi,23,2,3,1.7,51,30,0.67,46.8,30.9
Boaz Myhill,1,0,37,1,1,1,0.68,0.2,1.3
Georges-K?vin N'Koudou,0,1,5,3,0,0,-1,0,0
Georges-K?vin N'Koudou1,0,6,5,1,2,2,0.08,2.1,2.6
Luciano Narsingh,1,13,14,0.67,8,15,-0.33,8,12.4
Kyle Naughton,31,0,1,0.94,26,50,0.21,25.4,52
Badou Ndiaye,11,0,0,0.69,10,17,0.47,10,21.9
Wilfred Ndidi,30,0,0,1.33,46,44,1.1,41.4,39.5
Reiss Nelson,0,1,4,2,3,3,-0.63,1.7,2.3
Julien Ngoy,0,1,2,0,0,2,-8.18,0,1
Oumar Niasse,4,12,8,1.09,20,23,0.18,17.7,18.8
Eddie Nketiah,0,3,8,0,0,1,-5.14,0.3,0.4
Lukas Nmecha,0,2,2,3,0,0,-2.09,0.3,0
Mark Noble,23,1,4,1.21,35,45,0.51,23.2,38
Allan Nyom,23,4,8,0.93,23,40,-0.01,24.8,33
Aiden O'Neill,0,1,2,0,0,0,0,0,0
Michael Obafemi,0,1,0,1,0,0,0.5,0.5,0.5
Pedro Obiang,14,3,4,1.19,18,29,-0.2,16.5,23.6
Angelo Ogbonna,32,0,5,1.06,43,60,-0.03,32,49.5
Stefano Okaka,0,12,3,0.87,9,12,-0.08,7.1,8.5
Shinji Okazaki,2,10,2,1.44,25,19,0.84,21.2,18.7
Martin Olsson,31,0,0,0.92,26,50,0.64,28.4,53.3
Divock Origi,0,1,1,1,0,1,-10.24,0.1,0.8
David Ospina,4,1,29,2.4,10,3,1.18,8,4.7
Nicol?s Otamendi,31,1,1,2.59,90,25,-0.81,68.9,21.4
Reece Oxford,0,1,0,1,0,0,0.53,0,0
Alex Oxlade-Chamberlain,2,0,0,1,4,7,-1.86,4.2,4.6
Alex Oxlade-Chamberlain1,5,18,0,2,42,20,0.21,30.7,14.9
Mesut ?zil,21,2,1,1.65,48,36,-0.29,44.7,32.6
Kasey Palmer,0,3,0,1.75,2,2,0.83,1.9,1.8
Emerson Palmieri,2,2,7,1.2,3,4,-1.04,4.1,3.2
Pedro,4,14,4,1.84,29,14,0.46,21,15.2
Roberto Pereyra,6,14,0,1.06,23,34,-0.16,22.8,24.1
Ayoze P?rez,15,8,2,1.22,33,28,1.44,33.3,33.1
Matt Phillips,13,7,1,0.93,24,32,0.81,23.1,26.2
Jordan Pickford,38,0,0,1.29,44,58,0,40.5,52.4
J?r?my Pied,2,0,11,0.5,2,3,0,2,2.2
Erik Pieters,27,1,1,0.9,29,50,0.84,28.7,47.2
Paul Pogba,19,2,0,2.19,48,20,0.32,39.1,25.8
Nick Pope,34,1,3,1.43,31,35,-0.41,29.3,46.2
Alex Pritchard,6,2,2,0.93,8,12,0.61,9.4,13.3
Sebastian Pr?dl,15,4,6,1.05,15,29,-0.51,18,23.5
Davy Pr?pper,33,0,0,1.09,31,50,-0.25,33.8,45.4
Marc Pugh,4,9,11,1.5,11,17,-0.18,10.8,15.8
Jason Puncheon,4,4,9,0.5,0,14,-2.08,8.7,9.6
Collin Quaner,8,13,5,1.08,13,23,0.14,14.3,21.4
Sandro Ram?rez,0,5,4,1,1,7,-1.71,1.6,4.7
Aaron Ramsey,16,3,0,1.83,42,25,0.49,42.8,23
?ngel Rangel,1,2,17,1,1,3,-0.44,3.2,2.2
Marcus Rashford,7,18,2,2.23,34,16,-0.34,29.1,19.3
Nathan Redmond,13,9,4,0.97,14,31,-0.66,21,26
Winston Reid,15,0,3,1,14,27,-0.49,14.9,19.4
Declan Rice,12,11,10,1.23,24,29,0.36,15.8,24.8
Richarlison,22,6,0,1.08,31,54,-1.19,36.1,45.3
Ja?ro Riedewald,4,8,17,1.08,3,6,-0.4,6.2,6.9
