Patrick van Aanholt,46,24,12,6,2,1,1,4,2,0,2,0,0,0
Rolando Aarons,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Tammy Abraham,42,19,0,11,5,5,2,2,1,0,0,1,0,0
Charlie Adam,17,7,2,3,1,4,0,1,1,0,0,0,0,0
Adri?n,2,1,1,0,0,0,0,1,0,1,0,0,0,0
Ibrahim Afellay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benik Afobe,11,6,0,1,2,2,0,1,0,0,0,0,1,0
Sergio Ag?ero,80,57,0,14,5,3,1,12,8,0,3,0,0,1
Nathan Ak?,20,17,0,3,0,0,0,5,5,0,0,0,0,0
Marc Albrighton,79,51,15,9,1,3,0,11,10,1,0,0,0,0
Toby Alderweireld,20,16,0,3,1,0,0,0,0,0,0,0,0,0
Trent Alexander-Arnold,42,29,7,2,2,0,2,3,2,0,1,0,0,0
Joe Allen,74,63,3,2,1,4,1,12,8,1,1,0,1,1
Dele Alli,133,104,1,5,6,14,3,19,14,0,0,3,2,0
Marcos Alonso,81,64,5,2,6,3,1,7,7,0,0,0,0,0
Daniel Amartey,2,0,1,0,0,1,0,1,0,1,0,0,0,0
Ethan Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nordin Amrabat,5,4,0,0,0,1,0,0,0,0,0,0,0,0
Michail Antonio,38,24,1,6,1,6,0,5,1,0,2,1,1,0
Scott Arfield,22,14,0,3,3,2,0,3,1,0,1,0,1,0
Marko Arnautovi?,80,51,2,15,7,4,1,16,10,0,3,2,0,1
Harry Arter,23,19,2,0,0,0,2,1,0,0,0,0,0,1
Christian Atsu,54,38,1,8,1,5,1,6,3,0,1,1,1,0
Pierre-Emerick Aubameyang,30,21,0,4,4,1,0,8,5,0,1,1,1,0
Serge Aurier,38,29,1,2,5,1,0,4,1,0,1,1,1,0
Charlie Austin,23,15,0,2,5,1,0,1,0,0,0,1,0,0
Andr? Ayew,13,8,0,3,0,2,0,4,3,0,1,0,0,0
Andr? Ayew1,20,15,1,1,2,1,0,4,2,0,0,1,1,0
Jordan Ayew,83,38,1,15,12,12,5,4,1,0,1,2,0,0
C?sar Azpilicueta,61,58,0,1,1,0,1,8,8,0,0,0,0,0
Eric Bailly,4,3,0,0,1,0,0,0,0,0,0,0,0,0
Leighton Baines,46,35,9,1,0,1,0,4,2,1,1,0,0,0
Tiemou? Bakayoko,45,37,0,2,3,1,2,6,6,0,0,0,0,0
Sam Baldock,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Beni Baningime,3,2,0,0,0,1,0,0,0,0,0,0,0,0
Phil Bardsley,14,12,2,0,0,0,0,0,0,0,0,0,0,0
Ross Barkley,4,3,0,1,0,0,0,0,0,0,0,0,0,0
Ashley Barnes,51,34,0,4,2,11,0,7,5,0,1,0,1,0
Harvey Barnes,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Gareth Barry,38,28,5,1,0,4,0,2,2,0,0,0,0,0
Kyle Bartley,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Michy Batshuayi,9,7,0,1,1,0,0,2,2,0,0,0,0,0
Moritz Bauer,23,18,2,3,0,0,0,0,0,0,0,0,0,0
Jan Bednarek,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Asmir Begovi?,4,2,2,0,0,0,0,1,0,1,0,0,0,0
H?ctor Beller?n,85,76,2,1,2,3,1,8,7,0,0,1,0,0
Yohan Benalouane,2,0,1,0,1,0,0,0,0,0,0,0,0,0
Christian Benteke,68,43,0,5,12,8,0,13,8,0,1,1,3,0
Saido Berahino,9,6,0,0,2,1,0,1,1,0,0,0,0,0
J?hann Berg Gu?mundsson,117,53,42,9,7,6,0,9,5,2,0,2,0,0
Ryan Bertrand,76,54,12,4,4,1,1,7,4,1,1,1,0,0
Muhamed Be?i?,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Philip Billing,6,4,0,1,0,0,1,0,0,0,0,0,0,0
Mame Biram Diouf,51,29,1,2,10,9,0,4,4,0,0,0,0,0
Daley Blind,14,10,2,0,0,1,1,0,0,0,0,0,0,0
Jeremie Boga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannick Bolasie,12,9,0,0,1,2,0,1,1,0,0,0,0,0
Ga?tan Bong,20,17,3,0,0,0,0,0,0,0,0,0,0,0
Wilfried Bony,16,9,0,2,2,3,0,1,0,0,0,1,0,0
Sofiane Boufal,54,30,4,11,3,5,1,8,5,0,3,0,0,0
Robbie Brady,59,19,30,3,4,2,1,5,3,1,0,1,0,0
Claudio Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Britos,8,6,1,0,1,0,0,0,0,0,0,0,0,0
Leon Britton,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Izzy Brown,12,9,0,1,0,2,0,0,0,0,0,0,0,0
Bruno,37,28,4,3,0,2,0,2,2,0,0,0,0,0
Chris Brunt,76,41,28,3,3,0,1,10,4,5,0,1,0,0
Oliver Burke,10,7,0,1,1,1,0,3,2,0,0,0,1,0
Jack Butland,10,6,4,0,0,0,0,0,0,0,0,0,0,0
Sam Byram,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Willy Caballero,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yohan Cabaye,84,37,34,2,3,5,3,6,3,1,0,1,1,0
Gary Cahill,7,6,0,0,1,0,0,0,0,0,0,0,0,0
Dominic Calvert-Lewin,45,29,0,3,5,7,1,11,6,0,1,2,2,0
Geoff Cameron,15,10,1,2,2,0,0,1,0,0,0,1,0,0
Tyrese Campbell,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emre Can,59,51,2,1,2,3,0,10,8,1,0,0,1,0
?tienne Capoue,31,21,2,2,1,2,3,2,1,0,0,1,0,0
Michael Carrick,5,4,0,0,1,0,0,1,1,0,0,0,0,0
Andr? Carrillo,64,38,1,17,2,4,2,3,2,0,1,0,0,0
