Patrick van Aanholt,47,32,29,15,3,16,34,18,5,19,47,64,2
Rolando Aarons,4,4,3,1,0,4,6,2,0,3,1,0,0
Tammy Abraham,10,8,1,7,2,1,13,12,1,7,1,11,0
Charlie Adam,9,5,2,5,2,5,17,12,0,2,9,11,2
Adri?n,2,1,2,0,0,1,4,3,0,1,0,15,1
Ibrahim Afellay,3,3,0,3,0,1,2,1,0,1,1,1,0
Benik Afobe,4,3,1,2,1,1,6,5,0,4,0,6,0
Sergio Ag?ero,9,6,2,6,1,2,17,15,1,11,6,3,0
Nathan Ak?,53,32,34,16,3,22,40,18,24,23,48,246,2
Marc Albrighton,52,33,16,29,7,16,52,36,4,28,27,34,0
Toby Alderweireld,19,13,7,11,1,8,15,7,5,6,4,55,0
Trent Alexander-Arnold,37,25,23,9,5,22,36,14,5,15,28,46,1
Joe Allen,96,62,41,43,12,27,87,60,9,34,58,68,1
Dele Alli,46,30,15,21,10,8,34,26,7,26,19,22,1
Marcos Alonso,51,33,30,18,3,23,44,21,5,31,47,76,1
Daniel Amartey,8,4,7,1,0,3,7,4,3,4,7,21,1
Ethan Ampadu,1,1,0,1,0,0,0,0,0,0,0,2,0
Nordin Amrabat,6,3,1,5,0,1,3,2,0,1,0,2,0
Michail Antonio,15,9,7,6,2,4,14,10,0,14,13,16,0
Scott Arfield,36,26,20,13,3,19,44,25,1,21,11,24,0
Marko Arnautovi?,21,16,9,8,4,7,19,12,3,17,13,35,0
Harry Arter,19,16,10,7,2,6,23,17,5,13,9,6,0
Christian Atsu,17,16,10,7,0,7,20,13,5,30,13,27,1
Pierre-Emerick Aubameyang,5,4,3,2,0,1,7,6,1,13,3,7,0
Serge Aurier,48,27,27,13,8,11,31,20,1,19,31,54,1
Charlie Austin,7,5,1,3,3,3,10,7,3,12,1,10,0
Andr? Ayew,19,14,6,10,3,6,19,13,0,5,4,3,0
Andr? Ayew1,15,10,3,10,2,2,13,11,1,12,5,8,0
Jordan Ayew,82,60,20,35,27,15,54,39,3,40,24,20,1
C?sar Azpilicueta,80,59,47,26,7,27,54,27,22,26,54,135,1
Eric Bailly,17,10,10,5,2,5,12,7,6,5,25,58,1
Leighton Baines,25,13,18,3,4,9,14,5,6,12,25,56,0
Tiemou? Bakayoko,64,41,25,32,7,16,48,32,6,17,37,38,4
Sam Baldock,0,0,0,0,0,0,0,0,0,0,0,0,0
Beni Baningime,6,2,1,2,3,0,4,4,1,4,2,2,0
Phil Bardsley,17,16,9,7,1,4,11,7,6,16,22,77,0
Ross Barkley,0,0,0,0,0,0,1,1,1,2,0,2,0
Ashley Barnes,21,14,1,14,6,5,29,24,5,21,2,19,0
Harvey Barnes,0,0,0,0,0,0,0,0,0,0,0,0,0
Gareth Barry,35,19,17,14,4,15,45,30,11,8,14,34,0
Kyle Bartley,3,2,3,0,0,2,2,0,6,0,4,21,0
Michy Batshuayi,5,4,2,3,0,1,3,2,0,0,1,3,0
Moritz Bauer,24,17,17,7,0,10,26,16,1,8,12,48,0
Jan Bednarek,6,3,6,0,0,3,6,3,1,1,5,27,0
Asmir Begovi?,0,0,0,0,0,0,2,2,0,0,2,16,7
H?ctor Beller?n,57,43,36,12,9,25,52,27,8,34,23,89,4
Yohan Benalouane,7,3,6,1,0,4,6,2,1,0,1,4,0
Christian Benteke,11,4,3,7,1,2,17,15,3,12,3,44,0
Saido Berahino,2,2,0,1,1,0,1,1,1,3,1,2,0
J?hann Berg Gu?mundsson,43,27,16,19,8,20,47,27,1,20,34,43,0
Ryan Bertrand,48,35,27,17,4,19,31,12,9,19,44,74,0
Muhamed Be?i?,1,1,1,0,0,1,3,2,2,0,0,1,0
Philip Billing,25,16,11,11,3,8,22,14,1,16,18,19,0
Mame Biram Diouf,48,36,26,15,7,8,21,13,0,22,14,76,1
Daley Blind,6,4,3,2,1,2,7,5,0,3,7,14,0
Jeremie Boga,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannick Bolasie,8,7,4,1,3,2,7,5,0,5,4,8,0
Ga?tan Bong,39,32,25,11,3,15,26,11,6,18,40,81,1
Wilfried Bony,5,4,2,2,1,1,5,4,1,3,2,15,0
Sofiane Boufal,37,24,12,14,11,12,35,23,1,19,6,6,0
Robbie Brady,32,21,14,17,1,8,28,20,3,14,7,29,0
Claudio Bravo,0,0,0,0,0,0,1,1,0,0,0,0,0
Miguel Britos,15,11,10,5,0,6,11,5,1,8,12,45,1
Leon Britton,6,5,0,5,1,5,8,3,1,2,1,1,0
Izzy Brown,3,3,2,1,0,1,7,6,0,3,1,3,0
Bruno,30,17,21,6,3,14,22,8,11,6,38,76,0
Chris Brunt,41,24,19,21,1,11,31,20,4,24,22,45,1
Oliver Burke,6,4,3,2,1,4,12,8,0,3,7,3,0
Jack Butland,1,1,1,0,0,1,1,0,0,1,1,26,1
Sam Byram,9,5,6,3,0,4,9,5,2,4,9,16,0
Willy Caballero,0,0,0,0,0,0,0,0,0,0,0,3,0
Yohan Cabaye,70,44,39,28,3,24,97,73,4,43,79,29,4
Gary Cahill,29,21,15,9,5,10,21,11,14,7,27,127,1
Dominic Calvert-Lewin,15,8,5,3,7,2,15,13,1,12,10,23,1
Geoff Cameron,34,21,20,12,2,11,27,16,8,20,36,68,0
Tyrese Campbell,2,1,0,2,0,1,1,0,1,0,1,0,0
Emre Can,67,54,32,29,6,18,43,25,4,28,28,37,1
?tienne Capoue,43,26,15,25,3,19,47,28,1,20,43,38,0
Michael Carrick,1,1,0,1,0,0,1,1,0,2,1,3,0
Andr? Carrillo,31,24,16,12,3,8,33,25,0,7,15,16,0
Guido Carrillo,5,1,0,3,2,0,1,1,0,4,0,5,0
Andy Carroll,3,3,2,0,1,0,1,1,2,1,2,15,0
Tom Carroll,53,33,22,23,8,14,53,39,8,29,29,18,1
Craig Cathcart,8,5,5,3,0,4,5,1,6,2,3,38,0
Petr ?ech,1,1,1,0,0,1,1,0,0,0,0,23,7
Nacer Chadli,1,0,1,0,0,1,4,3,0,0,0,4,0
Nathaniel Chalobah,9,6,2,6,1,2,5,3,5,1,6,6,0
Calum Chambers,17,10,10,6,1,5,14,9,11,3,18,47,0
Ben Chilwell,36,26,21,10,5,15,32,17,4,27,28,71,3
Hamza Choudhury,9,5,6,3,0,2,10,8,1,11,8,4,0
Andreas Christensen,26,13,23,3,0,10,15,5,17,8,39,109,5
Lee Chung-yong,2,0,0,1,1,0,0,0,0,3,2,0,1
Ciaran Clark,25,17,17,8,0,11,21,10,10,5,17,144,1
Tom Cleverley,48,26,25,16,7,21,52,31,1,10,25,21,0
Sam Clucas,34,19,21,11,2,10,29,19,7,24,29,34,1
Nathaniel Clyne,3,1,2,1,0,0,1,1,1,1,0,3,0
S?amus Coleman,14,14,9,3,2,6,11,5,12,4,10,29,2
James Collins,15,9,11,4,0,8,11,3,10,3,16,120,1
Lewis Cook,67,35,37,30,0,26,69,43,12,21,35,25,2
Steve Cook,37,19,28,7,2,19,29,10,45,18,54,232,4
Francis Coquelin,5,4,2,3,0,1,3,2,0,1,3,2,0
Jack Cork,60,44,25,27,8,20,62,42,15,21,41,86,1
Thibaut Courtois,0,0,0,0,0,0,0,0,0,0,0,8,1
Philippe Coutinho,17,14,4,10,3,3,21,18,0,10,10,5,1
Martin Cranie,3,2,2,1,0,0,1,1,3,0,1,10,0
Aaron Cresswell,34,21,12,20,2,19,30,11,17,25,44,117,1
Peter Crouch,2,0,0,1,1,0,12,12,4,3,1,31,0
Josh Cullen,0,0,0,0,0,0,1,1,1,0,2,0,0
Charlie Daniels,48,34,32,12,4,22,41,19,7,27,31,114,0
Danilo,43,29,25,12,6,19,35,16,6,9,19,33,0
Scott Dann,10,5,8,2,0,7,17,10,14,3,23,98,1
Karl Darlow,0,0,0,0,0,0,0,0,0,0,0,3,4
Matteo Darmian,16,14,7,7,2,6,19,13,3,2,7,23,0
Ben Davies,47,33,13,21,13,25,48,23,5,19,28,70,1
Tom Davies,30,20,14,11,5,12,54,42,5,14,24,21,0
Steven Davis,30,21,10,17,3,11,30,19,6,16,15,24,1
Craig Dawson,38,28,25,7,6,13,36,23,26,13,52,140,0
Kevin De Bruyne,62,43,23,25,14,23,80,57,2,43,25,14,2
Troy Deeney,15,11,3,8,4,3,11,8,1,13,5,20,0
Jermain Defoe,12,9,2,6,4,2,10,8,0,10,4,1,0
Steven Defour,33,22,12,18,3,10,46,36,7,28,46,25,0
Damien Delaney,2,1,2,0,0,1,1,0,4,1,3,7,0
Fabian Delph,46,34,21,16,9,18,37,19,0,16,30,42,2
Mousa Demb?l?,36,24,19,11,6,9,37,28,0,20,33,15,0
Laurent Depoitre,14,8,4,8,2,3,21,18,3,12,11,36,0
Mike van der Hoorn,32,22,23,8,1,16,24,8,14,10,39,127,0
Gerard Deulofeu,5,3,2,2,1,2,11,9,0,0,4,3,1
Fousseni Diabat?,9,6,5,3,1,1,4,3,0,6,8,8,0
Mohamed Diam?,89,64,33,48,8,16,62,46,7,37,48,30,2
Brahim D?az,1,0,1,0,0,0,0,0,0,3,1,0,0
Eric Dier,61,43,15,39,7,17,42,25,11,21,48,93,7
Abdoulaye Doucour?,79,52,28,42,9,27,79,52,10,33,54,61,0
Aleksandar Dragovi?,13,10,13,0,0,7,13,6,8,8,16,46,0
Danny Drinkwater,15,10,6,8,1,3,17,14,2,8,8,7,0
Martin D?bravka,0,0,0,0,0,0,0,0,0,0,0,3,2
Shane Duffy,31,19,22,9,0,7,20,13,59,7,50,332,5
Paul Dummett,28,19,21,7,0,13,27,14,10,17,23,107,1
Lewis Dunk,67,33,49,18,0,25,48,23,58,15,71,230,2
Nathan Dyer,22,16,8,9,5,6,24,18,0,13,11,3,0
Ederson,1,1,1,0,0,0,0,0,0,1,0,15,6
Tom Edwards,15,9,10,5,0,8,8,0,2,3,5,20,0
Rob Elliot,0,0,0,0,0,0,1,1,0,0,0,8,0
Mohamed Elneny,12,6,6,3,3,6,10,4,0,11,10,12,2
Christian Eriksen,51,29,16,30,5,17,59,42,1,37,31,21,0
Jonny Evans,29,22,19,8,2,14,33,19,13,9,48,131,1
Patrice Evra,6,4,5,1,0,6,8,2,1,3,7,6,0
?ukasz Fabia?ski,0,0,0,0,0,0,0,0,0,0,0,10,2
Cesc F?bregas,68,49,30,29,9,18,69,51,4,21,22,26,2
Marouane Fellaini,15,8,6,8,1,2,11,9,3,9,14,19,1
Kiko Femen?a,36,28,22,11,3,14,27,13,2,13,34,31,1
Leroy Fer,44,32,18,21,5,13,30,17,4,14,12,24,3
Edimilson Fernandes,17,9,10,7,0,9,21,12,1,12,16,8,0
Federico Fern?ndez,40,29,30,6,4,20,30,10,27,8,38,201,1
Fernandinho,62,35,22,28,12,24,65,41,6,32,47,68,2
Sam Field,14,11,8,4,2,3,10,7,1,5,11,8,0
Roberto Firmino,65,50,9,36,20,8,58,50,2,38,18,10,0
Darren Fletcher,47,26,23,20,4,15,55,40,3,10,26,33,3
Phil Foden,1,1,0,1,0,0,1,1,0,0,0,1,0
Jos? Fonte,11,6,5,6,0,2,6,4,9,3,14,37,1
Fraser Forster,0,0,0,0,0,0,0,0,0,0,0,7,4
Ben Foster,1,0,1,0,0,0,7,7,0,0,1,12,1
Timothy Fosu-Mensah,42,33,33,8,1,21,34,13,9,8,31,74,1
Simon Francis,49,34,26,16,7,24,43,19,18,11,49,194,4
Ryan Fraser,11,8,7,2,2,7,20,13,4,16,17,34,0
Christian Fuchs,41,27,25,12,4,14,40,26,3,20,58,86,0
Jay Fulton,0,0,0,0,0,0,0,0,0,0,0,1,0
Ramiro Funes Mori,0,0,0,0,0,0,0,0,1,0,3,14,0
Manolo Gabbiadini,3,2,0,2,1,1,15,14,0,3,4,6,0
Jes?s G?mez,4,2,1,0,3,1,3,2,0,2,2,5,0
Idrissa Gana Gueye,117,93,65,41,11,35,86,51,9,50,62,48,1
Dwight Gayle,12,10,2,8,2,1,21,20,2,14,6,17,0
Paulo Gazzaniga,0,0,0,0,0,0,1,1,0,0,0,0,0
David de Gea,0,0,0,0,0,0,1,1,0,1,0,9,3
Kieran Gibbs,41,24,27,10,4,16,30,14,12,20,48,102,0
Olivier Giroud,5,4,1,2,2,1,5,4,0,1,1,4,0
Olivier Giroud1,4,3,1,2,1,1,3,2,0,0,1,5,0
Connor Goldson,2,2,1,1,0,1,4,3,3,0,1,9,0
Heurelho Gomes,0,0,0,0,0,0,1,1,0,1,2,15,3
Joe Gomez,58,45,32,23,3,21,40,19,8,11,34,57,1
Dan Gosling,50,25,19,26,5,19,68,49,8,28,25,35,0
Lee Grant,1,1,1,0,0,1,1,0,0,0,0,0,0
Andre Gray,2,1,0,1,1,0,3,3,0,11,4,3,0
Demarai Gray,17,15,6,9,2,4,23,19,0,27,11,14,1
Pascal Gro?,36,24,18,16,2,10,67,57,5,26,14,20,0
Marko Gruji?,2,2,0,1,1,2,2,0,0,0,0,0,0
?lkay G?ndo?an,27,15,8,14,5,9,37,28,1,13,16,12,0
Florent Hadergjonaj,21,16,7,10,4,12,30,18,10,12,17,45,0
Massadio Ha?dara,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Hamer,0,0,0,0,0,0,1,1,0,0,0,3,1
Rekeem Harper,1,1,0,1,0,0,0,0,0,0,0,0,0
Joe Hart,1,1,1,0,0,1,2,1,0,1,0,2,4
Isaac Hayden,40,23,23,16,1,12,34,22,6,15,23,43,0
