Calum Chambers,28,2,2,0.84,26,52,+1.37,33.2,45.7
Ben Chilwell,36,0,0,1.44,50,43,+2.19,50.3,41.5
Tahith Chong,0,2,1,2.00,0,1,-2.69,1.2,0.5
Hamza Choudhury,4,2,4,1.89,5,4,+0.09,6.0,9.4
Andreas Christensen,6,2,22,1.75,16,7,+0.83,13.0,5.6
Cyrus Christie,15,9,10,0.75,17,42,+0.19,22.0,37.3
Ibrahima Ciss?,0,2,8,0.00,0,4,-2.93,0.7,4.8
Ciaran Clark,8,2,9,0.91,9,15,-0.63,7.7,14.7
Tom Cleverley,3,9,2,1.62,6,7,0.00,5.7,12.7
Nathaniel Clyne,9,1,1,1.07,18,25,-0.27,16.2,19.0
Nathaniel Clyne1,1,3,2,3.00,4,1,+0.69,4.0,1.2
Conor Coady,38,0,0,1.50,47,46,0,52.1,42.1
Joel Coleman,1,0,7,1.00,1,1,+1.46,0.7,0.6
S?amus Coleman,27,0,3,1.62,43,30,+0.98,37.3,34.4
Lewis Cook,5,5,2,1.54,15,10,+1.26,13.1,12.4
Steve Cook,30,0,0,1.29,48,56,+0.59,44.4,47.8
Jack Cork,36,0,0,1.08,43,63,+1.96,43.3,58.9
H?lder Costa,2,9,13,1.32,16,19,-0.37,18.6,14.0
Aaron Cresswell,16,2,7,1.30,21,26,-0.38,19.7,25.2
Peter Crouch,0,6,3,0.17,3,3,+0.62,4.2,2.0
Greg Cunningham,7,0,20,0.86,5,17,-0.97,7.9,11.0
Diogo Dalot,6,4,6,1.69,21,18,-0.03,20.1,16.9
Matty Daly,0,2,6,0.50,1,1,+1.45,0.9,1.0
Lo?c Damour,0,2,2,1.50,2,2,+0.93,1.0,1.2
Charlie Daniels,15,4,4,1.29,25,34,-0.27,21.1,25.0
Danilo,8,2,15,2.45,19,7,-0.73,20.2,6.2
Scott Dann,7,3,9,2.00,16,10,+1.08,10.5,11.0
Matteo Darmian,4,1,10,1.33,5,8,-1.03,4.7,7.1
Ben Davies,18,7,7,1.70,36,26,-0.54,29.5,23.8
Tom Davies,9,6,20,1.63,13,19,-1.07,11.2,14.6
Steven Davis,1,2,7,0.67,1,4,-2.29,1.8,2.4
Kevin De Bruyne,4,8,1,2.53,28,3,+0.58,24.8,6.2
Troy Deeney,21,4,0,1.25,42,44,+0.44,35.5,43.8
Jermain Defoe,0,4,16,1.50,0,2,-6.88,0.8,1.3
Steven Defour,2,0,3,0.17,3,14,-1.85,3.2,11.8
Fabian Delph,5,3,6,2.18,22,9,-0.36,18.9,8.4
Mousa Demb?l?,2,3,0,2.10,10,6,-0.04,7.3,6.8
Leander Dendoncker,13,2,8,1.79,22,21,+0.06,22.4,20.4
Laurent Depoitre,6,13,4,0.35,3,23,-0.38,8.9,20.0
Gerard Deulofeu,6,4,0,1.23,34,29,+1.02,29.2,32.4
Fousseni Diabat?,0,0,2,1.00,0,1,-1.77,0.8,0.8
Adama Diakhaby,1,6,6,0.25,2,16,-1.03,3.9,11.4
Mohamed Diam?,20,5,3,1.10,21,32,-0.82,22.2,35.8
Grady Diangana,0,11,6,1.35,6,13,-1.16,8.2,13.8
Eric Dier,12,2,4,1.85,26,18,-0.46,25.0,24.0
Lucas Digne,31,2,1,1.43,46,38,+0.24,44.1,38.7
Issa Diop,33,0,5,1.55,48,43,+1.75,42.6,51.4
Matt Doherty,29,3,0,1.50,41,41,-0.33,46.0,38.2
Abdoulaye Doucour?,33,1,0,1.37,51,56,+0.36,45.3,52.8
Luke Dreher,0,1,0,3.00,0,0,+0.05,0.1,0.3
Martin D?bravka,38,0,0,1.18,42,48,0,39.1,53.6
Shane Duffy,34,0,0,1.03,32,54,+0.17,32.7,54.1
Demeaco Duhaney,0,0,1,3.00,0,0,+1.44,0.2,0.5
Paul Dummett,20,5,2,1.19,23,27,-0.06,19.8,30.3
Lewis Dunk,34,0,0,0.97,31,55,-0.35,32.0,55.2
Erik Durm,19,7,2,0.39,15,45,+0.27,19.3,36.0
Bruno Ecuele Manga,37,1,0,0.89,34,67,+3.21,42.1,59.8
Ederson,38,0,0,2.58,95,23,0,84.3,24.7
Harvey Elliott,0,2,3,0.00,0,1,-3.28,0.1,0.7
Mohamed Elneny,1,3,21,2.25,7,5,-0.12,5.9,5.9
Mohamed Elyounoussi,3,8,8,0.50,8,10,+0.39,12.2,9.3
Christian Eriksen,27,5,1,1.77,58,37,-0.29,45.8,40.5
Neil Etheridge,38,0,0,0.89,34,69,0,42.4,61.5
Jonny Evans,19,3,10,1.46,33,26,+0.57,30.5,23.6
?ukasz Fabia?ski,38,0,0,1.37,52,55,0,47.6,61.9
Fabinho,19,7,6,2.54,56,14,+0.27,45.8,17.4
Cesc F?bregas,1,5,9,1.33,2,2,-0.67,3.7,0.8
Fabricio,2,0,17,0.00,1,5,-0.81,2.3,3.9
Marouane Fellaini,6,8,3,1.36,14,14,-0.37,11.6,12.0
Kiko Femen?a,19,7,2,1.14,30,40,-0.64,31.4,38.3
Federico Fern?ndez,15,2,10,1.11,18,24,-0.36,16.8,26.5
Fernandinho,21,2,0,2.66,70,15,+0.62,61.2,18.4
Roberto Firmino,15,3,0,2.50,65,15,-0.16,55.6,20.2
Phil Foden,1,10,16,2.77,9,0,+0.58,9.6,2.0
Fraser Forster,1,0,4,0.00,0,3,-2.54,0.5,1.9
Ben Foster,38,0,0,1.32,52,59,0,48.2,59.2
Timothy Fosu-Mensah,6,2,4,0.67,10,18,+0.43,9.5,17.8
Juan Foyth,9,2,11,1.75,22,11,+0.51,15.9,14.4
Simon Francis,12,4,1,1.47,19,24,0.00,17.7,20.4
Ryan Fraser,25,3,0,1.18,52,64,+0.37,51.2,51.3
Fred,5,4,15,1.65,18,19,-0.54,19.2,15.9
Ryan Fredericks,10,3,8,1.20,12,16,-0.37,13.2,23.8
Christian Fuchs,2,1,29,1.00,2,5,-1.47,2.4,2.8
Manolo Gabbiadini,2,8,0,0.50,3,12,-1.37,6.2,8.5
Sam Gallagher,0,4,4,1.50,1,1,+0.53,0.6,1.5
Idrissa Gana Gueye,28,1,0,1.52,41,31,+0.62,41.2,37.4
James Garner,0,1,1,3.00,0,0,-0.29,0.0,0.0
Paulo Gazzaniga,3,0,32,2.00,4,2,-0.08,5.0,3.1
David de Gea,38,0,0,1.74,65,54,0,61.4,50.6
Rachid Ghezzal,2,11,7,0.89,6,13,-1.18,14.5,8.5
Morgan Gibbs-White,0,21,10,1.38,10,12,-0.37,12.7,10.5
Ben Gibson,0,0,23,0.00,1,3,-2.34,1.2,1.1
Olivier Giroud,2,20,9,1.96,24,5,+1.84,19.5,8.9
Andr? Gomes,15,3,0,1.30,28,28,-0.50,28.8,30.7
Angel Gomes,0,2,1,1.50,0,1,-3.65,0.5,0.5
Joe Gomez,11,4,2,2.63,17,4,-0.96,20.8,9.6
Jon Gorenc Stankovi?,4,2,16,0.64,5,20,-0.59,4.6,16.0
Dan Gosling,15,6,1,1.28,32,33,+0.64,30.8,28.8
Karlan Grant,8,4,1,0.38,9,23,-0.02,9.5,19.2
Andre Gray,5,16,1,1.28,23,23,+0.31,18.5,27.7
Demarai Gray,5,11,1,1.41,32,29,+0.14,31.8,23.6
Mason Greenwood,1,2,0,1.00,1,2,-1.10,2.6,2.1
Pascal Gro?,9,1,0,0.80,18,31,+0.07,21.4,26.6
Vicente Guaita,19,0,17,1.70,32,23,+1.06,27.6,24.2
Matt?o Guendouzi,19,10,4,1.73,47,32,+0.13,38.1,32.9
?lkay G?ndo?an,17,8,1,2.55,60,15,0.00,50.6,14.9
Angus Gunn,12,0,26,1.33,17,18,+0.65,15.7,16.4
Aron Gunnarsson,18,1,3,1.14,23,40,+0.73,27.6,37.7
Florent Hadergjonaj,16,5,9,0.46,11,36,+0.43,14.5,30.5
Ben Hamer,6,0,26,0.14,3,21,-1.81,6.1,16.2
Kadeem Harris,2,10,13,1.46,8,6,+1.57,6.0,8.0
Joe Hart,19,0,19,0.63,17,41,-1.32,17.9,34.8
Isaac Hayden,15,4,4,1.52,27,25,+0.56,21.1,28.1
Eden Hazard,24,5,0,1.86,52,35,-0.74,50.4,31.2
Rhys Healey,0,3,5,0.33,0,1,-0.82,1.3,0.5
Tom Heaton,19,0,19,1.47,28,27,+1.32,26.5,27.2
Jordan Henderson,14,11,1,2.59,47,14,-0.64,38.6,16.9
Jeff Hendrick,12,7,6,0.97,24,44,-0.67,23.5,37.5
Wayne Hennessey,17,1,15,0.83,16,26,-0.96,19.4,23.3
Javier Hern?ndez,2,11,4,1.12,27,20,+0.90,20.7,24.2
Ander Herrera,9,6,3,2.05,33,18,+1.14,27.5,20.8
Son Heung-min,7,8,2,1.87,47,22,+0.91,34.9,25.7
Gonzalo Higua?n,5,1,1,1.57,16,15,-0.80,16.0,11.5
Wesley Hoedt,13,0,4,0.62,10,24,-0.84,16.8,19.4
Jonathan Hogg,19,0,2,0.52,13,44,+0.79,20.8,38.9
Junior Hoilett,13,9,3,0.84,18,46,-0.68,25.6,41.8
Rob Holding,8,1,4,2.20,23,10,+1.14,13.5,13.0
Jos? Holebas,25,1,3,1.32,37,39,+0.36,36.0,39.6
Mason Holgate,4,1,3,1.20,7,9,-0.74,4.7,6.4
Callum Hudson-Odoi,1,6,3,1.70,10,5,+0.58,7.8,4.1
Will Hughes,12,1,0,1.31,32,39,-0.26,32.5,38.1
Emerson Hyndman,0,1,3,1.00,1,2,-2.02,1.5,0.6
Pierre H?jbjerg,27,0,2,1.03,39,58,-0.48,38.2,45.3
Jordon Ibe,2,10,12,0.74,11,23,-1.29,10.7,16.7
Vicente Iborra,1,5,9,1.50,3,4,-0.51,4.2,2.8
Kelechi Iheanacho,3,21,6,1.10,17,16,+0.02,16.1,12.8
Danny Ings,5,1,2,1.17,23,27,+0.60,25.2,20.5
Alex Iwobi,7,13,1,1.83,42,32,-0.29,37.9,30.9
Jos? Izquierdo,4,6,3,1.40,11,10,+1.00,7.5,13.5
Phil Jagielka,3,3,6,2.00,5,2,+0.67,5.5,2.4
Alireza Jahanbakhsh,3,7,5,0.95,11,16,+0.31,8.6,18.5
Daryl Janmaat,15,1,4,1.56,26,22,+0.76,17.1,24.8
Vincent Janssen,0,3,2,1.33,1,0,+1.59,0.4,0.5
Carl Jenkinson,1,1,2,2.00,7,3,+1.67,5.5,2.0
Gabriel Jesus,4,21,7,2.55,28,11,-0.60,28.5,8.8
Ra?l Jim?nez,20,2,0,1.50,44,40,+0.99,47.0,37.6
Stefan Johansen,1,8,6,0.42,2,12,-1.05,2.8,11.8
Ben Johnson,0,0,0,0.00,0,1,-1.40,0.3,2.2
Tyreke Johnson,0,1,0,3.00,0,0,+0.53,0.0,0.0
Phil Jones,12,3,4,2.00,29,17,+0.90,26.5,17.7
Jorginho,28,0,1,1.95,57,37,-0.79,52.8,34.6
Joselu,4,11,12,0.75,3,15,-2.00,5.2,12.7
Diogo Jota,9,4,0,1.61,32,29,+0.28,35.1,27.1
Mathias J?rgensen,23,0,7,0.33,11,38,+0.78,16.9,32.8
Christian Kabasele,16,2,10,1.19,23,26,+0.03,25.0,29.3
Elias Kachunga,7,7,10,0.25,4,30,-0.85,9.7,23.3
Aboubakar Kamara,3,8,4,0.69,5,17,-0.40,10.5,12.7
Harry Kane,23,1,0,1.86,50,31,-0.11,38.7,33.7
N'Golo Kant?,32,0,1,1.89,57,38,-0.82,52.1,33.8
Beram Kayal,7,9,19,1.22,8,17,-0.28,6.9,20.2
Michael Keane,32,0,2,1.48,50,39,+0.93,42.1,40.7
Neeskens Kebano,0,7,14,0.00,0,3,-1.30,0.5,3.0
Naby Ke?ta,5,9,7,2.68,36,8,+0.08,31.6,11.4
Martin Kelly,12,1,21,1.31,17,21,-0.40,16.6,19.7
Kenedy,7,11,3,1.16,14,18,-0.18,15.3,22.0
Jonjoe Kenny,7,2,6,0.90,8,15,-1.31,9.4,10.6
Max Kilman,0,1,5,3.00,0,0,-0.03,0.0,0.0
Joshua King,20,1,0,1.20,48,57,+0.71,44.1,46.5
Anthony Knockaert,10,12,4,0.80,20,38,-0.48,17.7,34.6
Sead Kola?inac,16,2,5,1.71,37,29,-0.44,32.4,29.2
Vincent Kompany,10,4,9,2.88,36,7,+0.37,31.8,7.4
Terence Kongolo,26,0,2,0.44,20,65,-0.34,23.0,50.2
Laurent Koscielny,12,4,2,1.53,27,23,-0.51,25.0,22.0
Cheikhou Kouyat?,13,10,3,1.26,25,30,-0.41,23.0,28.1
Mateo Kova?i?,2,11,4,1.94,26,19,-0.54,26.1,20.9
Rajiv van La Parra,3,0,5,0.60,2,6,+0.60,2.9,4.2
Alexandre Lacazette,18,8,2,1.74,51,31,+0.52,40.1,38.3
Adam Lallana,0,8,11,2.54,14,3,+0.41,10.3,2.2
?rik Lamela,2,10,3,2.00,18,12,-0.26,15.0,13.7
Manuel Lanzini,4,2,0,1.50,13,12,+0.26,8.9,14.3
Aymeric Laporte,33,1,1,2.54,88,21,+0.73,73.2,22.5
Jamaal Lascelles,29,0,1,1.16,29,36,-0.36,30.7,41.9
Maxime Le Marchand,23,1,8,0.88,27,53,+0.58,29.9,44.0
Florian Lejeune,11,0,1,1.42,16,13,+0.60,14.1,14.7
Mario Lemina,13,3,2,0.62,16,37,-1.22,21.8,27.7
Aaron Lennon,10,2,0,0.75,12,22,-0.21,10.9,24.5
Bernd Leno,31,1,6,1.81,61,42,+0.14,51.6,46.6
Jefferson Lerma,23,1,2,1.17,42,49,+0.44,40.9,38.9
Stephan Lichtsteiner,4,4,13,1.57,17,18,-0.93,14.8,15.8
Victor Lindel?f,27,1,2,1.63,46,40,-0.34,45.7,38.4
Jesse Lingard,7,8,2,1.78,35,26,+0.38,33.3,23.0
Fernando Llorente,3,14,10,1.60,14,8,+0.05,12.4,10.7
Hugo Lloris,33,0,0,1.97,61,33,+0.85,48.2,41.0
J?rgen Locadia,7,14,9,0.81,11,21,-0.11,14.9,20.6
Ruben Loftus-Cheek,3,18,2,1.83,22,9,+0.76,19.6,9.2
Kevin Long,5,1,23,0.67,4,9,-0.32,4.7,9.8
Shane Long,2,14,2,1.12,16,24,-0.06,18.5,21.6
Sean Longstaff,6,1,6,1.44,11,9,+0.53,8.9,11.0
Ademola Lookman,2,18,9,1.29,13,8,+0.63,12.4,8.7
Jonas L?ssl,30,1,3,0.48,18,54,+1.36,22.0,44.1
Dejan Lovren,10,2,6,2.62,30,7,+0.47,21.5,8.7
Chris L?we,17,6,4,0.24,13,55,-1.05,16.0,42.9
Matthew Lowton,19,2,14,0.90,23,41,-0.66,20.6,34.1
David Luiz,35,0,2,1.92,60,36,+0.67,55.9,34.8
Romelu Lukaku,18,10,1,1.66,38,38,-0.77,35.8,33.9
James Maddison,15,1,1,1.33,42,44,-0.83,41.7,36.2
Gary Madine,0,5,7,0.00,0,3,-6.45,0.6,1.7
Harry Maguire,28,0,1,1.29,36,40,-0.90,38.3,33.7
Riyad Mahrez,5,13,10,2.52,36,9,-0.14,34.0,8.1
Ainsley Maitland-Niles,8,5,7,1.38,17,17,-0.81,15.6,18.7
Sadio Man?,25,1,0,2.53,79,21,-0.67,65.9,25.3
Javier Manquillo,10,6,17,1.28,14,16,-0.01,13.4,17.6
Solly March,16,5,1,0.94,26,40,+0.52,28.8,42.7
Adrian Mariappa,20,6,10,1.38,29,32,+0.10,24.6,29.9
Lazar Markovi?,0,1,1,0.00,0,1,-0.77,0.1,0.7
Anthony Martial,7,9,3,1.63,30,25,-0.02,28.2,24.3
Adam Masina,9,3,24,1.21,15,20,-0.37,12.2,19.4
Arthur Masuaku,18,4,12,1.61,31,29,+0.37,27.9,33.6
Juan Mata,5,6,11,1.82,28,15,+0.99,23.1,19.5
Nemanja Mati?,23,0,2,1.86,50,37,+0.66,45.5,36.6
Jo?l Matip,17,5,9,2.55,41,12,-0.12,30.9,12.0
Konstantinos Mavropanos,0,1,3,1.50,1,1,-0.61,2.9,2.4
Alfie Mawson,11,2,4,0.93,8,26,-0.29,11.3,23.9
Isaac Mbenza,3,12,6,0.55,6,25,-0.44,8.9,20.0
James McArthur,21,2,0,1.29,44,49,-0.89,41.0,43.6
Alex McCarthy,25,0,8,0.92,28,44,-0.33,30.7,36.8
James McCarthy,0,1,6,3.00,0,0,-0.21,0.0,0.0
Kevin McDonald,5,5,4,0.40,10,26,-0.63,7.2,19.6
Dwight McNeil,9,2,4,1.33,22,25,+0.81,21.9,25.4
Scott McTominay,8,7,7,1.75,12,18,-1.22,12.4,13.7
Ben Mee,38,0,0,1.05,45,68,0,44.4,62.1
Nathaniel Mendez-Laing,3,9,6,0.60,11,18,+0.40,12.4,18.9
Benjamin Mendy,10,0,1,2.60,29,6,+0.55,22.7,7.2
Nampalys Mendy,19,8,4,1.52,31,29,+0.02,30.1,28.0
Chris Mepham,8,3,2,0.92,15,17,+0.21,14.6,14.0
Max Meyer,3,14,6,1.14,27,24,+0.42,20.7,19.0
Luka Milivojevi?,38,0,0,1.29,51,53,0,47.6,50.1
James Milner,11,12,2,2.52,45,12,-0.22,38.1,15.1
Yerry Mina,9,3,6,1.46,15,13,-0.01,14.9,15.9
Tyrone Mings,1,3,8,0.60,1,4,-1.59,0.7,3.5
Aleksandar Mitrovi?,35,0,0,0.70,33,78,+0.05,39.7,64.0
Henrikh Mkhitaryan,11,6,3,1.88,33,26,-0.37,32.3,24.6
Nacho Monreal,20,1,4,2.14,44,24,+0.85,34.3,29.2
Mart?n Montoya,24,1,0,0.80,25,41,-0.02,23.3,37.7
Aaron Mooy,24,4,0,0.52,18,48,+0.82,20.8,38.5
?lvaro Morata,4,5,1,2.00,15,11,-0.34,15.5,10.1
Alberto Moreno,1,0,16,3.00,5,2,-0.01,3.0,1.6
Wes Morgan,19,1,9,1.36,28,26,+0.03,28.3,24.7
Sean Morrison,33,0,0,0.82,28,63,-1.04,37.4,54.8
Victor Moses,0,2,2,2.00,0,1,-3.88,0.5,0.1
Steve Mouni?,8,12,2,0.48,12,36,+0.43,14.5,26.1
Lucas Moura,12,7,4,1.81,40,18,+0.52,34.4,27.5
Lys Mousset,1,23,10,1.00,3,15,-2.88,5.1,9.1
Jo?o Moutinho,24,3,0,1.50,41,39,+0.29,44.7,36.8
Jacob Murphy,0,6,7,0.22,1,8,-2.11,3.4,4.6
Josh Murphy,7,7,4,0.90,17,32,+0.38,26.0,26.6
Glenn Murray,16,8,0,0.95,27,45,+0.04,26.6,42.6
Shkodran Mustafi,25,0,4,1.84,51,40,-0.84,45.7,43.1
Yoshinori Mut?,1,12,10,0.65,6,10,-0.62,7.4,9.8
Georges-K?vin N'Koudou,0,1,2,3.00,1,0,+17.29,0.6,0.0
Samir Nasri,0,2,4,1.20,4,2,+0.88,2.5,4.2
Marc Navarro,0,1,5,1.50,0,3,-3.11,2.5,1.8
Wilfred Ndidi,33,1,0,1.37,48,47,-1.42,49.4,42.4
R?ben Neves,31,1,2,1.43,41,43,-0.71,45.9,36.7
Oumar Niasse,2,1,0,0.92,8,13,+0.60,11.1,16.0
Oumar Niasse1,0,5,3,1.00,0,0,-0.21,1.0,0.3
Eddie Nketiah,0,5,14,1.80,3,3,-0.59,1.9,2.7
Mark Noble,10,2,4,1.55,40,30,+1.43,33.8,38.5
H?vard Nordtveit,4,1,1,0.60,3,10,-0.56,3.1,7.1
Will Norris,0,1,1,3.00,0,0,-0.03,0.0,0.0
Michael Obafemi,0,5,0,0.83,3,3,+0.55,2.7,2.0
Pedro Obiang,7,12,10,1.63,14,21,-0.72,14.2,20.2
Denis Odoi,28,2,3,0.84,28,62,+0.24,32.2,51.3
Angelo Ogbonna,20,4,12,1.21,24,36,-1.10,23.5,39.2
Stefano Okaka,0,2,5,1.50,0,1,-3.59,0.7,0.6
Shinji Okazaki,0,20,8,1.14,7,4,+0.94,4.8,4.1
Divock Origi,1,8,13,2.50,11,2,+0.47,7.8,2.9
Nicol?s Otamendi,13,4,17,2.83,36,7,+0.34,35.2,7.5
Alex Oxlade-Chamberlain,0,2,1,3.00,1,0,+2.54,1.8,0.0
Mesut ?zil,10,4,3,1.75,35,24,-0.02,29.6,26.2
Emerson Palmieri,7,3,6,1.70,10,11,-0.95,10.0,7.4
Sokratis Papastathopoulos,24,0,3,1.84,44,33,-0.36,38.3,33.1
Callum Paterson,17,6,2,1.00,21,41,+0.05,24.4,34.0
Rui Patr?cio,36,0,0,1.46,45,46,-2.01,49.3,41.5
Pedro,9,10,2,1.94,31,19,-0.05,29.9,18.6
Lee Peltier,16,3,11,1.10,17,26,+0.72,20.5,30.3
Andreas Pereira,1,9,9,1.47,8,13,-1.26,8.9,9.6
Ricardo Pereira,33,0,3,1.34,46,45,-0.58,47.5,39.4
Roberto Pereyra,23,0,0,1.30,42,53,-0.95,42.1,47.9
Ayoze P?rez,19,3,1,1.22,40,35,+2.12,34.8,41.6
Lucas P?rez,0,11,9,1.40,11,13,-0.35,5.5,8.7
Jordan Pickford,38,0,0,1.42,54,46,0,49.7,45.7
Paul Pogba,28,1,2,1.80,56,43,+0.82,55.4,40.8
Alex Pritchard,11,4,7,0.47,17,40,+1.09,19.5,33.8
Sebastian Pr?dl,0,1,3,3.00,0,0,+0.18,0.0,0.2
Davy Pr?pper,25,0,0,0.93,27,45,+0.08,26.9,41.4
Jason Puncheon,0,5,11,2.00,0,0,+0.05,0.1,0.1
Jason Puncheon1,3,1,2,0.17,0,9,-0.79,3.2,5.1
Collin Quaner,0,2,2,0.00,1,2,-0.90,0.7,0.6
Domingos Quina,1,5,11,1.50,8,5,+1.09,6.7,5.9
Joe Ralls,16,6,3,0.89,14,40,-0.64,21.7,39.1
Aaron Ramsey,4,14,3,1.93,32,13,+1.16,20.7,20.1
Kayne Ramsey,1,0,10,0.00,1,3,-1.51,0.2,2.5
Marcus Rashford,11,7,2,1.79,45,35,+0.30,43.0,28.6
Tim Ream,20,1,5,0.69,18,49,-0.31,24.6,39.4
Nathan Redmond,28,2,0,1.03,43,58,+2.59,45.5,50.5
Bobby Reid,7,11,11,0.89,19,30,+0.39,17.6,25.9
Declan Rice,32,0,2,1.44,47,47,+0.65,41.8,55.8
Jazz Richards,0,4,6,1.50,1,4,-1.17,0.6,3.5
Richarlison,15,3,0,1.49,38,34,-0.34,40.4,35.8
Diego Rico,3,7,15,0.25,5,19,-2.06,6.1,12.9
Sergio Rico,29,0,6,0.72,23,56,+0.42,31.5,49.0
