Charlie Daniels,3000000,
Jordan Pickford,40000000,
Jack Simpson,1500000,
Lloyd Kelly,9000000,
Diego Rico,9000000,
Steve Cook,10000000,
Nathan Ak?,30000000,
Mark Travers,250000,
Artur Boruc,1000000,
Aaron Ramsdale,750000,
Chris Mepham,13000000,
Danny Rose,25000000,
Moise Kean,40000000,
Cameron Carter-Vickers,1500000,
Jan Vertonghen,28000000,
Eric Dier,40000000,
Toby Alderweireld,40000000,
Davinson S?nchez,55000000,
Michel Vorm,1000000,
Paulo Gazzaniga,2000000,
Hugo Lloris,25000000,
Anthony Martial,60000000,
Tahith Chong,7000000,
Simon Francis,2000000,
Marcus Rashford,80000000,
Juan Mata,20000000,
Mason Greenwood,7000000,
Jesse Lingard,40000000,
Bruno Fernandes,55000000,
Andreas Pereira,10000000,
Fred,30000000,
Paul Pogba,100000000,
Angel Gomes,4000000,
Nemanja Matic,30000000,
Scott McTominay,12000000,
Daniel James,12000000,
Ben Davies,25000000,
Luke Shaw,30000000,
Aaron Wan-Bissaka,35000000,
Dan Gosling,3500000,
Phil Jones,20000000,
Marcos Rojo,12000000,
Axel Tuanzebe,7000000,
Eric Bailly,25000000,
Timothy Fosu-Mensah,7000000,
Harry Maguire,50000000,
Cameron Borthwick-Jackson,1000000,
David de Gea,65000000,
Benny Ashley-Seal,150000,
Diogo Dalot,20000000,
Leonardo Campana,2000000,
Ra?l Jim?nez,35000000,
Victor Lindel?f,35000000,
Pedro Neto,2500000,
Meritan Shabani,350000,
Connor Ronan,500000,
Lee Grant,750000,
Adama Traor?,15000000,
Jo?o Moutinho,10000000,
Ming-Yang Yang,250000,
Leander Dendoncker,18000000,
R?ben Neves,45000000,
Matt Doherty,15000000,
R?ben Vinagre,7000000,
Jonny Otto,20000000,
Diogo Jota,35000000,
Bruno Jord?o,1000000,
Romain Sa?ss,5000000,
Jes?s Vallejo,10000000,
Conor Coady,10000000,
Willy Boly,12000000,
John Ruddy,3000000,
Rui Patr?cio,20000000,
Eddie Nketiah,8000000,
Alexandre Lacazette,70000000,
Pierre-Emerick Aubameyang,70000000,
Reiss Nelson,17000000,
Morgan Gibbs-White,8000000,
Emile Smith Rowe,4000000,
Gabriel Martinelli,5000000,
Nicolas P?p?,65000000,
Granit Xhaka,45000000,
Dani Ceballos,30000000,
Matt?o Guendouzi,35000000,
Lucas Torreira,55000000,
C?dric Soares,12000000,
H?ctor Beller?n,40000000,
Nacho Monreal,8000000,
Sead Kolasinac,20000000,
Konstantinos Mavropanos,3000000,
Pablo Mar?,800000,
Rob Holding,12000000,
David Luiz,20000000,
Phil Ofosu-Ayeh,300000,
Shkodran Mustafi,25000000,
Ainsley Maitland-Niles,12000000,
Matt Macey,250000,
Sergio Romero,3500000,
Kelechi Iheanacho,12000000,
Jamie Vardy,20000000,
Emiliano Mart?nez,2000000,
Ayoze P?rez,20000000,
Demarai Gray,20000000,
Harvey Barnes,12000000,
James Maddison,40000000,
Matty James,1500000,
Dennis Praet,24000000,
Marc Albrighton,10000000,
Bernd Leno,30000000,
Bartosz Kapustka,2500000,
Nampalys Mendy,8000000,
Wilfred Ndidi,35000000,
James Justin,4000000,
Ricardo Pereira,25000000,
Joe Willock,6000000,
Hamza Choudhury,5000000,
Wes Morgan,2000000,
Ryan Bennett,7000000,
Daniel Amartey,7000000,
Youri Tielemans,38000000,
Jonny Evans,10000000,
Caglar S?y?nc?,15000000,
Ben Chilwell,35000000,
Danny Ward,8000000,
Christian Fuchs,3000000,
Eldin Jakupovic,750000,
Kasper Schmeichel,12000000,
Calum Chambers,14000000,
Sokratis Papastathopoulos,20000000,
Mesut ?zil,25000000,
Connor Wickham,3000000,
Christian Benteke,15000000,
Cenk Tosun,18000000,
Andros Townsend,15000000,
Wilfried Zaha,45000000,
Max Meyer,15000000,
Jeffrey Schlupp,10000000,
James McCarthy,5000000,
V?ctor Camarasa,10000000,
James McArthur,7000000,
Jairo Riedewald,5000000,
Jordan Ayew,8000000,
Luka Milivojevic,20000000,
Martin Kelly,3000000,
Joel Ward,4000000,
Patrick van Aanholt,10000000,
Scott Dann,4000000,
James Tomkins,8000000,
Mamadou Sakho,15000000,
Wayne Hennessey,5000000,
Vicente Guaita,5000000,
Cheikhou Kouyat?,10000000,
Gary Cahill,8000000,
Chicharito,12000000,
Divock Origi,20000000,
Rhian Brewster,4000000,
Roberto Firmino,80000000,
Stephen Henderson,500000,
Shane Long,7000000,
Michael Obafemi,1000000,
Danny Ings,15000000,
Nathan Redmond,20000000,
Sofiane Boufal,12000000,
Moussa Djenepo,12000000,
Stuart Armstrong,8000000,
Pierre-Emile H?jbjerg,15000000,
James Ward-Prowse,18000000,
Oriol Romeu,10000000,
Ch? Adams,7000000,
Yan Valery,7000000,
Sam McQueen,1000000,
Jack Stephens,8000000,
Kevin Danso,8000000,
Jan Bednarek,15000000,
Jannik Vestergaard,20000000,
Alex McCarthy,5000000,
Angus Gunn,10000000,
Jake Hesketh,200000,
Ryan Bertrand,15000000,
Takumi Minamino,5000000,
Sadio Man?,120000000,
Harvey Elliott,4000000,
Ben Woodburn,5000000,
Adam Lallana,15000000,
Xherdan Shaqiri,25000000,
Mohamed Salah,150000000,
Curtis Jones,1500000,
Alex Oxlade-Chamberlain,35000000,
Jordan Henderson,35000000,
Naby Ke?ta,60000000,
Pedro Chirivella,800000,
Fabinho,50000000,
Ki-Jana Hoever,4000000,
Nathaniel Clyne,12000000,
Trent Alexander-Arnold,80000000,
Georginio Wijnaldum,50000000,
James Milner,15000000,
Yasser Larouci,1500000,
Andrew Robertson,60000000,
Nathaniel Phillips,1000000,
Sepp van den Berg,2000000,
Joe Gomez,35000000,
Virgil van Dijk,90000000,
Dejan Lovren,20000000,
Caoimh?n Kelleher,500000,
Simon Mignolet,8000000,
Adri?n,3500000,
Alisson,80000000,
Andy Lonergan,250000,
Robert Snodgrass,7000000,
Andriy Yarmolenko,20000000,
Jarrod Bowen,10000000,
Felipe Anderson,40000000,
Pablo Fornals,25000000,
Manuel Lanzini,20000000,
Jack Wilshere,10000000,
Mark Noble,7000000,
Carlos S?nchez,1500000,
Tomas Soucek,7000000,
Declan Rice,45000000,
Joel Matip,30000000,
Pablo Zabaleta,3500000,
Ryan Fredericks,5000000,
Michail Antonio,15000000,
S?bastien Haller,40000000,
Winston Reid,5000000,
Angelo Ogbonna,8000000,
Fabi?n Balbuena,12000000,
Grady Diangana,5000000,
Darren Randolph,4500000,
Lukasz Fabianski,5000000,
Gon?alo Cardoso,2500000,
Issa Diop,35000000,
Arthur Masuaku,7000000,
Aaron Cresswell,10000000,
Roberto,1500000,
David Martin,250000,
Andy Carroll,8000000,
Yoshinori Muto,9000000,
Dwight Gayle,15000000,
Jacob Murphy,6000000,
Christian Atsu,6000000,
Allan Saint-Maximin,25000000,
Henri Saivet,1000000,
Joelinton,35000000,
Matt Ritchie,12000000,
Nabil Bentaleb,13000000,
Jonjo Shelvey,15000000,
Sean Longstaff,7000000,
Jack Colback,3000000,
Sung-yueng Ki,6000000,
Javier Manquillo,5000000,
Emil Krafth,2500000,
Isaac Hayden,8000000,
DeAndre Yedlin,8000000,
Paul Dummett,5000000,
Florian Lejeune,8000000,
Jetro Willems,5000000,
Ciaran Clark,6000000,
Fabian Sch?r,8000000,
Jamaal Lascelles,15000000,
Rob Elliot,1000000,
Karl Darlow,3500000,
Glenn Murray,3000000,
J?rgen Locadia,12000000,
Solly March,8000000,
Alireza Jahanbakhsh,15000000,
Jos? Izquierdo,10000000,
Leandro Trossard,16000000,
Neal Maupay,12000000,
Beram Kayal,1500000,
Dale Stephens,6000000,
Aaron Mooy,14000000,
Yves Bissouma,15000000,
Alexis Mac Allister,10000000,
Davy Pr?pper,15000000,
Tudor Baluta,4500000,
Federico Fern?ndez,7000000,
Martin D?bravka,7000000,
Ezequiel Schelotto,3000000,
Mart?n Montoya,8000000,
Ga?tan Bong,2000000,
Dan Burn,3000000,
Bernardo,9000000,
Adam Webster,9000000,
Leon Balogun,2000000,
Jason Steele,750000,
David Button,1500000,
Pascal Gro?,10000000,
Soufyan Ahannach,450000,
Lewis Dunk,12000000,
Mathew Ryan,10000000,
Miguel Almir?n,20000000,
Michy Batshuayi,30000000,
Tammy Abraham,20000000,
Pedro,20000000,
Christian Pulisic,60000000,
Kenedy,10000000,
Olivier Giroud,15000000,
Callum Hudson-Odoi,35000000,
Marco van Ginkel,10000000,
Mason Mount,12000000,
Willian,40000000,
Ruben Loftus-Cheek,30000000,
Mateo Kovacic,35000000,
Jorginho,65000000,
Reece James,7000000,
Ross Barkley,30000000,
Marcos Alonso,40000000,
C?sar Azpilicueta,35000000,
Andreas Christensen,30000000,
Kurt Zouma,25000000,
Antonio R?diger,50000000,
Kepa Arrizabalaga,60000000,
N'Golo Kant?,100000000,
Willy Caballero,1000000,
Emerson,15000000,
