link,Player_id,Name,nationality,position,team,age,games,games_starts,minutes,minutes_90s,goals,assists,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,progressive_carries,progressive_passes,progressive_passes_received,shots,shots_on_target,average_shot_distance,xg_net,sca,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,passes_completed,passes,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_tackled,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenges_lost,blocked_shots,blocked_passes,interceptions,clearances,errors,games_complete,games_subs,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus_wowy,on_xg_for,on_xg_against,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,gk_goals_against,gk_shots_on_target_against,gk_saves,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_passes_completed_launched,gk_passes_launched,gk_passes,gk_passes_throws,gk_passes_length_avg,gk_goal_kicks,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions
https://fbref.com/en/players/5f09991f/Patrick-van-Aanholt,120190001,Patrick van Aanholt,NED,DF,Crystal Palace,27,36,36,3195,35.5,3,2,0,0,3,0,2.6,2.6,4.4,89,212,106,45,11,20.7,0.4,86,67,8,2,7,2,0,6,4,1,0,1,0,0,1564,1971,24295,10061,874,995,551,687,101,194,3.7,35,117,52,4,1603,364,46,5,7,42,316,2,0,1,1,1564,4,33,123,666,1046,611,63,2300,42,22,20,1051,5415,3184,69,16,35,15,1335,48,24,35,11,2,24,40,16,9,24,40,91,2,33,0,2,1.19,44,46,-0.06,44.1,46.3,0,12,14,10,0,0,0,216,10,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/4d034881/Sergio-Aguero,120190002,Sergio Ag?ero,ARG,FW,Manchester City,30,33,31,2459,27.3,21,8,2,2,4,0,18.1,16.5,5.0,81,76,253,116,41,15.0,2.9,91,60,1,11,10,7,2,19,14,0,2,2,1,0,661,796,7735,1420,415,466,151,176,12,24,4.3,34,40,40,0,740,52,1,6,1,13,8,1,0,0,0,661,4,27,4,22,384,724,200,1117,73,45,28,824,4572,1987,60,35,74,54,896,17,9,1,10,6,5,9,4,1,14,9,3,0,8,2,1,2.61,72,15,0.68,58.9,17.7,0,21,25,26,0,0,0,70,17,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/eaeca114/Nathan-Ake,120190003,Nathan Ak?,NED,DF,Bournemouth,23,38,38,3411,37.9,4,0,0,0,3,0,3.4,3.4,1.0,20,98,25,25,8,9.4,0.6,24,19,0,0,4,1,0,1,0,0,0,0,1,0,1491,1733,26259,10116,654,718,703,781,119,197,0.9,7,74,6,3,1646,85,56,1,6,6,29,0,0,0,0,1491,2,14,305,1260,813,141,50,2205,5,3,2,1299,6617,3890,18,2,18,6,1307,66,35,42,21,3,22,35,13,35,16,32,241,0,37,0,0,1.18,56,70,-0.37,53.3,57.1,0,28,21,2,1,1,0,182,86,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/b827d5b3/Marc-Albrighton,120190004,Marc Albrighton,ENG,FW,Leicester City,28,27,18,1625,18.1,2,2,0,0,3,0,1.2,1.2,2.9,54,64,172,19,7,21.4,0.8,47,37,4,3,3,0,0,4,4,0,0,0,0,0,448,776,7849,2947,236,301,129,217,61,160,2.3,28,53,29,14,732,33,5,9,9,125,19,8,3,3,1,448,11,54,39,203,416,402,27,1005,55,20,35,633,3260,1410,30,3,35,23,656,35,22,18,14,3,13,31,18,3,23,23,30,0,8,9,2,1.37,17,17,-0.15,19.9,23.1,0,10,20,2,0,0,0,141,15,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/f7d50789/Toby-Alderweireld,120190005,Toby Alderweireld,BEL,DF,Tottenham,29,34,33,2922,32.5,0,0,0,0,3,0,1.1,1.1,0.6,25,161,5,19,5,14.1,-1.1,34,29,0,1,4,0,0,2,2,0,0,0,0,0,2097,2382,45013,14391,609,645,1118,1194,352,500,1.7,7,161,24,1,2289,83,75,6,32,6,8,0,0,0,0,2097,10,10,270,1244,1360,107,18,2690,2,1,1,1848,8658,4863,25,0,6,0,1922,37,23,25,10,2,12,22,10,22,19,24,175,0,30,1,3,1.91,56,31,0.23,46.7,37.0,0,10,1,1,0,0,1,193,54,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/cd1acf9d/Trent-Alexander-Arnold,120190006,Trent Alexander-Arnold,ENG,DF,Liverpool,19,29,27,2462,27.4,1,12,0,0,3,0,1.6,1.6,6.3,70,157,174,29,9,25.1,-0.6,96,62,24,6,2,1,1,18,13,5,0,0,0,0,1644,2236,30562,10915,692,794,712,902,208,422,6.6,48,123,55,25,1774,449,51,3,40,201,324,74,28,31,3,1644,13,51,70,528,1210,798,39,2514,27,14,13,1416,5548,3296,64,7,41,14,1538,61,39,31,22,8,36,68,32,3,16,35,68,0,20,2,4,2.69,67,14,0.62,58.8,21.2,0,14,7,4,0,0,0,169,9,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/7a2e46a8/Alisson,120190007,Alisson,BRA,GK,Liverpool,25,38,38,3420,38.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,4,1,3,0,0,0,0,1,0,1,0,0,0,0,1075,1290,28332,18517,143,148,625,628,307,510,0.0,0,5,1,0,984,304,88,0,3,0,0,0,0,0,0,1075,2,2,1118,1338,10,0,0,1347,2,2,0,838,3680,2466,1,0,0,1,675,2,1,2,0,0,2,2,0,0,0,1,14,6,38,0,0,2.55,89,22,0.0,73.7,28.8,0,0,1,0,0,0,0,70,11,1,22.0,96.0,74.0,30.0,7.0,1.0,21.0,1.0,0.0,0.0,1.0,0.0,5.0,27.2,0.29,5.2,129.0,311.0,1072.0,212.0,28.8,216.0,41.3,385.0,16.0,59.0,16.6
https://fbref.com/en/players/cea4ee8f/Dele-Alli,120190008,Dele Alli,ENG,MF,Tottenham,22,25,22,1825,20.3,5,3,0,0,4,0,4.8,4.8,3.1,48,111,153,39,19,14.4,0.2,64,45,2,6,5,5,1,5,3,0,0,1,1,0,836,1056,11782,2868,495,564,265,325,33,63,2.2,27,67,29,1,1005,43,13,18,4,10,10,3,0,0,0,836,8,33,32,147,674,514,91,1320,54,29,25,857,4278,1961,39,14,49,29,948,33,19,6,14,13,5,24,19,5,28,19,20,0,10,3,0,1.72,32,21,-0.42,28.7,22.1,0,23,20,3,0,0,0,124,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/862a1c15/Miguel-Almiron,120190009,Miguel Almir?n,PAR,MF,Newcastle Utd,24,10,9,759,8.4,0,0,0,0,0,0,1.5,1.5,0.6,31,25,45,19,8,20.1,-1.5,36,27,0,1,3,3,2,3,1,0,0,1,1,0,188,263,2883,752,98,125,54,74,21,28,0.8,13,21,12,7,261,2,0,1,2,21,1,1,0,1,0,188,0,12,7,56,157,175,25,380,14,7,7,215,1714,1037,16,6,22,6,240,20,12,7,10,3,4,10,6,1,13,8,5,0,4,1,0,1.7,11,11,0.2,11.3,9.2,0,6,17,4,0,0,0,61,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/f4290206/Marcos-Alonso,120190010,Marcos Alonso,ESP,DF,Chelsea,27,31,31,2759,30.7,2,4,0,0,6,0,3.4,3.4,3.4,102,146,230,45,7,19.2,-1.4,66,55,1,0,5,4,1,10,6,0,0,2,2,0,1862,2255,24620,7841,1227,1340,486,611,66,146,2.6,33,102,21,7,1950,302,30,2,17,98,272,0,0,0,0,1862,3,52,109,668,1137,843,70,2631,33,17,15,1446,7514,4482,81,7,32,28,1681,73,46,44,22,7,33,58,25,2,23,39,101,0,29,0,1,1.97,52,28,0.78,48.4,29.3,0,28,37,2,2,1,0,212,66,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
