Patrick van Aanholt,1564,1971,24295,10061,874,995,551,687,101,194,3.7,35,117,52,4
Sergio Ag?ero,661,796,7735,1420,415,466,151,176,12,24,4.3,34,40,40,0
Nathan Ak?,1491,1733,26259,10116,654,718,703,781,119,197,0.9,7,74,6,3
Marc Albrighton,448,776,7849,2947,236,301,129,217,61,160,2.3,28,53,29,14
Toby Alderweireld,2097,2382,45013,14391,609,645,1118,1194,352,500,1.7,7,161,24,1
Trent Alexander-Arnold,1644,2236,30562,10915,692,794,712,902,208,422,6.6,48,123,55,25
Alisson,1075,1290,28332,18517,143,148,625,628,307,510,0.0,0,5,1,0
Dele Alli,836,1056,11782,2868,495,564,265,325,33,63,2.2,27,67,29,1
Miguel Almir?n,188,263,2883,752,98,125,54,74,21,28,0.8,13,21,12,7
Marcos Alonso,1862,2255,24620,7841,1227,1340,486,611,66,146,2.6,33,102,21,7
Daniel Amartey,357,435,5916,2458,184,197,138,172,30,52,0.1,3,36,0,0
Luke Amos,1,3,9,6,1,2,0,0,0,0,0.0,0,0,0,0
Felipe Anderson,1325,1824,20473,6459,703,832,378,506,130,241,7.4,64,111,85,12
Florin Andone,113,170,1385,187,73,94,29,49,2,6,0.2,2,3,1,1
Michail Antonio,496,773,7214,2025,302,381,127,222,40,82,2.5,23,36,21,5
Stuart Armstrong,492,648,7511,1972,256,315,175,200,36,58,1.0,29,61,22,1
Marko Arnautovi?,490,667,6585,1149,287,366,128,176,26,32,2.6,36,26,15,2
Kepa Arrizabalaga,1011,1161,25587,17018,185,186,543,550,281,419,0.0,0,2,0,0
Harry Arter,539,680,8935,2551,275,319,196,241,49,80,1.2,10,59,21,6
Christian Atsu,328,435,4232,941,180,199,76,121,21,35,0.9,18,17,16,7
Pierre-Emerick Aubameyang,524,744,5972,1550,353,430,94,153,13,27,3.5,33,30,33,4
Serge Aurier,253,348,3681,1497,132,153,89,128,11,24,0.9,6,14,9,6
Charlie Austin,116,200,1627,145,71,110,34,54,6,17,0.3,9,4,2,0
Jordan Ayew,207,283,2618,485,133,156,46,65,7,15,0.5,16,11,5,0
Floyd Ayit?,156,200,2301,669,96,109,46,62,10,15,0.4,9,14,6,1
C?sar Azpilicueta,2494,2950,34344,11515,1557,1687,761,904,87,153,3.1,25,156,46,18
Ryan Babel,403,513,5974,1541,223,253,133,156,25,49,1.6,23,29,10,3
Juninho Bacuna,565,770,10416,3609,267,314,192,242,91,167,1.3,18,92,13,1
Leandro Bacuna,105,163,1847,753,57,71,33,52,12,27,0.1,1,14,2,1
Eric Bailly,264,305,5067,1597,82,88,150,164,27,43,0.0,0,6,0,0
Leighton Baines,208,262,3030,1222,124,139,64,85,13,24,0.3,4,14,2,1
Fabi?n Balbuena,662,836,12742,5652,235,262,342,402,70,137,0.3,3,31,0,0
Leon Balogun,168,222,3430,835,38,50,99,112,24,44,0.1,0,1,0,0
Sol Bamba,385,559,7809,3222,120,160,193,244,64,115,0.2,4,44,2,0
Phil Bardsley,526,783,9000,4162,257,297,217,303,44,148,1.5,7,62,18,9
Ross Barkley,877,971,13357,2609,496,529,275,301,64,72,1.8,22,66,18,1
Ashley Barnes,308,534,3993,942,197,284,73,135,17,43,2.5,22,23,12,1
Harvey Barnes,244,336,2931,660,164,191,54,79,5,13,1.0,17,16,8,2
Antonio Barreca,1,3,18,16,0,0,1,1,0,1,0.0,0,0,0,0
Michy Batshuayi,106,165,1428,285,63,82,24,40,8,14,0.3,2,4,3,0
