Patrick van Aanholt,19,2,11,1.05,19,36,-0.42,17.1,30.9
Tammy Abraham,7,10,8,1.77,23,12,+0.54,20.0,8.2
Che Adams,16,6,0,1.11,39,51,+0.67,32.1,37.4
Tosin Adarabioyo,32,0,1,0.85,24,41,+1.22,35.8,46.2
Adri?n,3,0,27,1.33,6,9,-1.83,7.1,4.6
Sergio Ag?ero,2,5,7,2.42,11,4,-0.26,10.9,4.5
Ola Aina,24,0,4,0.84,22,36,+0.96,30.4,42.0
Rayan A?t-Nouri,10,5,8,1.00,16,23,-0.05,15.1,18.5
Semi Ajayi,30,2,4,0.64,31,71,-1.15,26.1,58.7
Nathan Ak?,8,1,7,1.70,16,13,-1.31,15.6,9.4
Marc Albrighton,9,14,7,1.90,36,22,+0.51,30.5,24.1
Thiago Alc?ntara,13,4,1,1.71,34,18,+0.20,38.5,22.2
Toby Alderweireld,24,0,10,1.80,44,25,+0.46,33.9,29.4
R?nar Alex R?narsson,0,1,21,0.00,0,0,-0.42,0.2,0.4
Trent Alexander-Arnold,30,2,0,1.81,60,40,-0.79,61.2,37.5
Ezgjan Alioski,19,7,2,1.64,47,35,+0.81,45.0,41.3
Alisson,33,0,0,1.88,58,32,+0.79,58.3,36.7
Allan,21,1,2,1.54,27,30,-0.26,29.5,30.1
Dele Alli,1,8,8,1.33,11,9,-0.38,11.0,8.8
Miguel Almir?n,12,6,2,1.18,30,48,-0.85,29.1,40.8
Marcos Alonso,9,2,9,2.08,15,13,-0.54,15.5,9.8
Steven Alzate,4,5,20,0.93,10,17,-0.74,11.3,11.2
Daniel Amartey,6,4,14,1.54,13,14,-0.76,9.9,9.1
Ethan Ampadu,19,2,4,0.52,12,41,-0.30,20.1,39.1
Joachim Andersen,29,1,0,0.87,22,35,+1.27,33.4,39.9
Elliot Anderson,0,1,8,0.00,0,0,+0.42,0.0,0.2
Felipe Anderson,0,2,2,0.00,0,0,-0.40,0.0,0.2
Michail Antonio,12,2,0,1.85,37,25,+0.36,38.5,23.2
Alphonse Areola,36,0,2,0.78,27,48,+1.92,39.4,49.4
Stuart Armstrong,21,1,1,1.24,39,56,0.00,32.8,44.2
Kepa Arrizabalaga,6,1,28,1.14,9,8,-0.51,11.0,7.5
Pierre-Emerick Aubameyang,19,3,3,1.52,34,26,-0.35,33.2,29.3
Serge Aurier,15,0,6,1.53,35,22,+0.23,22.4,23.8
Charlie Austin,0,5,3,0.40,2,5,-0.91,0.7,5.1
Jordan Ayew,12,10,3,1.09,21,42,-0.63,16.5,36.8
Luke Ayling,37,0,0,1.55,62,54,+0.21,54.9,57.4
C?sar Azpilicueta,20,2,12,1.92,39,20,+0.56,40.5,18.2
Eric Bailly,9,2,14,1.92,16,17,-1.18,15.1,13.8
Fabi?n Balbuena,12,1,20,1.71,21,19,-0.38,15.9,19.0
George Baldock,30,0,3,0.63,14,51,-0.34,25.1,53.5
Gareth Bale,0,10,10,1.45,21,12,+0.38,15.9,9.4
Patrick Bamford,24,1,0,1.55,51,50,-1.67,50.4,50.7
Phil Bardsley,3,1,23,0.75,3,8,-1.16,2.3,3.8
