Ciaran Clark,3000000,
Matt Ritchie,3000000,
Jamaal Lascelles,13000000,
Javier Manquillo,3000000,
Freddie Woodman,10000000,
Anwar El Ghazi,13000000,
Karl Darlow,3000000,
Paul Dummett,3000000,
Jaden Philogene,500000,
Mahmoud Trezeguet,10000000,
Joe Willock,16000000,
Mark Gillespie,400000,
Morgan Sanson,16000000,
Jacob Ramsey,5000000,
Bertrand Traor?,20000000,
Marvelous Nakamba,7000000,
Matty Cash,22000000,
Carney Chukwuemeka,1000000,
Kortney Hause,5000000,
Matt Targett,17000000,
Ezri Konsa,25000000,
Axel Tuanzebe,8000000,
Jed Steer,800000,
Douglas Luiz,35000000,
Ruben Loftus-Cheek,18000000,
Ross Barkley,20000000,
Callum Hudson-Odoi,32000000,
Marcos Alonso,12000000,
Marcus Bettinelli,2500000,
Edouard Mendy,25000000,
Theo Walcott,5000000,
Nathan Tella,2000000,
Nathan Redmond,18000000,
Moussa Djenepo,13000000,
Will Smallbone,2000000,
Ibrahima Diallo,15000000,
Yan Valery,3000000,
Kepa Arrizabalaga,13000000,
Jack Stephens,5000000,
Thiago Silva,3000000,
Oriol Romeu,6000000,
Mohammed Salisu,10000000,
Fraser Forster,3000000,
Alex McCarthy,5000000,
Eddie Nketiah,16000000,
Alexandre Lacazette,28000000,
Kyle Walker-Peters,18000000,
Reiss Nelson,9000000,
Emile Smith Rowe,18000000,
Martin ?degaard,40000000,
Ainsley Maitland-Niles,16000000,
Willy Caballero,250000,
Pierre-Emerick Aubameyang,25000000,
Gabriel Martinelli,22000000,
Mohamed Elneny,10000000,
Thomas Partey,40000000,
C?dric Soares,6000000,
Harry Lewis,200000,
H?ctor Beller?n,25000000,
Pablo Mar?,7000000,
Rob Holding,18000000,
Gabriel Magalh?es,25000000,
Danny Welbeck,4000000,
Aaron Connolly,7000000,
Neal Maupay,20000000,
Nicolas P?p?,35000000,
Adam Lallana,4000000,
Calum Chambers,12000000,
Alexis Mac Allister,10000000,
Solly March,9000000,
Steven Alzate,6000000,
Pascal Gro?,7000000,
Tariq Lamptey,18000000,
Shane Duffy,5000000,
Yves Bissouma,25000000,
Dan Burn,5000000,
Christian Walton,800000,
Lewis Dunk,25000000,
Adam Webster,18000000,
Haydon Roberts,500000,
Mois?s Caicedo,5000000,
Jason Steele,800000,
Alphonse Areola,17000000,
Jamie Vardy,7000000,
Jordan Ayew,8000000,
Jean-Philippe Mateta,13000000,
Wilfried Zaha,45000000,
Jeffrey Schlupp,9000000,
Conor Gallagher,15000000,
Luka Milivojevic,8000000,
Jairo Riedewald,8000000,
Martin Kelly,1500000,
Nathaniel Clyne,3000000,
F?bio Silva,25000000,
Eberechi Eze,20000000,
James McArthur,2000000,
Pedro Neto,35000000,
Gabriel Jesus,60000000,
Ra?l Jim?nez,28000000,
Cheikhou Kouyat?,6000000,
Joel Ward,2500000,
Ki-Jana Hoever,7000000,
Daniel Podence,25000000,
Jonny Otto,15000000,
Rayan A?t-Nouri,18000000,
Willy Boly,14000000,
Max Kilman,4500000,
John Ruddy,800000,
Tyrick Mitchell,7000000,
Mar?al,1800000,
Nathan Ferguson,4000000,
James Tomkins,2500000,
Romain Sa?ss,10000000,
Vicente Guaita,2000000,
Jack Butland,2000000,
Marc Gu?hi,10000000,
Divock Origi,12000000,
Roberto Firmino,50000000,
Mohamed Salah,100000000,
Takumi Minamino,12000000,
Sadio Man?,85000000,
Ben Woodburn,2000000,
Alex Oxlade-Chamberlain,18000000,
James Milner,3000000,
Naby Ke?ta,32000000,
Fabinho,60000000,
Konstantinos Tsimikas,8000000,
Curtis Jones,30000000,
Nathaniel Phillips,8000000,
Virgil van Dijk,55000000,
Adri?n,1000000,
Caoimh?n Kelleher,2500000,
Joel Matip,18000000,
Joe Gomez,30000000,
Alisson,60000000,
Lucas Moura,25000000,
Steven Bergwijn,22000000,
Jack Clarke,5000000,
Heung-min Son,85000000,
Harvey White,600000,
Harry Winks,20000000,
Oliver Skipp,10000000,
Japhet Tanganga,8000000,
Eric Dier,22000000,
Davinson S?nchez,32000000,
Matt Doherty,16000000,
Cameron Carter-Vickers,2000000,
Kelechi Iheanacho,20000000,
Ademola Lookman,11000000,
Sergio Reguil?n,25000000,
James Maddison,55000000,
Marc Albrighton,4000000,
Ayoze P?rez,18000000,
Giovani Lo Celso,27000000,
Hamza Choudhury,7000000,
Wilfred Ndidi,60000000,
Ricardo Pereira,30000000,
James Justin,17000000,
Ryan Bertrand,8000000,
Luke Thomas,5000000,
Tanguy Ndomb?l?,50000000,
Daniel Amartey,5000000,
Jonny Evans,7000000,
Wesley Fofana,40000000,
Harvey Barnes,35000000,
Riyad Mahrez,42000000,
Eldin Jakupovic,300000,
Fernandinho,2000000,
Benjamin Mendy,20000000,
Philippe Sandler,2500000,
Zack Steffen,6000000,
Ederson,50000000,
Nampalys Mendy,8000000,
Edinson Cavani,6000000,
Anthony Martial,45000000,
Amad Diallo,18000000,
Anthony Elanga,800000,
Juan Mata,4000000,
Fred,22000000,
Hannibal,3000000,
Aaron Wan-Bissaka,40000000,
Nemanja Mati?,8000000,
Alex Telles,20000000,
Phil Jones,5000000,
Tom Heaton,1000000,
Lee Grant,250000,
Eric Bailly,15000000,
Albert Sambi Lokonga,12000000,
Tudor Baluta,2000000,
Yerson Mosquera,1700000,
Filip Benkovic,2800000,
Tahith Chong,4000000,
Trevoh Chalobah,3500000,
Bruno Guimar?es,30000000,
Fr?d?ric Guilbert,6000000,
Romain Perraud,8000000,
Boubakary Soumar?,28000000,
Cristian Romero,30000000,
Ashley Young,1000000,
Lyanco,5000000,
Takehiro Tomiyasu,20000000,
Michail Antonio,12000000,
Manuel Lanzini,10000000,
Pablo Fornals,18000000,
Jarrod Bowen,30000000,
Mark Noble,2000000,
Ryan Fredericks,2500000,
Ben Johnson,3000000,
Arthur Masuaku,7000000,
Angelo Ogbonna,2500000,
Issa Diop,18000000,
Aaron Cresswell,5000000,
Darren Randolph,1500000,
Sa?d Benrahma,22000000,
David Martin,250000,
Pierluigi Gollini,17000000,
Rodrigo Bentancur,35000000,
Andreas Pereira,8000000,
Diogo Dalot,10000000,
Salom?n Rond?n,6000000,
Enock Mwepu,13000000,
Patson Daka,22000000,
Robin Koch,17000000,
Timo Werner,65000000,
Lucas Digne,35000000,
Kai Havertz,70000000,
N'Golo Kant?,55000000,
Antonio R?diger,28000000,
Bernd Leno,22000000,
Kurt Zouma,32000000,
R?ben Neves,45000000,
N?lson Semedo,28000000,
Jo?o Moutinho,4000000,
Diogo Jota,45000000,
Hugo Lloris,9000000,
Bernardo Silva,70000000,
Ilkay G?ndogan,40000000,
Jo?o Cancelo,55000000,
R?ben Dias,75000000,
Cristiano Ronaldo,45000000,
Bruno Fernandes,90000000,
Paul Pogba,60000000,
Rapha?l Varane,70000000,
Robin Olsen,3000000,
Mateusz Klich,4000000,
Diego Llorente,20000000,
Emil Krafth,3500000,
Martin D?bravka,5000000,
C?sar Azpilicueta,13000000,
Jan Bednarek,25000000,
Jakub Moder,10000000,
Robert S?nchez,8000000,
Lukasz Fabianski,1500000,
Adama Traor?,30000000,
Thiago,30000000,
Dejan Kulusevski,40000000,
Ferran Torres,50000000,
Rodri,70000000,
Aymeric Laporte,45000000,
Victor Lindel?f,24000000,
David de Gea,18000000,
Abdul-Rahman Baba,2500000,
Kalvin Phillips,30000000,
Jordan Pickford,22000000,
Declan Rice,65000000,
Luke Shaw,35000000,
Harry Maguire,45000000,
Liam Cooper,7000000,
Dominic Calvert-Lewin,45000000,
Nathan Patterson,1300000,
Ben Godfrey,25000000,
Ryan Fraser,10000000,
Ollie Watkins,32000000,
Kieran Trippier,20000000,
Tyrone Mings,30000000,
John McGinn,30000000,
Mason Mount,75000000,
Billy Gilmour,10000000,
Mateo Kovacic,45000000,
Reece James,40000000,
Ben Chilwell,45000000,
Ch? Adams,20000000,
Stuart Armstrong,8000000,
James Ward-Prowse,30000000,
Bukayo Saka,65000000,
Ben White,28000000,
Kieran Tierney,32000000,
Aaron Ramsdale,12000000,
Nikola Vlasic,30000000,
Tomas Soucek,40000000,
Alex Kral,10000000,
Vladimir Coufal,12000000,
Conor Coady,25000000,
Jordan Henderson,20000000,
Trent Alexander-Arnold,75000000,
Andrew Robertson,65000000,
Harry Kane,120000000,
Kayky,14000000,
Jack Grealish,65000000,
Raheem Sterling,90000000,
Kyle Walker,28000000,
John Stones,30000000,
Phil Foden,80000000,
Mason Greenwood,50000000,
Marcus Rashford,85000000,
Jadon Sancho,100000000,
Scott McTominay,35000000,
Jesse Lingard,22000000,
Dean Henderson,22000000,
Oleksandr Zinchenko,25000000,
Donny van de Beek,30000000,
Vitaliy Mykolenko,17000000,
Jo?l Veltman,6000000,
Andriy Yarmolenko,4000000,
Nathan Ak?,32000000,
Pierre-Emile H?jbjerg,35000000,
Romelu Lukaku,100000000,
Andreas Christensen,30000000,
Leandro Trossard,17000000,
Christian Benteke,9000000,
Leander Dendoncker,30000000,
Joachim Andersen,22000000,
Dennis Praet,18000000,
Timothy Castagne,28000000,
Jannik Vestergaard,18000000,
Kasper Schmeichel,6000000,
Youri Tielemans,55000000,
Kevin De Bruyne,100000000,
Jorginho,40000000,
Emerson,12000000,
Moise Kean,35000000,
Tyler Roberts,6000000,
Daniel James,18000000,
Andi Zeqiri,2500000,
Fabian Sch?r,9000000,
Granit Xhaka,22000000,
Neco Williams,8000000,
Ben Davies,16000000,
Joe Rodon,10000000,
Caglar S?y?nc?,45000000,
Danny Ward,6000000,
Danny Drinkwater,3000000,
Luis D?az,18000000,
Cenk Tosun,5000000,
Lewis Baker,3500000,
Malang Sarr,10000000,
Nuno Tavares,7000000,
Bruno Jord?o,2500000,
Jaroslaw Jach,650000,
Jan Paul van Hecke,2200000,
Armando Broja,3000000,
Kjell Scherpen,2800000,
