Adri?n,0,2,6.8,0.38,-2.2,11,28,77,19,31.3,22,21.1,35,0,6,17.0
R?nar Alex R?narsson,0,0,0.1,0.05,+0.1,0,3,10,2,28.2,1,15.0,3,0,0,0
Alisson,1,4,35.0,0.27,+3.0,74,194,980,165,25.7,173,30.4,341,20,87,18.6
Alphonse Areola,0,2,50.5,0.28,+3.5,144,389,760,173,30.0,251,39.8,501,26,31,13.0
Kepa Arrizabalaga,0,0,8.0,0.31,0.0,21,53,200,41,27.3,46,31.1,68,3,1,9.6
Jack Butland,0,0,1.0,0.20,-1.0,3,18,13,2,48.9,8,68.1,18,1,2,23.3
David Button,0,1,0.8,0.14,-1.2,8,27,25,1,41.8,12,64.4,25,0,0,7.0
Willy Caballero,0,1,1.5,0.50,-1.5,1,3,20,2,21.6,6,19.2,9,0,3,28.0
Scott Carson,0,1,2.4,0.09,-0.6,0,1,14,6,18.9,2,29.5,10,0,0,16.5
Kiko Casilla,0,0,3.2,0.32,+1.2,5,14,67,20,23.2,31,24.7,30,4,1,10.8
Karl Darlow,1,4,37.2,0.27,-3.8,175,505,504,92,44.9,216,55.3,401,18,10,9.2
Martin D?bravka,0,0,16.6,0.25,-1.4,70,166,316,67,32.5,122,40.5,244,9,11,12.6
Ederson,0,2,28.6,0.23,+1.6,108,266,967,161,28.4,153,39.3,309,19,44,16.6
?ukasz Fabia?ski,0,4,40.8,0.27,+0.8,238,609,738,154,40.4,272,51.9,516,26,15,10.8
Fraser Forster,0,1,9.8,0.23,-1.2,30,134,207,28,35.3,64,44.2,142,6,14,15.6
David de Gea,1,5,28.1,0.27,-1.9,67,174,417,88,29.7,172,29.1,310,2,28,16.8
Vicente Guaita,1,9,50.2,0.28,-13.8,223,651,762,156,38.5,315,56.0,604,19,24,13.3
Dean Henderson,0,4,11.2,0.23,-0.8,19,92,230,66,30.9,94,30.0,169,9,19,17.4
Sam Johnstone,2,7,67.2,0.26,-3.8,293,889,994,182,45.0,296,56.8,645,20,38,14.0
Caoimh?n Kelleher,0,0,2.1,0.30,+1.1,2,15,50,12,28.5,14,30.4,27,1,2,16.3
Bernd Leno,0,3,32.3,0.26,-0.7,78,293,953,183,25.4,227,43.0,487,18,33,16.1
Hugo Lloris,0,3,45.6,0.24,+3.6,159,408,814,180,32.4,264,28.1,590,23,24,13.1
Emiliano Mart?nez,2,4,49.2,0.24,+4.2,247,639,1058,177,37.1,253,47.0,613,42,34,14.2
Alex McCarthy,1,2,46.5,0.28,-9.5,109,435,900,131,32.0,171,41.1,365,23,31,15.6
Edouard Mendy,1,4,21.9,0.24,-2.1,71,197,846,126,25.4,179,25.7,335,17,27,15.2
Illan Meslier,1,11,46.6,0.21,-3.4,100,305,1099,286,27.4,267,29.4,447,24,19,11.9
Will Norris,0,2,0.9,0.15,-3.1,20,48,39,1,54.5,18,62.8,27,2,1,10.0
Robin Olsen,0,0,9.5,0.29,+0.5,36,93,148,23,35.6,51,42.9,88,4,4,12.3
Rui Patr?cio,1,8,45.3,0.26,-2.7,160,383,540,146,35.5,268,36.8,558,21,12,10.6
Bailey Peacock-Farrell,0,2,7.9,0.33,-6.1,43,94,83,6,49.8,29,64.8,50,0,4,22.8
Jordan Pickford,1,5,37.9,0.28,-0.1,230,590,951,151,37.8,198,52.4,468,20,31,13.3
Nick Pope,0,4,40.2,0.25,+4.2,254,699,724,136,46.3,251,58.9,523,32,73,18.1
Aaron Ramsdale,0,8,54.3,0.26,-5.7,263,817,866,128,45.5,281,64.5,578,33,34,12.8
Darren Randolph,0,3,1.2,0.13,-1.8,12,39,43,5,42.2,23,45.7,49,0,2,13.6
Marek Rod?k,0,1,4.0,0.44,-1.0,6,13,40,6,30.2,7,30.1,17,1,2,14.0
John Ruddy,0,1,0.9,0.22,-0.1,1,6,19,10,33.2,5,31.0,19,3,0,8.7
Mathew Ryan,0,0,3.6,0.27,+1.6,3,7,59,21,21.9,9,29.9,28,6,4,14.3
Mathew Ryan1,0,3,12.6,0.26,-5.4,42,111,355,61,28.8,56,32.7,136,6,4,10.6
Robert S?nchez,0,5,23.3,0.24,-2.7,151,411,925,118,33.6,177,41.1,340,22,29,14.5
Kasper Schmeichel,0,9,42.2,0.29,-5.8,159,425,1038,181,33.2,210,37.9,484,20,19,13.6
Zack Steffen,0,0,0.9,0.47,-0.1,0,4,22,4,27.0,8,12.3,14,0,0,0
Jo?o Virg?nia,0,0,0.3,0.10,+0.3,2,9,12,3,44.6,3,67.3,4,1,0,10.0
