link,Player_id,Name,nationality,position,team,age,games,games_starts,minutes,minutes_90s,goals,assists,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,progressive_carries,progressive_passes,progressive_passes_received,shots,shots_on_target,average_shot_distance,xg_net,sca,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,passes_completed,passes,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_tackled,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenges_lost,blocked_shots,blocked_passes,interceptions,clearances,errors,games_complete,games_subs,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus_wowy,on_xg_for,on_xg_against,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,gk_goals_against,gk_shots_on_target_against,gk_saves,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_passes_completed_launched,gk_passes_launched,gk_passes,gk_passes_throws,gk_passes_length_avg,gk_goal_kicks,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,value_millions
https://fbref.com/en/players/9674002f/Mason-Mount,120210332,Mason Mount,ENG,MF,Chelsea,21,36,32,2890,32.1,6,5,1,1,2,0,6.3,5.5,8.2,131,233,225,81,25,21.1,-0.3,169,97,46,11,7,7,1,14,6,4,1,2,1,0,1549,1900,23673,6490,812,892,487,585,134,214,6.9,87,149,47,5,1690,199,33,3,19,170,17,126,36,65,2,1549,11,43,22,240,1022,1064,127,2304,81,43,38,1330,7463,3970,93,37,56,41,1640,75,35,22,38,15,25,69,44,2,38,31,14,0,26,4,1,1.69,48,32,-0.52,55.3,25.7,0,50,44,4,2,0,0,157,21,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
https://fbref.com/en/players/fed7cb61/Kai-Havertz,120210193,Kai Havertz,GER,MF,Chelsea,21,27,18,1520,16.9,4,3,0,0,2,0,5.5,5.5,1.3,47,74,133,33,16,13.1,-1.5,49,42,1,2,1,3,0,7,5,0,0,0,2,0,658,788,8252,1336,412,449,167,190,23,31,1.9,18,38,20,1,766,18,3,2,2,11,7,0,0,0,0,658,4,28,23,105,500,410,78,1007,37,19,18,579,3346,1428,37,18,56,25,784,18,9,6,10,2,6,27,21,0,25,4,22,1,8,9,4,1.41,31,15,0.66,28.7,12.5,0,27,15,7,2,0,0,71,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
https://fbref.com/en/players/6434f10d/Rodri,120210409,Rodri,ESP,MF,Manchester City,24,34,31,2748,30.5,2,2,1,1,6,0,2.4,1.6,1.4,42,227,31,31,7,20.8,-0.4,85,74,0,3,5,1,2,9,7,0,1,1,0,0,2545,2801,44312,10473,1138,1213,1055,1149,273,321,2.2,29,217,20,2,2760,40,38,2,19,14,1,1,0,0,0,2545,1,15,95,564,2022,522,43,3081,33,28,5,1955,8270,4309,43,7,25,22,2349,72,40,24,40,8,33,66,33,9,14,36,54,3,28,3,4,2.26,64,27,-0.66,56.1,24.9,0,44,30,2,0,0,0,285,79,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
https://fbref.com/en/players/3eb22ec9/Bernardo-Silva,120210441,Bernardo Silva,POR,MF,Manchester City,25,26,24,2065,22.9,2,6,0,0,5,0,2.8,2.8,3.8,123,116,173,28,13,14.9,-0.8,84,69,3,6,4,2,0,12,11,0,0,1,0,0,1287,1434,18862,3005,718,758,419,461,78,98,2.8,26,71,31,1,1363,66,14,1,7,32,25,19,2,3,0,1287,5,21,13,175,734,733,83,1621,65,41,24,1116,7262,4002,104,28,33,23,1304,26,14,7,12,7,11,52,41,1,16,17,8,0,17,2,10,2.42,52,18,0.35,43.7,15.2,0,17,18,2,0,0,0,113,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
https://fbref.com/en/players/b0b4fd3e/Jack-Grealish,120210182,Jack Grealish,ENG,FW,Aston Villa,24,26,24,2185,24.3,6,10,0,0,6,0,4.6,4.6,7.4,172,189,212,50,17,17,1.4,169,121,14,14,5,15,0,20,17,0,0,0,3,0,872,1105,12898,4406,500,572,267,321,58,110,6.5,81,91,69,3,977,124,38,2,4,76,29,43,20,5,5,872,4,36,19,121,510,775,155,1376,101,65,36,926,7716,4643,98,79,55,39,1017,31,14,8,16,7,15,24,9,3,17,12,5,3,22,2,0,1.65,40,28,0.71,36.3,33.4,0,40,110,7,2,0,0,125,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
https://fbref.com/en/players/1c7012b8/Declan-Rice,120210396,Declan Rice,ENG,MF,West Ham,21,32,32,2879,32,2,1,1,2,2,0,3.2,1.6,1.8,74,169,37,25,7,20.8,-1.2,59,50,1,3,3,1,1,6,5,0,0,1,0,0,1352,1561,23571,6640,613,674,565,620,138,191,1.5,22,125,18,6,1539,18,16,1,24,30,1,0,0,0,0,1352,4,26,82,465,1110,305,41,1848,34,29,5,1066,7330,3950,58,8,34,19,1209,59,35,33,25,1,21,51,30,11,28,59,41,0,31,0,0,1.75,52,37,0.47,47.4,37.3,0,21,13,2,0,1,0,233,43,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
https://fbref.com/en/players/2e4f5f03/Andrew-Robertson,120210402,Andrew Robertson,SCO,DF,Liverpool,26,38,38,3383,37.6,1,7,0,0,2,0,1.5,1.5,6.6,119,228,289,19,5,17.4,-0.5,123,94,23,4,1,0,1,15,11,2,1,1,0,0,2624,3303,41070,12970,1461,1619,953,1156,156,376,5.9,66,194,62,27,2774,521,81,2,22,294,321,119,22,78,0,2624,8,51,103,756,1647,1226,97,3588,53,28,25,2146,10868,6389,101,10,42,11,2425,46,34,23,18,5,28,57,29,9,30,21,79,1,35,0,0,1.82,65,42,-6.69,65.5,42.9,0,23,10,8,0,1,0,229,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
https://fbref.com/en/players/bc7dc64d/Bukayo-Saka,120210420,Bukayo Saka,ENG,FW,Arsenal,18,32,30,2553,28.4,5,3,0,0,1,0,6.9,6.9,4.4,85,101,269,61,20,16.1,-1.9,108,71,12,8,9,8,0,12,9,0,1,0,2,0,858,1161,11752,2855,525,606,242,326,40,116,5,38,55,31,9,1042,114,21,2,4,148,30,63,24,21,5,858,5,39,39,213,520,783,142,1503,87,46,41,905,5219,2850,53,36,75,42,1098,25,16,10,13,2,11,40,29,2,19,25,24,0,20,2,4,1.59,38,31,-0.69,37.2,30.3,0,28,64,15,1,0,1,115,13,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
https://fbref.com/en/players/49fe9070/Timo-Werner,120210509,Timo Werner,GER,FW,Chelsea,24,35,29,2602,28.9,6,8,0,0,2,0,11.4,11.4,5.6,103,69,238,79,31,13.8,-5.4,89,60,0,7,11,11,0,15,8,0,2,1,4,0,629,824,8141,1532,380,462,185,223,16,35,3.2,36,36,23,5,788,31,2,1,1,35,5,1,0,0,0,629,5,23,5,82,445,631,179,1148,80,29,51,713,4907,2524,49,59,86,28,914,20,9,6,11,3,7,43,36,1,22,8,8,0,18,6,3,1.8,52,29,0.91,47.5,23.9,0,28,32,27,5,0,0,79,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
https://fbref.com/en/players/7a2e46a8/Alisson,120210017,Alisson,BRA,GK,Liverpool,27,33,33,2970,33,1,0,0,0,1,0,0.1,0.1,0,0,1,0,1,1,8.4,0.9,5,4,1,0,0,0,0,0,0,0,0,0,0,0,1000,1157,22600,14023,223,225,578,590,191,330,0,0,4,1,0,919,234,61,0,2,0,0,0,0,0,0,1000,4,0,931,1224,16,1,1,1239,2,2,0,709,2807,1763,0,0,0,0,669,3,2,3,0,0,3,4,1,0,0,2,26,7,33,0,0,1.88,58,32,0.79,58.3,36.7,0,1,6,0,0,1,0,74,12,1,32,115,82,18,8,7,10,8,4,1,3,1,4,35,0.27,3,74,194,980,165,25.7,173,30.4,341,20,87,18.6,60
https://fbref.com/en/players/7f3b388c/Fabinho,120210147,Fabinho,BRA,DF,Liverpool,26,30,28,2567,28.5,0,0,0,0,6,0,0.3,0.3,0.3,27,124,13,10,1,23.1,-0.3,30,26,0,1,0,2,1,6,5,0,0,0,1,0,1910,2117,33032,10523,782,841,949,1016,138,203,0.9,4,102,13,0,2080,36,29,0,6,1,7,0,0,0,0,1910,1,5,164,810,1430,155,12,2386,11,7,4,1469,6982,3870,20,3,17,7,1721,58,31,21,29,8,27,54,27,10,18,44,66,1,27,2,0,1.87,53,29,0.63,51.3,33.5,0,29,27,0,1,2,0,208,54,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
https://fbref.com/en/players/b66315ae/Gabriel-Jesus,120210221,Gabriel Jesus,BRA,FW,Manchester City,23,29,22,2063,22.9,9,4,0,0,2,0,8.7,8.7,2.7,54,41,202,55,16,13.7,0.3,78,53,0,8,9,7,1,11,9,0,1,1,0,0,631,751,7356,844,416,472,133,154,18,25,2.2,30,18,13,1,710,39,6,2,3,11,6,4,0,0,0,631,2,20,7,54,397,568,127,1004,70,48,22,635,3677,1619,38,28,59,38,799,17,6,5,5,7,11,28,17,0,16,15,5,0,18,7,1,2.28,54,17,0.69,42.9,15,0,28,46,17,1,1,0,86,18,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
https://fbref.com/en/players/6b47c5db/Wilfred-Ndidi,120210341,Wilfred Ndidi,NGA,MF,Leicester City,23,26,25,2176,24.2,1,4,0,0,6,0,0.7,0.7,1.3,7,73,17,16,1,20,0.3,39,32,0,0,0,1,6,8,7,0,0,0,0,1,1245,1441,20490,5041,572,643,538,590,93,130,0.6,16,95,4,0,1421,17,16,1,4,5,1,0,0,0,0,1245,3,15,110,600,1006,168,14,1755,30,16,14,912,3963,1359,22,1,25,14,1079,96,63,45,44,7,26,66,40,11,27,61,55,0,21,1,1,1.88,48,31,0.63,34.6,27.2,0,54,16,0,0,1,0,227,56,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
https://fbref.com/en/players/867239d3/Paul-Pogba,120210379,Paul Pogba,FRA,MF,Manchester Utd,27,26,21,1897,21.1,3,3,0,0,3,0,2.8,2.8,2.4,46,139,101,31,11,17,0.2,72,57,1,2,5,5,2,7,2,0,2,1,2,0,1112,1367,19406,4987,541,617,399,468,131,187,1.8,26,132,26,1,1328,31,27,4,41,22,4,0,0,0,0,1112,8,23,54,324,885,453,58,1640,65,44,21,1015,4978,2442,33,6,54,50,1258,36,26,15,16,5,11,33,22,2,22,26,37,0,17,5,3,1.81,36,26,-0.65,30.8,25.7,0,41,38,4,2,2,0,148,55,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
https://fbref.com/en/players/bd6351cd/Joao-Cancelo,120210083,Jo?o Cancelo,POR,DF,Manchester City,26,28,27,2299,25.5,2,3,0,0,5,1,1.6,1.6,4.6,80,200,150,35,11,22.5,0.4,82,64,4,12,1,1,0,12,8,1,1,1,1,0,1815,2128,27535,7458,1038,1117,603,711,117,180,5.6,42,142,68,8,1882,239,44,6,12,72,195,0,0,0,0,1815,7,27,66,464,1199,780,68,2421,81,47,34,1472,6848,3454,74,24,36,21,1696,68,41,42,19,7,43,83,40,2,21,41,33,2,23,1,6,2.18,51,18,-0.15,50.7,17,0,36,18,2,0,0,0,162,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
https://fbref.com/en/players/b9fbae28/NGolo-Kante,120210234,N'Golo Kant?,FRA,MF,Chelsea,29,30,24,2146,23.8,0,2,0,0,7,0,0.6,0.6,1.3,38,116,39,10,3,21.3,-0.6,50,47,0,2,1,0,0,1,1,0,0,0,0,0,1325,1542,20877,5242,639,716,519,579,94,126,1,22,96,12,1,1524,15,13,0,10,8,2,0,0,0,0,1325,3,26,57,447,1073,346,15,1842,38,26,12,982,4854,2356,41,2,48,15,1227,79,42,39,35,5,27,56,29,4,38,59,34,0,19,6,2,1.97,35,24,-0.32,35.5,20.9,0,36,7,0,0,0,0,194,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
https://fbref.com/en/players/ee38d9c5/James-Maddison,120210285,James Maddison,ENG,MF,Leicester City,23,31,24,2099,23.3,8,5,0,0,4,0,3.8,3.8,5.1,43,134,116,75,23,24.7,4.2,113,63,22,7,7,12,2,10,8,0,0,0,2,0,874,1132,13447,3772,454,510,285,354,72,149,3.4,51,103,33,3,970,156,58,6,7,106,0,78,14,37,3,874,6,31,7,91,677,630,59,1380,51,29,22,772,4024,1791,40,13,57,33,1010,32,16,5,16,11,14,41,27,1,13,9,5,0,11,7,0,1.87,40,28,0.11,34.3,29.8,0,19,57,5,2,0,0,98,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
https://fbref.com/en/players/fa031b34/Richarlison,120210398,Richarlison,BRA,FW,Everton,23,34,33,2861,31.8,7,3,1,1,4,1,9.7,8.8,3.3,113,58,195,80,31,15.1,-2.7,89,55,0,10,6,18,0,8,4,0,2,1,1,0,526,791,7213,1435,311,390,158,231,23,45,2.3,25,26,15,1,775,13,2,6,1,37,2,0,0,0,0,526,3,53,54,187,457,562,145,1178,102,61,41,752,5540,2840,72,40,70,56,846,50,32,21,22,7,16,51,35,3,25,14,36,1,21,1,0,1.65,40,38,0.55,39.9,40.6,0,33,73,25,1,0,0,164,39,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
https://fbref.com/en/players/56f7a928/Youri-Tielemans,120210472,Youri Tielemans,BEL,MF,Leicester City,23,38,37,3357,37.3,6,4,2,2,6,0,4.4,2.8,3.1,52,272,66,47,18,23.5,1.6,126,96,15,4,5,3,3,16,14,0,1,0,0,1,2061,2642,35122,9750,905,1022,847,1010,206,424,4,49,223,41,7,2445,188,76,11,14,138,13,99,38,31,2,2061,9,40,53,549,1768,712,44,2995,64,43,21,1562,6376,3455,39,9,41,35,2121,86,45,32,38,16,45,108,63,8,27,46,20,1,35,1,0,1.74,68,50,0.48,54.2,45.4,0,37,54,0,0,0,0,271,34,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
https://fbref.com/en/players/e06683ca/Virgil-van-Dijk,120210488,Virgil van Dijk,NED,DF,Liverpool,29,5,5,370,4.1,1,0,0,0,1,0,0.2,0.2,0,0,30,1,4,2,14.8,0.8,2,2,0,0,0,0,0,1,1,0,0,0,0,0,307,342,6110,2077,104,113,166,175,36,52,0,0,22,0,0,338,3,3,0,4,0,0,0,0,0,0,307,1,0,23,123,231,12,5,364,0,0,0,282,1153,527,1,0,1,0,295,3,2,1,2,0,0,0,0,1,0,5,8,1,4,0,0,2,12,11,-0.49,10,5.2,0,4,2,1,0,0,0,19,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
https://fbref.com/en/players/3bb7b8b4/Ederson,120210138,Ederson,BRA,GK,Manchester City,26,36,36,3240,36,0,1,0,0,3,0,0,0,0.3,0,1,0,0,0,0,0,6,5,1,0,0,0,0,1,1,0,0,0,0,0,939,1122,22999,15228,180,181,531,540,220,390,0.1,1,9,2,0,897,223,70,0,5,0,0,0,0,0,0,939,2,1,948,1169,5,0,0,1174,0,0,0,755,3576,2401,0,0,2,0,669,3,1,3,0,0,3,4,1,0,0,0,11,4,36,0,0,2.22,76,28,-0.17,64.1,27.2,0,1,4,0,0,0,0,47,6,1,28,93,65,25,5,6,19,8,7,1,0,0,2,28.6,0.23,1.6,108,266,967,161,28.4,153,39.3,309,19,44,16.6,50
https://fbref.com/en/players/4c370d81/Roberto-Firmino,120210152,Roberto Firmino,BRA,FW,Liverpool,28,36,33,2838,31.5,9,7,0,0,2,0,11.3,11.3,5.6,66,140,222,83,32,14.3,-2.3,111,84,1,13,11,2,0,11,10,0,0,1,0,0,1065,1333,13277,3355,679,780,252,323,42,59,4.6,44,84,40,0,1287,44,4,5,1,14,16,2,0,0,0,1065,2,29,18,104,789,788,176,1663,83,59,24,989,4862,2379,44,22,80,47,1279,33,15,3,17,13,6,32,26,5,37,11,12,0,16,3,0,1.83,57,39,-0.67,57.5,36.8,0,22,16,4,0,0,0,109,22,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
