Patrick van Aanholt,959,192,31,0,4,40,159,2,0,2,0,906,13,26
Tammy Abraham,195,16,2,0,0,6,0,0,0,0,0,149,0,9
Che Adams,615,2,1,7,3,6,1,0,0,0,0,431,5,19
Tosin Adarabioyo,1872,42,35,0,8,2,7,0,0,0,0,1647,4,11
Adri?n,70,29,7,0,0,0,0,0,0,0,0,78,1,0
Sergio Ag?ero,163,10,0,0,0,1,1,0,0,0,0,140,0,7
Ola Aina,1486,282,28,0,13,52,254,0,0,0,0,1352,1,34
Rayan A?t-Nouri,675,129,6,0,3,61,116,7,1,6,0,662,1,20
Semi Ajayi,931,61,13,0,10,7,48,0,0,0,0,719,7,7
Nathan Ak?,741,22,11,0,0,1,11,0,0,0,0,709,0,5
Marc Albrighton,830,97,8,1,9,118,60,29,6,15,0,627,6,53
Thiago Alc?ntara,1686,44,30,3,19,7,3,0,0,0,0,1545,5,12
Toby Alderweireld,1377,74,61,2,16,1,13,0,0,0,0,1199,2,9
R?nar Alex R?narsson,8,3,2,0,0,0,0,0,0,0,0,7,0,0
Trent Alexander-Arnold,2516,488,56,6,55,297,326,106,16,61,2,2245,11,52
Ezgjan Alioski,1410,255,29,1,7,62,226,0,0,0,0,1321,5,44
Alisson,919,234,61,0,2,0,0,0,0,0,0,1000,4,0
Allan,1029,35,22,1,4,4,5,0,0,0,0,908,4,18
Dele Alli,316,27,8,1,1,10,3,0,0,0,0,275,2,12
Miguel Almir?n,866,26,6,3,5,39,3,5,0,0,0,708,3,33
Marcos Alonso,517,90,11,0,3,24,75,4,0,4,0,493,3,21
Steven Alzate,438,11,1,0,1,3,9,0,0,0,0,403,0,5
Daniel Amartey,453,38,2,0,0,1,36,0,0,0,0,414,2,8
Ethan Ampadu,1002,83,18,0,15,19,60,5,5,0,0,870,2,14
Joachim Andersen,1902,83,68,0,35,12,15,0,0,0,0,1609,8,13
Elliot Anderson,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Felipe Anderson,5,0,0,0,0,0,0,0,0,0,0,3,0,0
Michail Antonio,481,11,1,0,3,31,8,0,0,0,0,316,2,20
Alphonse Areola,663,348,97,0,0,0,0,0,0,0,0,746,3,0
Stuart Armstrong,1203,89,14,2,4,40,16,2,0,0,0,1021,6,52
Kepa Arrizabalaga,193,53,7,0,0,0,0,0,0,0,0,202,0,0
Pierre-Emerick Aubameyang,651,14,0,1,3,38,3,0,0,0,0,499,9,12
Serge Aurier,823,157,4,1,1,35,153,0,0,0,0,772,0,32
Charlie Austin,32,1,0,0,0,0,0,0,0,0,0,23,1,1
Jordan Ayew,656,10,3,1,3,31,2,0,0,0,0,519,1,30
Luke Ayling,2407,355,56,4,50,82,299,0,0,0,0,2161,8,46
C?sar Azpilicueta,1892,185,32,3,0,37,153,0,0,0,0,1787,4,31
Eric Bailly,552,11,10,0,1,0,1,0,0,0,0,497,1,3
Fabi?n Balbuena,463,22,22,1,9,3,0,0,0,0,0,362,3,4
George Baldock,954,197,5,1,1,62,192,0,0,0,0,888,2,47
Gareth Bale,386,29,7,2,12,40,9,13,11,1,0,285,1,14
Patrick Bamford,422,90,1,2,0,3,0,2,0,0,0,394,4,14
Phil Bardsley,119,41,0,0,0,10,41,0,0,0,0,104,2,5
Ross Barkley,685,108,21,0,4,61,6,56,23,9,7,640,2,11
Ross Barkley1,27,0,0,0,1,0,0,0,0,0,0,23,0,0
Ashley Barnes,310,2,1,0,3,8,0,0,0,0,0,189,3,11
Harvey Barnes,632,2,0,2,3,27,2,0,0,0,0,459,3,25
Kyle Bartley,805,34,23,0,7,1,11,0,0,0,0,647,3,5
Chris Basham,1071,80,10,0,4,25,69,0,0,0,0,939,2,16
Michy Batshuayi,160,14,1,0,0,5,2,0,0,0,0,122,0,9
Jan Bednarek,2016,96,52,0,10,0,44,0,0,0,0,1734,3,12
Donny van de Beek,267,8,4,0,2,0,2,0,0,0,0,237,0,9
H?ctor Beller?n,1158,163,10,2,5,54,153,0,0,0,0,1080,3,32
Sa?d Benrahma,519,14,1,3,1,44,5,0,0,0,0,411,3,9
Josh Benson,83,2,1,0,0,5,1,0,0,0,0,62,0,4
Christian Benteke,567,12,1,0,1,3,1,0,0,0,0,339,4,9
Gaetano Berardi,56,6,0,0,0,1,6,0,0,0,0,50,1,0
J?hann Berg Gu?mundsson,465,5,0,1,3,31,2,3,3,0,0,355,3,4
Sander Berge,454,8,3,0,3,23,3,2,2,0,0,378,2,9
Steven Bergwijn,421,9,2,0,1,13,1,4,3,0,0,350,0,8
Bernard,263,5,1,0,1,14,2,0,0,0,0,219,2,10
Bernardo,78,6,1,0,0,5,5,0,0,0,0,61,1,6
Ryan Bertrand,1214,347,58,0,3,82,282,7,3,0,3,1186,8,34
Yves Bissouma,1661,35,31,2,10,7,4,0,0,0,0,1476,1,18
