https://fbref.com/en/players/5f09991f/Patrick-van-Aanholt,120210001,Patrick van Aanholt,NED,DF,Crystal Palace,29,22,20,1777,19.7,0,1,0,0,2,0,1.4,1.4,0.7,38,103,87
https://fbref.com/en/players/f586779e/Tammy-Abraham,120210002,Tammy Abraham,ENG,FW,Chelsea,22,22,12,1040,11.6,6,1,0,0,0,0,5.9,5.9,0.7,12,11,66
https://fbref.com/en/players/f2bf1b0f/Che-Adams,120210003,Che Adams,SCO,FW,Southampton,24,36,30,2667,29.6,9,5,0,0,1,0,9.8,9.8,5.0,32,57,149
https://fbref.com/en/players/c81d773d/Tosin-Adarabioyo,120210004,Tosin Adarabioyo,ENG,DF,Fulham,22,33,33,2953,32.8,0,0,0,0,1,0,1.1,1.1,0.3,5,75,3
https://fbref.com/en/players/f76e6b4e/Adrian,120210005,Adri?n,ESP,GK,Liverpool,33,3,3,270,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
https://fbref.com/en/players/4d034881/Sergio-Aguero,120210006,Sergio Ag?ero,ARG,FW,Manchester City,32,12,7,559,6.2,4,1,1,2,0,0,3.5,1.9,1.2,12,12,39
https://fbref.com/en/players/246d153b/Ola-Aina,120210007,Ola Aina,NGA,DF,Fulham,23,31,31,2664,29.6,2,1,0,0,3,0,1.2,1.2,1.5,63,106,50
https://fbref.com/en/players/9b398aea/Rayan-Ait-Nouri,120210008,Rayan A?t-Nouri,ALG,DF,Wolves,19,21,16,1404,15.6,1,1,0,0,1,0,0.6,0.6,0.6,47,54,85
https://fbref.com/en/players/d6192210/Semi-Ajayi,120210009,Semi Ajayi,NGA,DF,West Brom,26,33,31,2780,30.9,2,0,0,0,3,1,1.9,1.9,0.5,13,73,7
https://fbref.com/en/players/eaeca114/Nathan-Ake,120210010,Nathan Ak?,NED,DF,Manchester City,25,10,9,797,8.9,1,0,0,0,4,0,0.3,0.3,0.0,12,52,6
https://fbref.com/en/players/b827d5b3/Marc-Albrighton,120210011,Marc Albrighton,ENG,DF,Leicester City,30,31,17,1746,19.4,1,5,0,0,2,0,1.2,1.2,3.5,46,84,139
https://fbref.com/en/players/77e84962/Thiago-Alcantara,120210012,Thiago Alc?ntara,ESP,MF,Liverpool,29,24,20,1854,20.6,1,0,0,0,4,0,1.2,1.2,2.3,27,203,25
https://fbref.com/en/players/f7d50789/Toby-Alderweireld,120210013,Toby Alderweireld,BEL,DF,Tottenham,31,25,25,2240,24.9,1,0,0,0,2,0,0.7,0.7,0.7,3,59,1
https://fbref.com/en/players/8fa8f8d2/Runar-Alex-Runarsson,120210014,R?nar Alex R?narsson,ISL,GK,Arsenal,25,1,0,16,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
https://fbref.com/en/players/cd1acf9d/Trent-Alexander-Arnold,120210015,Trent Alexander-Arnold,ENG,DF,Liverpool,21,36,34,3031,33.7,2,7,0,0,2,0,2.6,2.6,8.6,98,251,249
https://fbref.com/en/players/1a7fcf39/Ezgjan-Alioski,120210016,Ezgjan Alioski,MKD,DF,Leeds United,28,36,29,2461,27.3,2,3,0,0,7,0,1.6,1.6,3.3,77,132,122
https://fbref.com/en/players/7a2e46a8/Alisson,120210017,Alisson,BRA,GK,Liverpool,27,33,33,2970,33.0,1,0,0,0,1,0,0.1,0.1,0.0,0,1,0
https://fbref.com/en/players/cc700722/Allan,120210018,Allan,BRA,MF,Everton,29,24,23,2051,22.8,0,0,0,0,6,0,0.3,0.3,0.8,30,92,8
https://fbref.com/en/players/cea4ee8f/Dele-Alli,120210019,Dele Alli,ENG,MF,Tottenham,24,15,7,620,6.9,0,1,0,0,0,0,2.0,2.0,1.2,15,26,30
https://fbref.com/en/players/862a1c15/Miguel-Almiron,120210020,Miguel Almir?n,PAR,MF,Newcastle Utd,26,34,28,2429,27.0,4,1,0,0,3,0,3.2,3.2,2.9,70,90,109
